fecha_hora,real,v4 actual (5 modelos) [CV],v4 + TFT [CV],v4 + LSTM [CV],v4 + TFT + LSTM [CV],ventanas promediadas (N-BEATSx y N-HiTS) [CV],recalibrados [CV],recalibrados + congelados [CV],v4 actual (5 modelos) [desplegable],v4 + TFT [desplegable],v4 + LSTM [desplegable],v4 + TFT + LSTM [desplegable],ventanas promediadas (N-BEATSx y N-HiTS) [desplegable],recalibrados [desplegable],recalibrados + congelados [desplegable]
2026-06-15 06:00:00,338.16241,422.19931416094363,422.19931416094363,428.6895423923639,428.6895423923639,397.1651628888454,351.59025785546726,423.09923409937403,421.2249463961632,421.2249463961632,427.0972083752465,427.0972083752465,393.6248252318103,359.18840440324146,421.2249463961632
2026-06-15 07:00:00,227.46241,428.4086480226098,428.4086480226098,435.15276337623527,435.15276337623527,399.13774829449346,340.7491560972562,429.23673933647467,427.4124832959683,427.4124832959683,433.5957003888475,433.5957003888475,392.0944774521547,347.6316013364036,427.4124832959683
2026-06-15 08:00:00,227.46241,426.232948687191,426.232948687191,435.66893579372675,435.66893579372675,411.65857568308144,334.9188251099667,426.6663601209501,425.2637448527605,425.2637448527605,433.06237767609906,433.06237767609906,402.4381930785003,338.4255827122623,425.2637448527606
2026-06-15 09:00:00,227.46241,431.38977210494863,431.38977210494863,442.29767618075016,442.29767618075016,413.5517681022902,332.7485333963738,432.15324907409274,430.4137541352151,430.4137541352151,439.42104659496755,439.42104659496755,404.5967585493788,336.8683612485633,430.4137541352151
2026-06-15 10:00:00,243.94241,441.9587075713449,441.9587075713449,453.8012929767435,453.8012929767435,422.75161058093875,333.0850285139993,442.6126672364461,440.9367005774436,440.9367005774436,450.6739999485963,450.6739999485963,410.4786946839323,336.50600116347726,440.9367005774436
2026-06-15 11:00:00,338.16241,442.4616957887798,442.4616957887798,455.3679875268991,455.3679875268991,439.63515586430805,350.2126553859983,443.30686320829807,441.43235600079254,441.43235600079254,451.7791326927221,451.7791326927221,424.7296201386368,350.918983734123,441.43235600079254
2026-06-15 12:00:00,338.16241,412.441117488049,402.69510422935554,412.441117488049,402.69510422935554,443.1520931513125,361.8647496960951,410.36560582330094,403.0952162848094,400.0402607687116,403.6341349176947,401.7295482876812,436.0131717074184,357.26350025562914,403.09521628480934
2026-06-15 13:00:00,338.16241,442.3746329283989,431.34966797639873,442.3746329283989,431.34966797639873,468.614725183104,372.561125101047,438.66600687281783,430.95437026492294,427.5370190605465,431.11640481690847,429.16992328693954,458.87213790919145,368.0515654200147,430.95437026492294
2026-06-15 14:00:00,340.96241,462.18831849258396,451.7507952844613,462.18831849258396,451.7507952844613,494.5484600454678,400.9390548436908,458.84974943043926,448.942676678421,446.019441432602,448.6502292822672,447.54777437972785,484.32409012095115,396.9172877412115,448.94267667842104
2026-06-15 15:00:00,340.96241,561.6154422634629,547.9761631496488,561.6154422634629,547.9761631496488,585.7702766889979,527.0996004404664,554.5152831514708,562.8800062106021,554.3603130380206,563.4876034930182,555.2283434004514,590.9975786983034,539.0252957919408,562.8800062106021
2026-06-15 16:00:00,494.46241,585.0691377322526,571.8102634061818,585.0691377322526,571.8102634061818,606.4835914912937,545.7863945063876,578.9326007317004,584.3185773747737,576.6038436955669,585.0342037460157,577.6039796583359,610.5946186282655,552.5991931033151,584.3185773747737
2026-06-15 17:00:00,505.46241,599.6072251650753,589.0718802505263,599.6072251650752,589.0718802505263,626.6705553826471,591.363128086931,598.7640182157309,595.9657785460342,590.1849302799615,596.5103882286528,591.2288063986665,628.4549706692076,588.3355183301779,595.9657785460342
2026-06-15 18:00:00,506.46241,678.5226109951711,677.3938309026839,678.5226109951711,677.3938309026839,683.4752746830447,625.9999361169773,680.2123215747425,701.8414587345978,702.2310246474299,701.8414587345978,702.2310246474298,721.1524055814473,638.994431238992,701.8414587345978
2026-06-15 19:00:00,505.46241,779.7272873261168,777.1552039474109,779.7272873261168,777.1552039474109,799.6054675492192,719.2270325894262,779.9209892670916,805.9995496216388,806.7419984707925,805.9995496216388,806.7419984707925,841.4140858255842,734.7307511985418,805.9995496216388
2026-06-15 20:00:00,505.46241,700.5073468159129,703.7430009692349,700.5073468159129,703.7430009692349,720.5000527038085,636.0802230768307,702.8195263400428,728.0493402420037,729.8109454456946,728.0493402420037,729.8109454456946,757.340790558571,647.6803035673097,728.0493402420036
2026-06-15 21:00:00,494.46241,675.4653341964782,674.1722386166603,675.4653341964782,674.1722386166603,690.3683255984741,622.2819303313219,674.9189152863459,686.2810792877776,686.6899937233661,686.2810792877776,686.6899937233661,709.5906847904364,622.7753917988775,686.2810792877776
2026-06-15 22:00:00,340.96241,591.4573479309503,587.4667684322689,591.4573479309503,587.4667684322689,614.2289257055196,555.7805579032731,590.813867328263,596.5948806673526,596.1237733237148,596.5948806673526,596.1237733237148,629.0166966994274,556.3047736035433,596.5948806673528
2026-06-15 23:00:00,340.96241,528.6003704472149,519.4257301708001,528.6003704472149,519.4257301708001,565.9208520506403,516.088939467554,529.6684694547754,530.2358386474286,528.2435860527207,530.2358386474286,528.2435860527207,590.0358121168877,519.7396796115207,530.2358386474286
2026-06-16 00:00:00,246.4869,477.3552871888226,469.3917215154056,477.3552871888226,469.3917215154056,516.4275769027191,355.48143181893863,477.3552871888226,467.7963292445978,465.11718137846856,467.7963292445978,465.11718137846856,488.77989495612513,351.8221677680926,467.7963292445978
2026-06-16 01:00:00,246.4869,259.15279471923526,257.7957223500578,259.1527947192353,257.7957223500578,266.7658191602158,346.3101193902252,259.1527947192353,258.2268071418873,257.8685245177839,258.2268071418873,257.8685245177839,263.08893895272666,342.4526858261873,258.2268071418873
2026-06-16 02:00:00,233.0069,272.64630285756334,269.2895125460075,272.64630285756334,269.2895125460075,274.94695942431315,348.02336274737166,272.64630285756334,273.036411912483,272.22998354618977,273.036411912483,272.22998354618977,272.2709633900661,344.470778112911,273.036411912483
2026-06-16 03:00:00,258.0069,275.5059533882004,271.20796091314463,275.5059533882004,271.20796091314463,283.5346687330892,349.90880575377884,275.5059533882004,276.3061349525897,275.2704664447235,276.3061349525897,275.2704664447235,280.4251223086675,346.8128475994423,276.3061349525897
