MAE,RMSE,MAPE_%,sMAPE_%,R2,modelo
53.64164831675065,92.21015783910258,16.717802754676416,14.886773090464295,0.8958102481154487,LEAR24
56.399836739969146,112.33713256278445,15.806792656453652,14.768590762774862,0.8453627416085482,Persistencia
61.38937341192317,107.64299196645446,15.967809748808723,15.259964925774195,0.8580161349815281,XGBoost
55.833139118272214,110.07996183491262,15.479561023107335,14.557040691694075,0.8515145109786224,ARX+GARCH
46.82351069790311,88.74768197846083,12.665310079906291,11.504138481457227,0.9034879568152011,N-BEATSx
46.43820446276535,91.10575113415372,12.467007871096332,11.397395166589757,0.8982910761683183,N-HiTS
58.20930905169792,103.1126183436456,16.207657451290125,14.966666154998572,0.8697159942363395,CatB-dir24
59.52058896643519,102.42614882395489,17.010217669760745,16.126997577654436,0.871444944415233,Ridge-dir24
42.506472848317024,85.58389499073614,11.266358542609574,10.378951158961437,0.9102464638038028,Ensamble v4
