grupo,mae_media,mae_std,delta_media,delta_std,veredicto
(linea base),59.37208377586893,0.9182031163479465,0.0,0.0,-
precio (rezagos e historia),185.128350743664,7.9213599093148,125.75626696779504,8.784162670463877,APORTA
calendario,62.28941906485443,0.5964220531310844,2.917335288985496,0.8275597143330234,APORTA
festivos,58.46483982374283,1.3297342764669389,-0.9072439521261041,2.135288716995338,ruido (el signo cambia entre semillas)
hidrologia (actual),60.007551381323246,0.4447505190389786,0.6354676054543139,1.3442619667112135,ruido (el signo cambia entre semillas)
demanda y generacion,59.493949926096015,1.5520991827775528,0.12186615022708007,2.124581817381147,ruido (el signo cambia entre semillas)
ONI,58.009965200574385,1.4058879357588807,-1.3621185752945475,2.1622377455494086,ruido (el signo cambia entre semillas)
