fecha_hora,real,Persistencia,ARX_rec,XGB_rec,NBEATSx_rec,NHITS_rec
2026-01-10 01:00:00,176.78564,124.95631,126.88810481110532,158.21771,175.30301,174.17033
2026-01-10 02:00:00,165.78564,124.95631,126.90338437330931,157.9114,172.32193,173.35538
2026-01-10 03:00:00,165.78564,124.95631,126.88193490333077,158.9363,173.43506,172.52727
2026-01-10 04:00:00,165.78564,148.95631,150.6646862615467,161.5945,173.21135,171.23384
2026-01-10 05:00:00,176.78564,148.95631,150.55707429566817,161.78471,171.68593,167.9418
2026-01-10 06:00:00,176.78564,209.95631,210.59642759574257,202.5653,169.51653,167.2011
2026-01-10 07:00:00,176.78564,209.95631,210.36585846665977,202.98204,161.0358,165.54433
2026-01-10 08:00:00,151.78564,148.95631,150.0732838674957,163.13962,159.55386,167.03491
2026-01-10 09:00:00,113.86764,124.95631,126.17381168514265,160.52089,160.13315,168.78682
2026-01-10 10:00:00,113.86764,124.95631,126.0282628896603,160.58028,168.8993,170.46182
2026-01-10 11:00:00,151.78564,148.95631,149.56526829107568,163.2,171.39241,176.0406
2026-01-10 12:00:00,151.78564,148.95631,149.4402282605785,163.2,176.63785,178.1756
2026-01-10 13:00:00,151.78564,209.95631,209.10479043771343,207.52036,182.52231,181.67287
2026-01-10 14:00:00,176.78564,249.95631,248.01543649430454,245.8485,192.32799,182.22285
2026-01-10 15:00:00,176.78564,249.95631,248.00752774226436,245.30643,203.04124,182.39272
2026-01-10 16:00:00,214.78564,249.95631,248.0702530187799,245.30643,214.94943,185.1731
2026-01-10 17:00:00,276.78564,249.95631,248.19768924140413,245.30643,221.95523,190.5913
2026-01-10 18:00:00,276.78564,279.95631,277.5744152398718,258.5332,245.79674,203.38712
2026-01-10 19:00:00,276.78564,279.95631,277.8228203954633,258.6438,255.73174,216.07333
2026-01-10 20:00:00,276.78564,279.95631,278.097666124889,258.6438,254.58575,222.64651
2026-01-10 21:00:00,276.78564,249.95631,249.09893404359974,245.41138,243.62587,213.8918
2026-01-10 22:00:00,276.78564,249.95631,249.33651297215408,244.81902,221.7139,202.07158
2026-01-10 23:00:00,214.78564,228.85631,228.87180390225043,218.64297,203.76031,188.68585
2026-01-11 00:00:00,119.10337,176.78564,179.1300440760456,175.11124,184.75308,182.64328
2026-01-11 01:00:00,116.18537,176.78564,179.13552047338806,175.88448,118.500084,117.64308
2026-01-11 02:00:00,116.18537,165.78564,168.1634588937147,169.90154,131.44356,119.04789
2026-01-11 03:00:00,116.18537,165.78564,168.077329364693,169.57901,133.75554,118.44629
2026-01-11 04:00:00,116.18537,165.78564,167.94328490561867,168.8206,121.04129,117.3929
2026-01-11 05:00:00,116.18537,176.78564,178.67190153262305,175.26228,119.473495,117.309784
2026-01-11 06:00:00,116.18537,176.78564,178.44359310511118,174.31854,120.466995,118.56996
2026-01-11 07:00:00,114.73137,176.78564,178.1866188523493,174.31854,122.17995,116.80769
2026-01-11 08:00:00,110.59537,151.78564,153.21058802643873,157.24911,117.00329,116.619156
2026-01-11 09:00:00,110.59537,113.86764,115.40581583110172,144.24536,121.95005,117.85729
2026-01-11 10:00:00,110.59537,113.86764,115.2328370527464,143.82666,129.69641,118.37163
2026-01-11 11:00:00,110.59537,151.78564,152.53367221651632,155.94885,125.963936,124.54678
2026-01-11 12:00:00,112.10337,151.78564,152.3535960196487,155.94885,137.4166,129.48776
2026-01-11 13:00:00,116.17837,151.78564,152.21045569720755,158.17624,150.99957,130.5822
2026-01-11 14:00:00,116.18537,176.78564,176.63434039398302,178.13826,169.1912,137.51762
2026-01-11 15:00:00,116.18537,176.78564,176.5681821525599,178.5273,185.34435,149.4994
2026-01-11 16:00:00,119.10337,214.78564,213.68589511471035,205.49326,209.0252,155.74196
2026-01-11 17:00:00,119.10337,276.78564,274.0512749651377,237.64943,235.68431,160.78336
2026-01-11 18:00:00,154.10337,276.78564,274.158641157711,237.63947,273.0409,180.77853
2026-01-11 19:00:00,219.10337,276.78564,274.31062108531233,237.64114,294.3144,205.13234
2026-01-11 20:00:00,154.10337,276.78564,274.4886260689022,237.64114,297.52145,208.5555
2026-01-11 21:00:00,154.10337,276.78564,274.67226213312955,237.62201,291.37228,201.311
2026-01-11 22:00:00,124.10337,276.78564,274.8407072229728,236.77528,261.4794,186.00917
2026-01-11 23:00:00,119.10337,214.78564,214.44241735156595,197.38661,226.14221,160.34741
2026-01-12 00:00:00,117.87734,119.10337,120.1674926864977,154.58592,196.76016,145.7951
2026-01-12 01:00:00,113.88434,116.18537,117.44569853035348,151.63962,119.231415,118.67237
2026-01-12 02:00:00,113.88434,116.18537,117.51261747164621,147.83778,120.058334,117.43209
2026-01-12 03:00:00,113.88434,116.18537,117.58224630261236,147.40875,116.86343,116.38131
2026-01-12 04:00:00,113.88434,116.18537,117.64287573807235,147.88432,114.324356,116.14672
2026-01-12 05:00:00,113.88434,116.18537,117.68339008088657,149.3786,117.49857,118.948875
2026-01-12 06:00:00,113.88434,116.18537,117.69403886029146,157.5216,118.29154,120.2244
2026-01-12 07:00:00,113.88434,114.73137,116.26518234497736,153.8331,115.97157,117.81189
2026-01-12 08:00:00,113.46634,110.59537,112.20614922371233,153.12466,115.21448,114.55009
2026-01-12 09:00:00,113.46634,110.59537,112.09699671590674,153.47853,120.29729,115.46653
2026-01-12 10:00:00,113.46634,110.59537,111.94600928801839,153.63669,119.83595,112.45366
