tramo,cobertura_cruda,cobertura_adaptativa,ancho_adaptativo,n_eval
1-24h,66.46505376344086,78.36021505376344,181.35228964947183,1488
25-48h,55.846774193548384,77.48655913978494,228.22938851039183,1488
49-72h,50.26881720430107,75.0,284.94027073005486,1488
