metrica,valor
mae_q50,57.107759057960344
mape_q50,16.514123987786895
pinball_0.1,16.825546060272266
pinball_0.5,28.553879528980172
pinball_0.9,14.441106345165903
cobertura_80,62.57680491551459
ancho_banda,116.68980407714844
