fecha_hora,real,TFT,LSTM
2026-01-20 07:00:00,176.23117,146.51839,153.3883
2026-01-20 08:00:00,174.33117,152.22934,156.77592
2026-01-20 09:00:00,174.33117,156.27388,151.56656
2026-01-20 10:00:00,174.33117,159.29938,156.04926
2026-01-20 11:00:00,174.33117,161.80089,160.07803
2026-01-20 12:00:00,174.33117,163.94952,162.65283
2026-01-20 13:00:00,176.23117,165.77605,164.27048
2026-01-20 14:00:00,176.33117,167.24944,165.21805
2026-01-20 15:00:00,176.33117,168.28555,167.84793
2026-01-20 16:00:00,176.33117,169.05869,173.47128
2026-01-20 17:00:00,178.33117,171.45648,178.48291
2026-01-20 18:00:00,181.33117,187.91722,182.48056
2026-01-20 19:00:00,191.33117,206.41533,184.70105
2026-01-20 20:00:00,181.33117,205.32712,185.42625
2026-01-20 21:00:00,181.33117,196.06482,185.98676
2026-01-20 22:00:00,178.33117,178.58406,186.60367
2026-01-20 23:00:00,176.33117,158.65367,184.99243
2026-01-21 00:00:00,175.89024,152.45128,192.71313
2026-01-21 01:00:00,175.89024,169.41606,197.11235
2026-01-21 02:00:00,175.89024,171.62161,202.91946
2026-01-21 03:00:00,175.89024,171.63393,208.49277
2026-01-21 04:00:00,175.89024,171.60793,213.90765
2026-01-21 05:00:00,175.89024,172.34538,220.7915
2026-01-21 06:00:00,177.89024,171.85266,226.07446
2026-01-21 07:00:00,175.89024,173.82268,231.35898
2026-01-21 08:00:00,175.89024,177.7412,234.49298
2026-01-21 09:00:00,175.89024,180.37436,236.67184
2026-01-21 10:00:00,175.89024,182.16098,238.3921
2026-01-21 11:00:00,175.89024,183.38307,239.3263
2026-01-21 12:00:00,175.89024,184.17026,238.789
2026-01-21 13:00:00,175.89024,184.55283,240.63641
2026-01-21 14:00:00,175.89024,184.50377,242.04634
2026-01-21 15:00:00,177.89024,183.897,240.93048
2026-01-21 16:00:00,188.09024,182.47076,237.3407
2026-01-21 17:00:00,188.09024,180.61267,234.92484
