tramo,mae_ensamble,mejor_individual,mae_mejor_individual,dm_p,gana,dm_p_vs_base,mae_N-BEATSx,mae_N-BEATSx-exog,mae_N-HiTS,mae_XGB-directo,mae_XGB-dir-v2,mae_CatB-directo,mae_CatB-denso,mae_Ridge-directo,mae_NaiveEstac,peso_N-BEATSx,peso_N-BEATSx-exog,peso_N-HiTS,peso_XGB-directo,peso_XGB-dir-v2,peso_CatB-directo,peso_CatB-denso,peso_Ridge-directo,peso_NaiveEstac
1-24h,54.67913349776108,N-BEATSx,58.682859467013884,0.07677309630886767,False,0.07677309630886767,58.682859467013884,59.565251617476854,64.59104113541666,65.88971563541666,71.00412641550926,63.2978681031797,66.29101664492894,62.90566696006944,122.05938234953703,0.43325561853038047,0.1839769896635935,0.0,0.029175728230103164,0.0,0.04852805688847121,0.04384276178247115,0.26122084490498054,0.0
25-48h,64.3193547988606,Ridge-directo,71.11701789756944,0.05748218466522992,False,0.018854662945861987,76.20331152083334,75.18123752835648,82.01105135648147,74.27802625520833,75.59834099363427,71.54343283133048,72.17309549945188,71.11701789756944,127.7893589525463,0.20290827768051903,0.2708728505682041,0.0,0.0,0.021948673341747472,0.0,0.15687646214857237,0.3473937362609571,0.0
49-72h,84.50110512267791,Ridge-directo,85.51781689814815,0.7903779200157213,False,0.04345833646772882,98.56203548148147,96.24392807118056,108.69438356944444,88.8931362696759,89.72146608217592,86.62656382913583,89.45218464706664,85.51781689814815,124.24136269675925,0.17518739653367368,0.13740000598862948,0.0,0.0,0.08104580686888092,0.18836100122025623,0.018559475884387795,0.3994463135041718,0.0
