fecha_hora,real,v4 (referencia),nivel v4 + forma ajustada (ronda 1),nivel v4 + forma ajustada con perfiles semanales,nivel v4 + forma perfil7 puro,Persistencia,v4 desplegable (referencia),nivel v4 desplegable + forma desplegable con perfiles
2026-01-02 00:00:00,329.20101,319.13419625960034,325.2503156336475,323.15839407753543,306.38268876052433,327.90985,,
2026-01-02 01:00:00,326.20101,325.9507371274173,327.3554605812049,325.704153171514,307.5385042137273,307.90985,,
2026-01-02 02:00:00,326.20101,323.55095994070564,323.1493533733354,322.0528688642828,307.5385042137273,296.32185,,
2026-01-02 03:00:00,329.20101,320.2826539842804,320.54384445029945,319.79903589637115,307.5385042137273,296.32185,,
2026-01-02 04:00:00,326.20101,317.9112724566058,318.63246879678434,318.03981844034854,307.5385042137273,296.32185,,
2026-01-02 05:00:00,329.20101,318.30126805986873,318.9417270269257,318.29898926979416,307.5385042137273,296.32185,,
2026-01-02 06:00:00,329.20101,308.1586776589463,311.7959685374561,312.1681104039016,313.5930842137273,296.32185,,
2026-01-02 07:00:00,329.20101,305.32914175969563,309.75852096091074,308.3331992886426,297.1345842137273,296.32185,,
2026-01-02 08:00:00,329.20101,301.1769702882224,302.287598203062,301.47499723571985,296.1345842137273,272.90985,,
2026-01-02 09:00:00,326.20101,270.6867650187228,247.6950692422142,248.46512979057965,258.8440842137273,104.99185,,
2026-01-02 10:00:00,326.20101,270.9383873183544,247.7884542211219,249.25941951795414,266.4930842137273,103.53785,,
2026-01-02 11:00:00,329.20101,294.5344887020568,292.4056239592943,291.21598405032876,287.1031142137273,244.80985,,
2026-01-02 12:00:00,329.20101,304.8963154035093,305.72759088780896,304.09678255469936,296.1345842137273,272.90985,,
2026-01-02 13:00:00,329.20101,311.2312909147517,314.3477831400155,311.9260837241141,297.1345842137273,292.90985,,
2026-01-02 14:00:00,329.20101,314.711085958592,317.82469633122406,315.49600414256025,301.4412842137273,296.32185,,
2026-01-02 15:00:00,331.20101,316.08725851147256,318.975947828646,318.8102516472473,322.1531642137273,296.32185,,
2026-01-02 16:00:00,331.20101,317.3968037265963,320.07150509360883,319.86744221089685,322.1531642137273,296.32185,,
2026-01-02 17:00:00,352.17901,326.8037419578563,333.1838579439479,335.4674565118758,358.5930842137273,327.90985,,
2026-01-02 18:00:00,352.17901,344.11141748158,346.6128421381762,348.69461511713473,363.5930842137273,332.90985,,
2026-01-02 19:00:00,352.17901,344.855074676457,347.2391854152302,349.25254153540675,363.5930842137273,332.90985,,
2026-01-02 20:00:00,352.17901,345.02295121809857,347.3587244165755,349.4196395725308,363.5930842137273,332.90985,,
2026-01-02 21:00:00,352.17901,345.47153561489404,347.7626788946742,349.18171298637435,358.7411642137273,332.90985,,
2026-01-02 22:00:00,352.17901,344.79208597459694,347.1964973893131,348.66220859857094,358.7411642137273,332.90985,,
2026-01-02 23:00:00,331.20101,340.680352777632,342.9295759995803,344.4086967399832,353.7411642137273,327.90985,,
2026-01-03 00:00:00,342.48147,337.26593459854263,339.2142307697977,338.2694774605044,333.5395042137273,329.20101,,
2026-01-03 01:00:00,342.48147,343.8856893957453,340.66900527721987,339.61506297823166,330.33653277227916,326.20101,,
2026-01-03 02:00:00,327.48147,343.90972983962,340.74319677585004,339.79739825721646,330.33653277227916,326.20101,,
2026-01-03 03:00:00,327.48147,343.64163244663274,340.96859376866706,339.9258778926183,330.33653277227916,329.20101,,
2026-01-03 04:00:00,327.48147,342.3968961279793,339.38574682394716,338.24511582875573,330.33653277227916,326.20101,,
2026-01-03 05:00:00,327.48147,339.98504497624384,337.65783753482583,336.4725697984485,330.33653277227916,329.20101,,
2026-01-03 06:00:00,327.48147,322.84469389908,326.85543290977216,327.01456623049495,338.8966127722791,329.20101,,
2026-01-03 07:00:00,327.48147,322.18891549983414,326.1979762325586,325.0865718621131,324.28195277227917,329.20101,,
2026-01-03 08:00:00,327.48147,323.976865796047,327.5758523411803,325.6310927476447,315.48461277227915,329.20101,,
2026-01-03 09:00:00,327.48147,320.8662187906432,324.706546235892,322.5731088591967,312.87803277227914,326.20101,,
2026-01-03 10:00:00,327.48147,320.6392657175027,324.62443420684247,322.34997017502025,312.87803277227914,326.20101,,
2026-01-03 11:00:00,327.48147,324.23544585589684,327.8711244184542,325.4742387401435,312.87803277227914,329.20101,,
2026-01-03 12:00:00,327.48147,331.0735556416395,332.55299237537474,330.4670794620133,315.48461277227915,329.20101,,
2026-01-03 13:00:00,327.48147,334.3224278656666,335.59197951918577,334.28359652982505,324.28195277227917,329.20101,,
2026-01-03 14:00:00,332.48147,335.09365895408047,336.3953973667205,336.215701007665,338.8966127722791,329.20101,,
2026-01-03 15:00:00,342.48147,338.315039557119,339.46237719104073,339.403085818448,338.8966127722791,331.20101,,
2026-01-03 16:00:00,352.07947,342.53442095029624,343.3082513378587,343.3571889620728,338.8966127722791,331.20101,,
2026-01-03 17:00:00,354.48147,352.30498934821804,354.18269298482505,356.8500801846853,375.33653277227916,352.17901,,
2026-01-03 18:00:00,354.48147,363.3403052921144,361.42829576151064,363.95376279102123,380.33653277227916,352.17901,,
2026-01-03 19:00:00,354.48147,364.1568265308514,362.2131800959253,364.7584676744612,380.33653277227916,352.17901,,
2026-01-03 20:00:00,354.48147,363.08754376261953,361.07014131355174,363.73763844921507,380.33653277227916,352.17901,,
2026-01-03 21:00:00,354.48147,363.05659639833954,360.9897800959865,363.1827556758807,375.48461277227915,352.17901,,
2026-01-03 22:00:00,352.07947,363.4499815335803,361.3074887281443,363.63311426213227,375.48461277227915,352.17901,,
2026-01-03 23:00:00,352.07947,356.1846621396462,353.31752671470605,356.4104535115246,373.77577277227914,331.20101,,
2026-01-04 00:00:00,282.47952,361.36767021530255,357.78222652465934,358.4195788358703,350.3306027722791,342.48147,,
2026-01-04 01:00:00,282.47952,282.8617291487495,289.1165975826,289.74736858303197,306.3490567183483,342.48147,,
2026-01-04 02:00:00,282.47952,283.57489183516,287.1966067989819,287.2590042112365,294.9150667183483,327.48147,,
2026-01-04 03:00:00,282.47952,283.88762631963715,287.39854127994175,287.4559724620088,294.9150667183483,327.48147,,
2026-01-04 04:00:00,282.47952,283.0928470777307,286.3362874242267,286.2660230233185,294.9150667183483,327.48147,,
2026-01-04 05:00:00,282.47952,283.2226644261348,286.2257681003029,286.03871629900596,294.9150667183483,327.48147,,
2026-01-04 06:00:00,282.47952,272.76561002566604,279.31424578718463,280.4062353118187,306.30140671834835,327.48147,,
2026-01-04 07:00:00,282.47952,273.7869700280949,280.10191786719946,280.1689521999108,294.9150667183483,327.48147,,
2026-01-04 08:00:00,282.47952,274.47162255013234,280.6952583968753,279.38108777974776,280.30040671834837,327.48147,,
2026-01-04 09:00:00,268.11152,273.68921359714034,280.3010326660004,277.8537717713687,269.63805671834837,327.48147,,
2026-01-04 10:00:00,268.11152,277.6593254644422,283.5803011162833,281.96001906557353,280.30040671834837,327.48147,,
2026-01-04 11:00:00,282.47952,276.1265982200304,282.6921817010296,280.8118513395837,280.30040671834837,327.48147,,
2026-01-04 12:00:00,282.47952,297.7599369557897,296.5365553657207,294.1251652631094,280.30040671834837,327.48147,,
2026-01-04 13:00:00,282.47952,303.08064380876044,301.55161637328433,299.99439789134277,291.50306671834835,327.48147,,
2026-01-04 14:00:00,282.47952,306.81451228885106,305.1216273514372,304.7243113534236,306.30140671834835,332.48147,,
2026-01-04 15:00:00,282.47952,313.2653191683796,311.94282697062056,311.0212916109748,306.30140671834835,342.48147,,
2026-01-04 16:00:00,330.47952,321.9987587265838,320.492685698131,319.6468196014339,306.30140671834835,352.07947,,
2026-01-04 17:00:00,334.47952,330.5883539911534,328.8910190816708,330.3738689301228,331.35498671834836,354.48147,,
2026-01-04 18:00:00,347.07752,348.0599188853468,341.53617875939005,343.1899793597916,336.35498671834836,354.48147,,
2026-01-04 19:00:00,347.07752,350.9611184938326,344.1317910611787,345.6780641460403,336.35498671834836,354.48147,,
2026-01-04 20:00:00,347.07752,349.3333313572787,342.3921349423583,343.81092985813615,336.35498671834836,354.48147,,
2026-01-04 21:00:00,343.47952,347.2007144497235,340.4687330934846,341.51640440636106,331.50306671834835,354.48147,,
2026-01-04 22:00:00,342.47952,342.2272754150528,335.9444857341268,337.30337537951834,331.50306671834835,352.07947,,
2026-01-04 23:00:00,334.47952,336.7653947216833,331.3503160007545,333.1352519011632,329.79422671834834,352.07947,,
2026-01-05 00:00:00,293.94594,314.8477542850062,304.72342208757703,306.1732694923377,306.3490567183483,282.47952,,
2026-01-05 01:00:00,293.94594,294.6252342746916,294.77773503137894,296.28355451567404,320.9137966380065,282.47952,,
2026-01-05 02:00:00,269.57794,294.8367125620272,294.84493530728895,295.43346483806005,309.4798066380065,282.47952,,
2026-01-05 03:00:00,262.43094,295.7533204005653,295.4013644116038,296.1096216702249,309.4798066380065,282.47952,,
2026-01-05 04:00:00,269.57794,299.6547996004256,298.675812364869,299.33256127154965,309.4798066380065,282.47952,,
2026-01-05 05:00:00,293.94594,305.4582057261852,303.8831942499399,304.327045598286,309.4798066380065,282.47952,,
2026-01-05 06:00:00,334.16294,295.8421870158101,298.1739798647282,299.86564979877966,320.8661466380065,282.47952,,
2026-01-05 07:00:00,334.16294,301.69452325395,302.9788488636135,303.4582735116506,309.4798066380065,282.47952,,
2026-01-05 08:00:00,334.16294,303.89925341278706,304.930885576444,304.0001846705051,295.6374766380065,282.47952,,
2026-01-05 09:00:00,334.16294,307.337526010844,304.7259029573519,304.0288202731243,284.20279663800653,268.11152,,
2026-01-05 10:00:00,334.16294,311.11060124433374,308.6166748929248,308.04475717100144,294.86514663800654,268.11152,,
2026-01-05 11:00:00,334.16294,316.5291461783908,316.2165481997203,314.0079142426389,295.6374766380065,282.47952,,
2026-01-05 12:00:00,334.16294,317.6406339867889,318.18028183370524,316.1934432325088,295.6374766380065,282.47952,,
2026-01-05 13:00:00,338.94594,320.5478837910134,321.14033000409415,319.662056652774,306.0678066380065,282.47952,,
2026-01-05 14:00:00,338.94594,324.4841945083283,324.7150815396046,324.2408454434525,320.8661466380065,282.47952,,
2026-01-05 15:00:00,338.94594,326.8942205628639,326.87374222009413,326.43247744491646,320.8661466380065,282.47952,,
2026-01-05 16:00:00,338.94594,340.38917797769875,344.2457388964719,343.7576707515682,343.6374766380065,330.47952,,
2026-01-05 17:00:00,338.94594,341.7454769703804,345.82432237455475,345.5438100174484,347.6374766380065,334.47952,,
2026-01-05 18:00:00,353.94594,360.3651976968732,360.1294853816229,360.07983648660206,360.2354766380065,347.07752,,
2026-01-05 19:00:00,353.94594,363.02282094273136,362.23555379920487,361.81003381937757,360.2354766380065,347.07752,,
2026-01-05 20:00:00,353.94594,361.0904504912087,360.50982935833065,360.3918884801755,360.2354766380065,347.07752,,
2026-01-05 21:00:00,338.94594,355.91359395099295,355.9581315084656,356.1184132746658,356.6374766380065,343.47952,,
2026-01-05 22:00:00,338.94594,349.914218546742,350.50985726120246,350.9430726362874,355.6374766380065,342.47952,,
2026-01-05 23:00:00,338.94594,339.53836169568564,339.8637482827431,340.9425936286261,344.3589666380065,334.47952,,
2026-01-06 00:00:00,301.18493,324.1531585108376,320.0226762427146,321.28615098670826,320.8661466380065,293.94594,,
2026-01-06 01:00:00,301.18493,299.6353921543985,296.81461212747473,297.95638181158324,304.95158170062626,293.94594,,
2026-01-06 02:00:00,301.18493,295.58488802335563,288.18894615336853,289.4395303249284,293.48516170062624,269.57794,,
2026-01-06 03:00:00,301.18493,292.84809424424304,284.68823123056393,286.015451099949,293.48516170062624,262.43094,,
2026-01-06 04:00:00,301.18493,293.1666960933169,286.25879470028485,287.6457085221961,293.48516170062624,269.57794,,
2026-01-06 05:00:00,312.18493,295.6545053505236,293.69396856000856,294.96577289219886,304.95158170062626,293.94594,,
2026-01-06 06:00:00,312.18493,293.7155380905989,302.22019113370294,303.58767612926306,318.71383170062626,334.16294,,
2026-01-06 07:00:00,312.18493,296.48440672149275,304.1609458156987,304.4041660934222,307.32749170062624,334.16294,,
2026-01-06 08:00:00,312.18493,299.99622152696696,307.07802407286664,306.11283692520243,293.48516170062624,334.16294,,
2026-01-06 09:00:00,312.18493,306.5107044839125,312.00130554812426,310.61454589836944,292.7128317006263,334.16294,,
2026-01-06 10:00:00,312.18493,308.8648357021186,314.1059525991994,312.5208739328478,292.7128317006263,334.16294,,
2026-01-06 11:00:00,312.18493,313.6886911570679,318.04215082637575,316.080625425723,293.48516170062624,334.16294,,
2026-01-06 12:00:00,312.18493,321.9998661852351,323.5886586954001,321.2896077321687,293.48516170062624,334.16294,,
2026-01-06 13:00:00,312.18493,325.7602563316897,327.80658522516586,325.4614567083664,303.91549170062626,338.94594,,
2026-01-06 14:00:00,312.18493,328.24356988958857,330.231763891588,328.76320724607706,318.71383170062626,338.94594,,
2026-01-06 15:00:00,312.18493,331.1542288423,332.4907079282767,330.92920532779135,318.71383170062626,338.94594,,
