origen,fecha_hora,real,pred_analogo,pred_cronologico
Origen 1,2020-08-06 16:00:00,184.99759,173.0326,174.20703
Origen 1,2020-08-06 17:00:00,157.99659,162.463,162.04459
Origen 1,2020-08-06 18:00:00,184.99759,163.53052,163.80444
Origen 1,2020-08-06 19:00:00,185.99759,175.46355,175.82219
Origen 1,2020-08-06 20:00:00,184.99759,174.15396,178.26096
Origen 1,2020-08-06 21:00:00,184.99759,161.63249,162.61476
Origen 1,2020-08-06 22:00:00,140.97759,160.62746,159.25787
Origen 1,2020-08-06 23:00:00,131.99759,153.20135,154.67079
Origen 1,2020-08-07 00:00:00,159.69718,134.90831,137.74078
Origen 1,2020-08-07 01:00:00,159.69718,134.30055,136.82054
Origen 1,2020-08-07 02:00:00,159.69718,133.80605,136.25089
Origen 1,2020-08-07 03:00:00,146.69718,133.80363,136.31105
Origen 1,2020-08-07 04:00:00,146.69718,133.964,136.31209
Origen 1,2020-08-07 05:00:00,146.69718,134.6174,136.64282
Origen 1,2020-08-07 06:00:00,146.69718,135.14615,137.62936
Origen 1,2020-08-07 07:00:00,146.69718,141.75047,145.31577
Origen 1,2020-08-07 08:00:00,159.69718,158.3609,159.40761
Origen 1,2020-08-07 09:00:00,159.69718,166.16762,160.75189
Origen 1,2020-08-07 10:00:00,159.69718,166.67207,166.04398
Origen 1,2020-08-07 11:00:00,186.09718,170.81151,172.98352
Origen 1,2020-08-07 12:00:00,186.09718,170.81151,172.98352
Origen 1,2020-08-07 13:00:00,186.09718,170.60246,172.82646
Origen 1,2020-08-07 14:00:00,186.09718,171.0199,173.7033
Origen 1,2020-08-07 15:00:00,186.09718,171.04753,173.64317
Origen 1,2020-08-07 16:00:00,186.09718,170.80954,169.24239
Origen 1,2020-08-07 17:00:00,159.69718,167.9975,161.13461
Origen 1,2020-08-07 18:00:00,202.69718,171.04753,174.0619
Origen 1,2020-08-07 19:00:00,202.69718,172.53209,174.84758
Origen 1,2020-08-07 20:00:00,202.69718,174.26569,174.53638
Origen 1,2020-08-07 21:00:00,202.69718,172.9718,173.87965
Origen 1,2020-08-07 22:00:00,186.09718,159.32835,151.89224
Origen 1,2020-08-07 23:00:00,159.69718,143.88258,144.21495
Origen 1,2020-08-08 00:00:00,186.94928,156.67618,151.58287
Origen 1,2020-08-08 01:00:00,186.44928,155.75682,151.10657
Origen 1,2020-08-08 02:00:00,186.44928,157.87994,151.94449
Origen 1,2020-08-08 03:00:00,186.44928,154.05037,140.81639
Origen 1,2020-08-08 04:00:00,186.44928,153.82018,141.17708
Origen 1,2020-08-08 05:00:00,186.44928,154.11356,141.37386
Origen 1,2020-08-08 06:00:00,186.44928,153.94463,141.61826
Origen 1,2020-08-08 07:00:00,186.94928,148.43433,141.08678
Origen 1,2020-08-08 08:00:00,186.94928,164.64319,155.84724
Origen 1,2020-08-08 09:00:00,186.94928,167.38275,157.38611
Origen 1,2020-08-08 10:00:00,196.44928,167.91588,160.8844
Origen 1,2020-08-08 11:00:00,196.44928,176.3938,172.50247
Origen 1,2020-08-08 12:00:00,196.44928,177.3859,174.2401
Origen 1,2020-08-08 13:00:00,196.44928,174.24916,165.8426
Origen 1,2020-08-08 14:00:00,196.44928,174.17522,167.5932
Origen 1,2020-08-08 15:00:00,196.44928,174.00041,165.83272
Origen 1,2020-08-08 16:00:00,196.44928,174.3366,165.83858
Origen 1,2020-08-08 17:00:00,196.44928,169.98558,159.37305
Origen 1,2020-08-08 18:00:00,196.44928,191.77737,184.03026
Origen 1,2020-08-08 19:00:00,196.44928,194.52965,191.70735
Origen 1,2020-08-08 20:00:00,196.44928,191.66118,183.029
Origen 1,2020-08-08 21:00:00,196.44928,191.42445,181.52536
Origen 1,2020-08-08 22:00:00,186.94928,167.03958,159.0952
Origen 1,2020-08-08 23:00:00,186.94928,161.03008,152.09518
Origen 1,2020-08-09 00:00:00,203.57534,159.4749,152.91846
Origen 1,2020-08-09 01:00:00,203.57534,157.64386,151.46619
Origen 1,2020-08-09 02:00:00,203.57534,157.41965,150.79088
Origen 1,2020-08-09 03:00:00,203.57534,157.36179,150.97865
Origen 1,2020-08-09 04:00:00,203.57534,157.9367,150.79936
Origen 1,2020-08-09 05:00:00,190.57534,153.98376,151.74023
Origen 1,2020-08-09 06:00:00,175.57534,154.95676,151.69212
Origen 1,2020-08-09 07:00:00,133.57534,166.88338,154.59749
Origen 1,2020-08-09 08:00:00,175.57534,169.0194,158.05763
Origen 1,2020-08-09 09:00:00,203.57534,169.41904,159.30634
Origen 1,2020-08-09 10:00:00,205.57534,173.5157,159.66756
Origen 1,2020-08-09 11:00:00,205.57534,174.52264,160.0825
Origen 1,2020-08-09 12:00:00,209.57534,174.8119,160.18216
Origen 1,2020-08-09 13:00:00,205.57534,175.98483,170.57555
Origen 1,2020-08-09 14:00:00,205.57534,181.17334,173.92302
Origen 1,2020-08-09 15:00:00,205.57534,185.14793,174.61588
Origen 1,2020-08-09 16:00:00,205.57534,185.88649,176.17818
Origen 1,2020-08-09 17:00:00,205.57534,187.52292,182.35963
Origen 1,2020-08-09 18:00:00,210.77534,186.87956,177.45535
Origen 1,2020-08-09 19:00:00,210.77534,187.37086,179.49406
Origen 1,2020-08-09 20:00:00,210.77534,187.25288,181.07298
Origen 1,2020-08-09 21:00:00,210.77534,186.97905,179.78813
Origen 1,2020-08-09 22:00:00,210.77534,183.79628,179.21986
Origen 1,2020-08-09 23:00:00,205.57534,181.43071,178.1351
Origen 1,2020-08-10 00:00:00,129.36541,188.77904,194.34819
Origen 1,2020-08-10 01:00:00,165.36541,185.42915,190.03787
Origen 1,2020-08-10 02:00:00,129.36541,184.86723,188.98979
Origen 1,2020-08-10 03:00:00,129.36541,184.70502,188.30165
Origen 1,2020-08-10 04:00:00,129.36541,186.04878,188.75832
Origen 1,2020-08-10 05:00:00,165.36541,169.19777,168.6378
Origen 1,2020-08-10 06:00:00,148.63341,165.24355,168.2948
Origen 1,2020-08-10 07:00:00,180.36541,158.27408,155.11963
Origen 1,2020-08-10 08:00:00,209.36541,179.18954,186.56592
Origen 1,2020-08-10 09:00:00,220.36541,209.18753,212.13301
Origen 1,2020-08-10 10:00:00,220.36541,213.85612,217.20782
Origen 1,2020-08-10 11:00:00,220.36541,216.00587,221.33835
Origen 1,2020-08-10 12:00:00,230.36541,215.9481,221.6906
Origen 1,2020-08-10 13:00:00,230.36541,216.38185,222.211
Origen 1,2020-08-10 14:00:00,230.36541,216.90186,222.7237
Origen 1,2020-08-10 15:00:00,230.36541,216.90186,223.14326
Origen 1,2020-08-10 16:00:00,220.36541,215.86781,220.47891
Origen 1,2020-08-10 17:00:00,220.36541,215.50713,217.85913
Origen 1,2020-08-10 18:00:00,220.36541,218.93301,225.25325
Origen 1,2020-08-10 19:00:00,230.36541,219.01768,226.24391
Origen 1,2020-08-10 20:00:00,230.36541,217.93736,224.98329
Origen 1,2020-08-10 21:00:00,220.36541,216.57355,223.49072
Origen 1,2020-08-10 22:00:00,220.36541,215.57744,222.91557
Origen 1,2020-08-10 23:00:00,202.36541,209.02959,216.40445
Origen 1,2020-08-11 00:00:00,160.55588,159.02058,152.63405
Origen 1,2020-08-11 01:00:00,160.55588,168.60565,169.98897
Origen 1,2020-08-11 02:00:00,160.55588,155.4,147.57663
Origen 1,2020-08-11 03:00:00,160.55588,151.67816,146.51875
Origen 1,2020-08-11 04:00:00,160.55588,151.70413,138.3989
Origen 1,2020-08-11 05:00:00,160.55588,167.40416,165.47742
Origen 1,2020-08-11 06:00:00,219.05488,161.3382,149.48479
Origen 1,2020-08-11 07:00:00,189.05588,172.28374,174.9133
Origen 1,2020-08-11 08:00:00,189.05588,199.88962,204.12047
Origen 1,2020-08-11 09:00:00,219.05488,217.61432,218.16528
Origen 1,2020-08-11 10:00:00,219.85588,220.39714,232.98444
Origen 1,2020-08-11 11:00:00,219.85588,223.32242,234.5074
Origen 1,2020-08-11 12:00:00,219.85588,232.76633,236.73656
Origen 1,2020-08-11 13:00:00,219.85588,233.14691,236.65869
Origen 1,2020-08-11 14:00:00,219.85588,232.764,236.86201
Origen 1,2020-08-11 15:00:00,219.85588,230.81631,235.00452
Origen 1,2020-08-11 16:00:00,219.85588,223.2925,230.03336
Origen 1,2020-08-11 17:00:00,219.05488,220.94292,227.99237
Origen 1,2020-08-11 18:00:00,219.85588,224.23796,231.85732
Origen 1,2020-08-11 19:00:00,219.85588,232.4622,235.61761
Origen 1,2020-08-11 20:00:00,219.85588,233.16025,235.73717
Origen 1,2020-08-11 21:00:00,219.85588,223.2414,229.93222
Origen 1,2020-08-11 22:00:00,219.05488,223.1071,225.16562
Origen 1,2020-08-11 23:00:00,189.05588,197.67174,202.70396
Origen 1,2020-08-12 00:00:00,175.26428,170.86087,171.33449
Origen 1,2020-08-12 01:00:00,175.36428,168.52872,168.66322
Origen 1,2020-08-12 02:00:00,145.36428,168.57742,168.92737
Origen 1,2020-08-12 03:00:00,145.36428,168.47392,168.82004
Origen 1,2020-08-12 04:00:00,175.26428,169.02882,169.05348
Origen 1,2020-08-12 05:00:00,175.26428,170.615,169.93054
Origen 1,2020-08-12 06:00:00,175.26428,211.33379,212.70155
Origen 1,2020-08-12 07:00:00,175.26428,176.60327,176.56136
Origen 1,2020-08-12 08:00:00,187.86428,177.76363,177.61452
Origen 1,2020-08-12 09:00:00,187.86428,216.3277,218.16516
Origen 1,2020-08-12 10:00:00,187.86428,217.50267,223.7012
Origen 1,2020-08-12 11:00:00,199.36428,222.34329,227.65247
Origen 1,2020-08-12 12:00:00,199.36428,227.58746,230.09138
Origen 1,2020-08-12 13:00:00,199.36428,227.90271,230.40979
Origen 1,2020-08-12 14:00:00,199.36428,227.861,230.35089
Origen 1,2020-08-12 15:00:00,199.36428,223.07123,228.73088
Origen 1,2020-08-12 16:00:00,199.36428,220.75243,226.1532
Origen 1,2020-08-12 17:00:00,187.86428,219.90993,223.00478
Origen 1,2020-08-12 18:00:00,215.36428,228.81313,232.1765
Origen 1,2020-08-12 19:00:00,215.36428,229.1312,233.26656
Origen 1,2020-08-12 20:00:00,215.36428,227.68047,232.83405
Origen 1,2020-08-12 21:00:00,187.86428,225.79752,230.1883
Origen 1,2020-08-12 22:00:00,187.86428,223.55223,225.10497
Origen 1,2020-08-12 23:00:00,175.36428,179.61446,181.31187
Origen 1,2020-08-13 00:00:00,169.64362,173.522,176.1881
Origen 1,2020-08-13 01:00:00,169.64362,171.92577,173.88039
Origen 1,2020-08-13 02:00:00,171.14362,163.2327,155.08154
Origen 1,2020-08-13 03:00:00,140.64362,162.93602,154.68561
Origen 1,2020-08-13 04:00:00,140.64362,169.74638,166.21391
Origen 1,2020-08-13 05:00:00,169.64362,164.46956,164.27072
Origen 1,2020-08-13 06:00:00,169.64362,166.36124,166.48962
Origen 1,2020-08-13 07:00:00,169.64362,175.93161,176.27112
Origen 1,2020-08-13 08:00:00,169.64362,179.96954,179.32056
Origen 1,2020-08-13 09:00:00,185.64262,180.91083,179.93745
Origen 1,2020-08-13 10:00:00,200.64362,180.02386,179.77202
Origen 1,2020-08-13 11:00:00,200.64362,192.35529,199.06493
Origen 1,2020-08-13 12:00:00,200.64362,192.62541,199.19919
Origen 1,2020-08-13 13:00:00,200.64362,192.8391,199.22209
Origen 1,2020-08-13 14:00:00,200.64362,193.07527,199.52127
Origen 1,2020-08-13 15:00:00,200.64362,192.73878,198.54535
Origen 1,2020-08-13 16:00:00,200.64362,192.30145,197.17366
Origen 1,2020-08-13 17:00:00,185.64262,175.91913,171.46466
Origen 1,2020-08-13 18:00:00,200.64362,213.26906,216.3868
Origen 1,2020-08-13 19:00:00,200.64362,214.05202,217.02156
Origen 1,2020-08-13 20:00:00,200.64362,212.42574,215.71603
Origen 1,2020-08-13 21:00:00,185.64262,171.82962,170.25082
Origen 1,2020-08-13 22:00:00,169.64362,170.02927,159.36497
Origen 1,2020-08-13 23:00:00,169.64362,160.95201,150.56088
Origen 1,2020-08-14 00:00:00,160.73082,155.46767,148.5513
Origen 1,2020-08-14 01:00:00,160.73082,153.54025,145.94594
Origen 1,2020-08-14 02:00:00,160.73082,152.07771,144.5295
Origen 1,2020-08-14 03:00:00,160.73082,142.2623,132.73135
Origen 1,2020-08-14 04:00:00,160.73082,142.0706,132.86856
Origen 1,2020-08-14 05:00:00,160.73082,151.83998,146.85312
Origen 1,2020-08-14 06:00:00,160.73082,154.09166,150.28912
Origen 1,2020-08-14 07:00:00,165.23082,161.38753,156.20168
Origen 1,2020-08-14 08:00:00,180.23082,162.97151,157.63493
Origen 1,2020-08-14 09:00:00,175.22982,164.13127,159.52737
Origen 1,2020-08-14 10:00:00,180.23082,186.69574,182.1858
Origen 1,2020-08-14 11:00:00,180.23082,188.26952,183.64561
Origen 1,2020-08-14 12:00:00,180.23082,188.6957,183.88353
Origen 1,2020-08-14 13:00:00,180.23082,188.78336,184.28413
Origen 1,2020-08-14 14:00:00,180.23082,189.82124,184.4708
Origen 1,2020-08-14 15:00:00,180.23082,189.82124,184.1694
Origen 1,2020-08-14 16:00:00,175.22982,187.63559,183.66252
Origen 1,2020-08-14 17:00:00,165.23082,165.6865,159.84993
Origen 1,2020-08-14 18:00:00,175.22982,195.59016,187.53534
Origen 1,2020-08-14 19:00:00,180.23082,196.41364,187.88011
Origen 1,2020-08-14 20:00:00,175.22982,195.56274,187.88011
Origen 1,2020-08-14 21:00:00,175.22982,171.75328,164.34123
Origen 1,2020-08-14 22:00:00,165.23082,166.45876,159.44676
Origen 1,2020-08-14 23:00:00,160.73082,162.80423,154.82036
Origen 1,2020-08-15 00:00:00,139.88683,155.5806,146.04576
Origen 1,2020-08-15 01:00:00,139.88683,151.64145,142.49252
Origen 1,2020-08-15 02:00:00,139.88683,149.20013,140.95963
Origen 1,2020-08-15 03:00:00,139.88683,148.81085,140.4001
Origen 1,2020-08-15 04:00:00,139.88683,149.3108,140.91788
Origen 1,2020-08-15 05:00:00,139.88683,149.78801,141.7585
Origen 1,2020-08-15 06:00:00,139.88683,153.54443,145.42036
Origen 1,2020-08-15 07:00:00,139.88683,158.57285,149.75937
Origen 1,2020-08-15 08:00:00,139.88683,162.09807,154.5686
Origen 1,2020-08-15 09:00:00,161.88683,162.55923,155.37563
Origen 1,2020-08-15 10:00:00,161.88683,163.311,156.2536
Origen 1,2020-08-15 11:00:00,161.88683,164.25716,156.49063
Origen 1,2020-08-15 12:00:00,161.88683,163.93831,156.67574
Origen 1,2020-08-15 13:00:00,161.88683,162.44945,156.44922
Origen 1,2020-08-15 14:00:00,161.88683,163.08969,156.85101
Origen 1,2020-08-15 15:00:00,161.88683,163.33632,156.85101
Origen 1,2020-08-15 16:00:00,161.88683,163.04816,156.2816
Origen 1,2020-08-15 17:00:00,161.88683,159.12737,151.78134
Origen 1,2020-08-15 18:00:00,161.88683,163.27582,156.75583
Origen 1,2020-08-15 19:00:00,180.88683,163.73175,157.5736
Origen 1,2020-08-15 20:00:00,180.88683,163.87094,157.57796
Origen 1,2020-08-15 21:00:00,161.88683,162.76866,156.80675
Origen 1,2020-08-15 22:00:00,161.88683,158.99866,151.81854
Origen 1,2020-08-15 23:00:00,139.88683,155.14256,150.34775
Origen 1,2020-08-16 00:00:00,145.34606,151.81297,145.88638
Origen 1,2020-08-16 01:00:00,145.34606,145.23209,140.80626
Origen 1,2020-08-16 02:00:00,145.24606,143.56418,139.25177
Origen 1,2020-08-16 03:00:00,145.24606,141.80232,139.03249
Origen 1,2020-08-16 04:00:00,145.24606,142.88423,139.03249
Origen 1,2020-08-16 05:00:00,145.24606,135.4023,134.46811
Origen 1,2020-08-16 06:00:00,145.24606,137.4945,136.40059
Origen 1,2020-08-16 07:00:00,145.24606,141.34091,131.09036
Origen 1,2020-08-16 08:00:00,145.34606,147.3564,141.04634
Origen 1,2020-08-16 09:00:00,145.34606,160.56902,151.21613
Origen 1,2020-08-16 10:00:00,145.34606,160.65587,151.54616
Origen 1,2020-08-16 11:00:00,145.34606,162.06685,152.56348
Origen 1,2020-08-16 12:00:00,145.34606,162.49617,153.07954
Origen 1,2020-08-16 13:00:00,145.34606,162.71295,153.27567
Origen 1,2020-08-16 14:00:00,145.34606,163.98444,154.75171
Origen 1,2020-08-16 15:00:00,145.34606,165.2341,156.46848
Origen 1,2020-08-16 16:00:00,145.34606,164.00047,157.39285
Origen 1,2020-08-16 17:00:00,145.34606,164.44038,157.8672
Origen 1,2020-08-16 18:00:00,160.34506,164.4872,158.33937
Origen 1,2020-08-16 19:00:00,180.34606,169.45226,162.9664
Origen 1,2020-08-16 20:00:00,180.34606,169.66417,162.9793
Origen 1,2020-08-16 21:00:00,160.34506,165.13539,158.57011
Origen 1,2020-08-16 22:00:00,145.34606,164.79095,158.97334
Origen 1,2020-08-16 23:00:00,145.34606,153.06525,146.73601
Origen 1,2020-08-17 00:00:00,160.37957,139.00432,127.33857
Origen 1,2020-08-17 01:00:00,160.37957,137.83047,133.50166
Origen 1,2020-08-17 02:00:00,160.37957,134.16435,124.76212
Origen 1,2020-08-17 03:00:00,160.37957,134.28307,124.76539
Origen 1,2020-08-17 04:00:00,158.37857,134.8795,125.12053
Origen 1,2020-08-17 05:00:00,158.37857,139.26765,134.146
Origen 1,2020-08-17 06:00:00,148.27957,140.3436,134.75954
Origen 1,2020-08-17 07:00:00,160.37957,149.34322,144.30142
Origen 1,2020-08-17 08:00:00,160.37957,164.48125,153.83395
Origen 1,2020-08-17 09:00:00,160.37957,169.69289,155.45068
Origen 1,2020-08-17 10:00:00,170.27957,171.887,157.18854
Origen 1,2020-08-17 11:00:00,179.37957,173.71994,157.44135
Origen 1,2020-08-17 12:00:00,179.37957,172.19905,157.49841
Origen 1,2020-08-17 13:00:00,179.37957,171.54121,157.12823
Origen 1,2020-08-17 14:00:00,179.37957,171.70685,157.14014
Origen 1,2020-08-17 15:00:00,179.37957,171.53664,156.9988
Origen 1,2020-08-17 16:00:00,170.27957,171.02438,156.93907
Origen 1,2020-08-17 17:00:00,170.27957,169.90973,156.7672
Origen 1,2020-08-17 18:00:00,191.37957,178.11797,167.27759
Origen 1,2020-08-17 19:00:00,191.37957,182.29294,171.27084
Origen 1,2020-08-17 20:00:00,191.37957,179.40038,170.04199
Origen 1,2020-08-17 21:00:00,191.37957,174.26346,165.22725
Origen 1,2020-08-17 22:00:00,179.37957,165.30077,153.35448
Origen 1,2020-08-17 23:00:00,160.37957,157.57841,147.61224
Origen 1,2020-08-18 00:00:00,144.99113,137.2736,140.10303
Origen 1,2020-08-18 01:00:00,144.99113,136.03442,138.73698
Origen 1,2020-08-18 02:00:00,144.99113,135.96344,138.03345
Origen 1,2020-08-18 03:00:00,144.99113,136.12665,137.8444
Origen 1,2020-08-18 04:00:00,144.99113,137.27022,134.52039
Origen 1,2020-08-18 05:00:00,144.99113,138.50531,138.23373
Origen 1,2020-08-18 06:00:00,153.09113,140.91862,140.59183
Origen 1,2020-08-18 07:00:00,153.09113,140.25656,149.4646
Origen 1,2020-08-18 08:00:00,168.09013,148.10338,156.69604
Origen 1,2020-08-18 09:00:00,169.99113,163.8585,168.12468
Origen 1,2020-08-18 10:00:00,180.09113,171.11761,173.85262
Origen 1,2020-08-18 11:00:00,180.09113,178.012,176.62163
Origen 1,2020-08-18 12:00:00,180.09113,178.012,176.73158
Origen 1,2020-08-18 13:00:00,180.09113,178.14369,177.24461
Origen 1,2020-08-18 14:00:00,180.09113,178.42415,177.77803
Origen 1,2020-08-18 15:00:00,180.09113,178.27327,178.29785
Origen 1,2020-08-18 16:00:00,180.09113,174.58324,177.68567
Origen 1,2020-08-18 17:00:00,180.09113,173.21446,177.60825
Origen 1,2020-08-18 18:00:00,180.09113,183.75267,181.08698
Origen 1,2020-08-18 19:00:00,180.09113,190.26054,187.64142
Origen 1,2020-08-18 20:00:00,180.09113,189.03008,189.00693
Origen 1,2020-08-18 21:00:00,169.99113,187.06653,187.82036
Origen 1,2020-08-18 22:00:00,168.09013,180.76509,183.58783
Origen 1,2020-08-18 23:00:00,153.09113,155.48064,167.28159
Origen 1,2020-08-19 00:00:00,139.31084,142.70134,146.61165
Origen 1,2020-08-19 01:00:00,139.31084,140.59525,144.89716
Origen 1,2020-08-19 02:00:00,139.31084,140.18127,143.40872
Origen 1,2020-08-19 03:00:00,139.31084,139.94531,143.40872
Origen 1,2020-08-19 04:00:00,139.31084,140.3924,144.58649
Origen 1,2020-08-19 05:00:00,139.31084,142.1671,144.92348
Origen 1,2020-08-19 06:00:00,139.31084,145.61569,148.60974
Origen 1,2020-08-19 07:00:00,139.31084,147.00185,151.67058
Origen 1,2020-08-19 08:00:00,153.91084,155.04036,164.98822
Origen 1,2020-08-19 09:00:00,153.91084,155.87785,167.46632
Origen 1,2020-08-19 10:00:00,153.91084,159.3548,170.16748
Origen 1,2020-08-19 11:00:00,153.91084,175.21657,179.89894
Origen 1,2020-08-19 12:00:00,153.91084,180.31633,183.79347
Origen 1,2020-08-19 13:00:00,153.91084,180.1387,184.4065
Origen 1,2020-08-19 14:00:00,153.91084,177.9307,184.06705
Origen 1,2020-08-19 15:00:00,153.91084,175.46849,179.94579
Origen 1,2020-08-19 16:00:00,153.91084,172.44533,176.88747
Origen 1,2020-08-19 17:00:00,153.91084,159.5588,167.28397
Origen 1,2020-08-19 18:00:00,153.91084,183.43669,184.98256
Origen 1,2020-08-19 19:00:00,209.91084,184.52374,182.69261
Origen 1,2020-08-19 20:00:00,153.91084,182.4079,181.87724
Origen 1,2020-08-19 21:00:00,153.91084,164.90271,172.12772
Origen 1,2020-08-19 22:00:00,153.91084,161.3372,166.09268
Origen 1,2020-08-19 23:00:00,139.31084,146.48753,149.92764
Origen 1,2020-08-20 00:00:00,134.17505,139.84985,144.38841
Origen 1,2020-08-20 01:00:00,134.17505,134.88824,137.51135
Origen 1,2020-08-20 02:00:00,134.17505,133.01627,135.47295
Origen 1,2020-08-20 03:00:00,134.17505,131.4654,131.19817
Origen 1,2020-08-20 04:00:00,134.17505,132.76976,130.23065
Origen 1,2020-08-20 05:00:00,134.17505,134.46779,134.45216
Origen 1,2020-08-20 06:00:00,134.97505,136.34818,136.62418
Origen 1,2020-08-20 07:00:00,155.17505,139.18585,137.6366
Origen 1,2020-08-20 08:00:00,155.17505,142.87389,140.86299
Origen 1,2020-08-20 09:00:00,155.17505,143.57245,141.57321
Origen 1,2020-08-20 10:00:00,161.47505,154.64062,148.93315
Origen 1,2020-08-20 11:00:00,161.47505,159.91107,154.73953
Origen 1,2020-08-20 12:00:00,161.47505,159.73091,154.79747
Origen 1,2020-08-20 13:00:00,161.47505,159.55957,154.82642
Origen 1,2020-08-20 14:00:00,161.47505,159.83012,154.90779
Origen 1,2020-08-20 15:00:00,161.47505,156.08752,152.82712
Origen 1,2020-08-20 16:00:00,155.17505,152.41943,150.43394
Origen 1,2020-08-20 17:00:00,155.17505,142.14095,140.54344
Origen 1,2020-08-20 18:00:00,161.47505,158.69485,153.15555
Origen 1,2020-08-20 19:00:00,161.47505,189.87746,186.81
Origen 1,2020-08-20 20:00:00,161.47505,159.55013,153.6622
Origen 1,2020-08-20 21:00:00,155.17505,147.14195,146.7437
Origen 1,2020-08-20 22:00:00,155.17505,145.45213,144.86357
Origen 1,2020-08-20 23:00:00,149.67505,131.88199,133.30397
Origen 1,2020-08-21 00:00:00,138.31299,127.88128,127.40258
Origen 1,2020-08-21 01:00:00,138.31299,124.90397,125.99116
Origen 1,2020-08-21 02:00:00,138.31299,123.40847,125.79232
Origen 1,2020-08-21 03:00:00,138.31299,123.24193,125.732956
Origen 1,2020-08-21 04:00:00,137.31299,123.8228,125.9354
Origen 1,2020-08-21 05:00:00,138.31299,124.97474,126.17398
Origen 1,2020-08-21 06:00:00,139.31299,127.10508,129.12694
Origen 1,2020-08-21 07:00:00,139.31299,142.50041,141.86603
Origen 1,2020-08-21 08:00:00,139.31299,144.40797,143.62833
Origen 1,2020-08-21 09:00:00,147.31299,146.9933,145.06645
Origen 1,2020-08-21 10:00:00,147.31299,147.81277,147.92453
Origen 1,2020-08-21 11:00:00,152.21299,149.24098,148.99197
Origen 1,2020-08-21 12:00:00,152.21299,149.24098,149.0167
Origen 1,2020-08-21 13:00:00,152.21299,149.20404,149.28369
Origen 1,2020-08-21 14:00:00,152.21299,150.14871,149.96404
Origen 1,2020-08-21 15:00:00,152.21299,149.83752,149.67436
Origen 1,2020-08-21 16:00:00,152.21299,149.05266,147.55186
Origen 1,2020-08-21 17:00:00,147.31299,148.79402,147.56291
Origen 1,2020-08-21 18:00:00,152.21299,150.57072,151.47491
Origen 1,2020-08-21 19:00:00,152.21299,151.50888,151.92064
Origen 1,2020-08-21 20:00:00,152.21299,151.55807,151.69711
Origen 1,2020-08-21 21:00:00,152.21299,149.43431,148.82234
Origen 1,2020-08-21 22:00:00,147.31299,147.56488,146.10834
Origen 1,2020-08-21 23:00:00,139.31299,139.83891,139.19354
Origen 1,2020-08-22 00:00:00,140.37379,126.51177,129.37433
Origen 1,2020-08-22 01:00:00,140.37379,124.95145,125.53444
Origen 1,2020-08-22 02:00:00,140.37379,123.831245,125.037575
Origen 1,2020-08-22 03:00:00,140.37379,123.13221,124.44009
Origen 1,2020-08-22 04:00:00,140.37379,123.712555,124.89319
Origen 1,2020-08-22 05:00:00,140.37379,124.83299,125.36305
Origen 1,2020-08-22 06:00:00,140.37379,126.20732,126.66069
Origen 1,2020-08-22 07:00:00,140.37379,135.71696,133.17766
Origen 1,2020-08-22 08:00:00,141.08379,136.78244,133.69458
Origen 1,2020-08-22 09:00:00,141.08379,142.78214,138.2373
Origen 1,2020-08-22 10:00:00,141.08379,143.23703,139.07904
Origen 1,2020-08-22 11:00:00,170.38379,144.82967,140.21216
Origen 1,2020-08-22 12:00:00,170.38379,144.82967,140.3531
Origen 1,2020-08-22 13:00:00,170.38379,144.82912,140.57835
Origen 1,2020-08-22 14:00:00,170.38379,145.74475,141.14539
Origen 1,2020-08-22 15:00:00,141.08379,145.50734,140.96533
Origen 1,2020-08-22 16:00:00,141.08379,144.47423,140.0983
Origen 1,2020-08-22 17:00:00,141.08379,144.33801,139.18193
Origen 1,2020-08-22 18:00:00,141.08379,145.74051,140.95921
Origen 1,2020-08-22 19:00:00,170.38379,146.80159,140.8403
Origen 1,2020-08-22 20:00:00,199.38379,146.80159,140.8403
Origen 1,2020-08-22 21:00:00,141.08379,145.09654,139.7328
Origen 1,2020-08-22 22:00:00,141.08379,142.19868,137.73651
Origen 1,2020-08-22 23:00:00,140.37379,132.41792,131.09149
Origen 1,2020-08-23 00:00:00,141.17602,125.42554,127.14362
Origen 1,2020-08-23 01:00:00,141.17602,123.39417,123.46422
Origen 1,2020-08-23 02:00:00,141.17602,122.4209,121.73319
Origen 1,2020-08-23 03:00:00,141.17602,121.77315,121.626724
Origen 1,2020-08-23 04:00:00,141.17602,121.77315,123.05556
Origen 1,2020-08-23 05:00:00,141.17602,122.38985,123.440735
Origen 1,2020-08-23 06:00:00,138.97602,122.422356,124.98285
Origen 1,2020-08-23 07:00:00,141.17602,134.64032,135.36557
Origen 1,2020-08-23 08:00:00,141.17602,136.89572,136.54317
Origen 1,2020-08-23 09:00:00,141.17602,138.9417,137.5854
Origen 1,2020-08-23 10:00:00,141.17602,139.33293,137.64342
Origen 1,2020-08-23 11:00:00,141.17602,148.04787,146.7917
Origen 1,2020-08-23 12:00:00,170.07602,148.88438,148.8112
Origen 1,2020-08-23 13:00:00,170.07602,148.83434,149.86581
Origen 1,2020-08-23 14:00:00,141.17602,150.1619,150.15451
Origen 1,2020-08-23 15:00:00,141.17602,141.34212,138.55934
Origen 1,2020-08-23 16:00:00,141.17602,141.04333,140.1595
Origen 1,2020-08-23 17:00:00,141.17602,141.35397,140.11966
Origen 1,2020-08-23 18:00:00,170.07602,141.75783,140.79686
