origen,fecha_hora,real,pred_analogo,pred_cronologico
Origen 1,2020-07-01 00:00:00,205.16884,165.81494,176.03745
Origen 1,2020-07-01 01:00:00,210.16884,163.75291,174.88177
Origen 1,2020-07-01 02:00:00,205.16884,163.6164,174.78816
Origen 1,2020-07-01 03:00:00,205.16884,163.61343,174.63536
Origen 1,2020-07-01 04:00:00,205.16884,164.01407,174.93323
Origen 1,2020-07-01 05:00:00,205.16884,165.1528,175.2582
Origen 1,2020-07-01 06:00:00,205.16884,166.78777,175.34503
Origen 1,2020-07-01 07:00:00,210.16884,169.11766,178.55138
Origen 1,2020-07-01 08:00:00,210.16884,202.13004,222.37318
Origen 1,2020-07-01 09:00:00,260.16884,208.74384,224.48497
Origen 1,2020-07-01 10:00:00,260.16884,213.89682,227.84915
Origen 1,2020-07-01 11:00:00,270.16884,254.27295,253.9131
Origen 1,2020-07-01 12:00:00,270.16884,256.58124,254.69487
Origen 1,2020-07-01 13:00:00,270.16884,256.6746,255.06213
Origen 1,2020-07-01 14:00:00,270.16884,252.4529,246.67564
Origen 1,2020-07-01 15:00:00,270.16884,250.3462,244.68143
Origen 1,2020-07-01 16:00:00,260.16884,213.54341,227.387
Origen 1,2020-07-01 17:00:00,260.16884,212.70448,225.94215
Origen 1,2020-07-01 18:00:00,270.16884,257.45972,248.45377
Origen 1,2020-07-01 19:00:00,270.16884,260.2789,253.58508
Origen 1,2020-07-01 20:00:00,270.16884,255.94763,256.38336
Origen 1,2020-07-01 21:00:00,260.16884,250.97012,243.61179
Origen 1,2020-07-01 22:00:00,210.16884,208.37001,223.54094
Origen 1,2020-07-01 23:00:00,210.16884,200.4064,217.12611
Origen 1,2020-07-02 00:00:00,171.60186,182.80896,193.97362
Origen 1,2020-07-02 01:00:00,171.60186,170.17989,182.43062
Origen 1,2020-07-02 02:00:00,193.60186,168.08714,179.43407
Origen 1,2020-07-02 03:00:00,193.60186,167.6322,178.59796
Origen 1,2020-07-02 04:00:00,193.60186,167.51547,177.44655
Origen 1,2020-07-02 05:00:00,193.60186,168.21657,178.13367
Origen 1,2020-07-02 06:00:00,193.60186,168.92012,178.59242
Origen 1,2020-07-02 07:00:00,193.60186,184.79512,187.81445
Origen 1,2020-07-02 08:00:00,200.60086,190.52385,193.90553
Origen 1,2020-07-02 09:00:00,200.60086,246.97153,232.53206
Origen 1,2020-07-02 10:00:00,208.60186,241.63959,234.9979
Origen 1,2020-07-02 11:00:00,253.60186,245.14333,238.7455
Origen 1,2020-07-02 12:00:00,253.60186,244.22136,239.54324
Origen 1,2020-07-02 13:00:00,208.60186,243.49368,240.41684
Origen 1,2020-07-02 14:00:00,208.60186,244.71796,240.8239
Origen 1,2020-07-02 15:00:00,208.60186,244.14229,240.2093
Origen 1,2020-07-02 16:00:00,208.60186,240.66573,238.73933
Origen 1,2020-07-02 17:00:00,200.60086,240.0324,236.80614
Origen 1,2020-07-02 18:00:00,253.60186,239.38956,241.11816
Origen 1,2020-07-02 19:00:00,253.60186,242.22261,242.18013
Origen 1,2020-07-02 20:00:00,253.60186,240.13199,241.22214
Origen 1,2020-07-02 21:00:00,208.60186,237.79657,240.22168
Origen 1,2020-07-02 22:00:00,200.60086,192.9581,200.61903
Origen 1,2020-07-02 23:00:00,193.60186,187.7626,193.83334
Origen 1,2020-07-03 00:00:00,169.23235,158.96031,155.81364
Origen 1,2020-07-03 01:00:00,169.23235,155.37073,153.36244
Origen 1,2020-07-03 02:00:00,169.23235,154.00858,153.52158
Origen 1,2020-07-03 03:00:00,169.23235,154.03421,155.69727
Origen 1,2020-07-03 04:00:00,169.23235,153.9157,153.24037
Origen 1,2020-07-03 05:00:00,169.23235,156.63756,153.24037
Origen 1,2020-07-03 06:00:00,169.23235,160.76768,154.47458
Origen 1,2020-07-03 07:00:00,190.23135,167.18063,165.0677
Origen 1,2020-07-03 08:00:00,206.23235,189.2689,191.73834
Origen 1,2020-07-03 09:00:00,212.23235,190.39903,192.36392
Origen 1,2020-07-03 10:00:00,212.23235,194.43117,198.9762
Origen 1,2020-07-03 11:00:00,212.23235,234.34709,232.89267
Origen 1,2020-07-03 12:00:00,212.23235,234.18657,233.00385
Origen 1,2020-07-03 13:00:00,212.23235,195.68132,200.47607
Origen 1,2020-07-03 14:00:00,212.23235,192.87016,201.20908
Origen 1,2020-07-03 15:00:00,212.23235,193.04425,201.24632
Origen 1,2020-07-03 16:00:00,212.23235,193.99182,203.14636
Origen 1,2020-07-03 17:00:00,212.23235,190.53111,199.30315
Origen 1,2020-07-03 18:00:00,212.23235,232.77855,236.5062
Origen 1,2020-07-03 19:00:00,236.23235,234.12257,237.735
Origen 1,2020-07-03 20:00:00,236.23235,232.84259,237.01422
Origen 1,2020-07-03 21:00:00,212.23235,195.19904,205.38286
Origen 1,2020-07-03 22:00:00,212.23235,190.87766,198.6855
Origen 1,2020-07-03 23:00:00,206.23235,172.99564,173.41702
Origen 1,2020-07-04 00:00:00,180.19157,157.75464,161.37634
Origen 1,2020-07-04 01:00:00,180.19157,153.7327,157.89822
Origen 1,2020-07-04 02:00:00,180.19157,152.23154,156.23436
Origen 1,2020-07-04 03:00:00,160.19257,152.22876,156.21457
Origen 1,2020-07-04 04:00:00,160.19257,152.67671,156.45326
Origen 1,2020-07-04 05:00:00,160.19257,153.37305,157.49727
Origen 1,2020-07-04 06:00:00,160.19257,157.46191,158.26253
Origen 1,2020-07-04 07:00:00,179.19257,169.21535,167.17984
Origen 1,2020-07-04 08:00:00,179.19257,194.50153,193.00844
Origen 1,2020-07-04 09:00:00,179.19257,204.13945,204.1193
Origen 1,2020-07-04 10:00:00,179.19257,206.5632,207.00633
Origen 1,2020-07-04 11:00:00,180.19157,207.66022,208.74931
Origen 1,2020-07-04 12:00:00,180.19157,207.66022,209.11543
Origen 1,2020-07-04 13:00:00,180.19157,207.89204,209.48172
Origen 1,2020-07-04 14:00:00,180.19157,206.58546,209.73639
Origen 1,2020-07-04 15:00:00,179.19257,203.85461,206.49792
Origen 1,2020-07-04 16:00:00,179.19257,204.92659,208.95474
Origen 1,2020-07-04 17:00:00,179.19257,212.0334,205.55911
Origen 1,2020-07-04 18:00:00,187.19257,215.28947,213.09848
Origen 1,2020-07-04 19:00:00,235.19257,225.83421,221.53296
Origen 1,2020-07-04 20:00:00,187.19257,225.64198,219.89923
Origen 1,2020-07-04 21:00:00,180.19157,211.13011,210.63239
Origen 1,2020-07-04 22:00:00,179.19257,209.24321,208.24854
Origen 1,2020-07-04 23:00:00,160.19257,195.41937,192.95847
Origen 1,2020-07-05 00:00:00,137.29608,164.42924,160.48451
Origen 1,2020-07-05 01:00:00,137.29608,158.83167,156.5202
Origen 1,2020-07-05 02:00:00,137.29608,156.75966,155.32384
Origen 1,2020-07-05 03:00:00,137.29608,153.16031,151.13763
Origen 1,2020-07-05 04:00:00,142.49508,153.69121,150.76025
Origen 1,2020-07-05 05:00:00,136.49508,154.00337,150.77937
Origen 1,2020-07-05 06:00:00,121.51508,146.41673,147.59494
Origen 1,2020-07-05 07:00:00,121.51508,158.57254,161.3796
Origen 1,2020-07-05 08:00:00,142.49508,173.21693,167.22958
Origen 1,2020-07-05 09:00:00,167.51508,173.34361,169.9093
Origen 1,2020-07-05 10:00:00,167.51508,171.9124,168.61835
Origen 1,2020-07-05 11:00:00,167.51508,172.38153,168.86304
Origen 1,2020-07-05 12:00:00,167.51508,173.55362,169.06502
Origen 1,2020-07-05 13:00:00,167.51508,173.74736,169.40128
Origen 1,2020-07-05 14:00:00,167.51508,176.17938,170.07468
Origen 1,2020-07-05 15:00:00,167.51508,173.17929,171.01973
Origen 1,2020-07-05 16:00:00,167.51508,164.9028,161.82407
Origen 1,2020-07-05 17:00:00,167.51508,165.02882,161.649
Origen 1,2020-07-05 18:00:00,167.51508,172.46892,167.29027
Origen 1,2020-07-05 19:00:00,236.51508,210.38705,200.84157
Origen 1,2020-07-05 20:00:00,236.51508,171.72673,162.87985
Origen 1,2020-07-05 21:00:00,236.51508,166.5626,162.97183
Origen 1,2020-07-05 22:00:00,167.51508,164.15968,161.80061
Origen 1,2020-07-05 23:00:00,167.51508,152.7899,151.74507
Origen 1,2020-07-06 00:00:00,89.43026,131.92224,132.57611
Origen 1,2020-07-06 01:00:00,89.43026,129.89735,131.10286
Origen 1,2020-07-06 02:00:00,91.12526,129.52179,130.89699
Origen 1,2020-07-06 03:00:00,91.12526,129.4437,130.84424
Origen 1,2020-07-06 04:00:00,91.12526,129.95955,131.00858
Origen 1,2020-07-06 05:00:00,91.12526,131.48796,131.25192
Origen 1,2020-07-06 06:00:00,91.12526,121.99382,121.81198
Origen 1,2020-07-06 07:00:00,142.10526,129.8158,132.37556
Origen 1,2020-07-06 08:00:00,158.12526,141.97775,146.77226
Origen 1,2020-07-06 09:00:00,158.12526,172.30666,165.88405
Origen 1,2020-07-06 10:00:00,158.12526,176.17601,167.48543
Origen 1,2020-07-06 11:00:00,158.12526,181.29468,171.23384
Origen 1,2020-07-06 12:00:00,158.12526,181.29468,171.32327
Origen 1,2020-07-06 13:00:00,158.12526,181.39316,170.77142
Origen 1,2020-07-06 14:00:00,211.12526,178.33807,171.5197
Origen 1,2020-07-06 15:00:00,211.12526,176.36539,170.65259
Origen 1,2020-07-06 16:00:00,211.12526,175.23463,168.72452
Origen 1,2020-07-06 17:00:00,158.12526,174.99672,168.31197
Origen 1,2020-07-06 18:00:00,158.12526,181.91869,179.28937
Origen 1,2020-07-06 19:00:00,158.12526,228.00032,224.97643
Origen 1,2020-07-06 20:00:00,158.12526,224.73035,224.06824
Origen 1,2020-07-06 21:00:00,158.12526,225.36533,222.67973
Origen 1,2020-07-06 22:00:00,158.12526,176.608,177.31181
Origen 1,2020-07-06 23:00:00,211.12526,168.30579,163.5105
Origen 1,2020-07-07 00:00:00,86.14251,106.5594,103.14832
Origen 1,2020-07-07 01:00:00,86.14251,104.769875,102.08393
Origen 1,2020-07-07 02:00:00,86.14251,104.7468,101.18929
Origen 1,2020-07-07 03:00:00,86.14251,104.32689,101.04141
Origen 1,2020-07-07 04:00:00,86.14251,104.6964,101.168304
Origen 1,2020-07-07 05:00:00,86.14251,105.42331,101.36899
Origen 1,2020-07-07 06:00:00,86.14251,105.55132,101.401535
Origen 1,2020-07-07 07:00:00,129.90751,132.09369,136.45198
Origen 1,2020-07-07 08:00:00,170.90751,155.1809,155.73492
Origen 1,2020-07-07 09:00:00,210.90751,155.96999,156.44223
Origen 1,2020-07-07 10:00:00,210.90751,161.5512,157.21411
Origen 1,2020-07-07 11:00:00,210.90751,169.11316,165.55762
Origen 1,2020-07-07 12:00:00,210.90751,169.84525,165.66066
Origen 1,2020-07-07 13:00:00,210.90751,169.6205,165.603
Origen 1,2020-07-07 14:00:00,210.90751,192.75569,198.90297
Origen 1,2020-07-07 15:00:00,210.90751,190.26762,198.59431
Origen 1,2020-07-07 16:00:00,170.90751,186.3391,190.45906
Origen 1,2020-07-07 17:00:00,129.90751,159.63094,156.66333
Origen 1,2020-07-07 18:00:00,170.90751,167.59097,166.54735
Origen 1,2020-07-07 19:00:00,210.90751,168.62752,165.95296
Origen 1,2020-07-07 20:00:00,170.90751,168.27217,165.56038
Origen 1,2020-07-07 21:00:00,141.88751,165.10666,163.55914
Origen 1,2020-07-07 22:00:00,129.90751,160.81577,154.29694
Origen 1,2020-07-07 23:00:00,90.21251,177.32416,174.89445
Origen 1,2020-07-08 00:00:00,91.73684,117.41639,107.5386
Origen 1,2020-07-08 01:00:00,91.73684,114.92331,105.81508
Origen 1,2020-07-08 02:00:00,91.73684,113.48286,105.68439
Origen 1,2020-07-08 03:00:00,95.73684,114.72598,105.68439
Origen 1,2020-07-08 04:00:00,95.73684,115.40007,105.86465
Origen 1,2020-07-08 05:00:00,95.73684,117.35164,106.22402
Origen 1,2020-07-08 06:00:00,95.73684,119.54369,106.93159
Origen 1,2020-07-08 07:00:00,95.73684,145.03415,133.77914
Origen 1,2020-07-08 08:00:00,181.73684,152.74991,150.77742
Origen 1,2020-07-08 09:00:00,181.73684,180.80948,179.98053
Origen 1,2020-07-08 10:00:00,181.73684,181.73297,183.30371
Origen 1,2020-07-08 11:00:00,181.73684,183.22089,186.66824
Origen 1,2020-07-08 12:00:00,191.73684,185.44357,188.4655
Origen 1,2020-07-08 13:00:00,191.73684,185.50037,188.08423
Origen 1,2020-07-08 14:00:00,191.73684,181.41705,189.49594
Origen 1,2020-07-08 15:00:00,191.73684,181.18579,189.49936
Origen 1,2020-07-08 16:00:00,181.73684,158.77237,165.46866
Origen 1,2020-07-08 17:00:00,191.73684,145.59166,142.0389
Origen 1,2020-07-08 18:00:00,181.73684,165.26001,168.79057
Origen 1,2020-07-08 19:00:00,191.73684,190.86884,195.88893
Origen 1,2020-07-08 20:00:00,181.73684,166.73996,170.83432
Origen 1,2020-07-08 21:00:00,181.73684,152.06502,152.24045
Origen 1,2020-07-08 22:00:00,142.71684,145.4569,140.13591
Origen 1,2020-07-08 23:00:00,95.73684,121.53432,109.57989
Origen 1,2020-07-09 00:00:00,93.03862,104.463425,100.16966
Origen 1,2020-07-09 01:00:00,93.03862,103.80832,99.85186
Origen 1,2020-07-09 02:00:00,93.03862,103.81802,100.27303
Origen 1,2020-07-09 03:00:00,93.03862,105.2299,102.31068
Origen 1,2020-07-09 04:00:00,93.03862,105.56607,102.5217
Origen 1,2020-07-09 05:00:00,93.03862,106.29901,102.785095
Origen 1,2020-07-09 06:00:00,102.53862,107.91661,103.256584
Origen 1,2020-07-09 07:00:00,102.53862,114.40766,110.51725
Origen 1,2020-07-09 08:00:00,102.53862,164.05943,161.65363
Origen 1,2020-07-09 09:00:00,102.53862,165.9873,162.4307
Origen 1,2020-07-09 10:00:00,102.53862,167.33142,163.45647
Origen 1,2020-07-09 11:00:00,120.53862,171.67148,168.3643
Origen 1,2020-07-09 12:00:00,162.53862,174.22266,167.73383
Origen 1,2020-07-09 13:00:00,272.53862,170.52074,163.80945
Origen 1,2020-07-09 14:00:00,272.53862,167.61172,164.32172
Origen 1,2020-07-09 15:00:00,162.53862,167.29059,165.61328
Origen 1,2020-07-09 16:00:00,120.53862,165.11201,166.50027
Origen 1,2020-07-09 17:00:00,162.53862,167.2248,165.59386
Origen 1,2020-07-09 18:00:00,182.53862,168.72958,171.04346
Origen 1,2020-07-09 19:00:00,182.53862,171.49336,170.39961
Origen 1,2020-07-09 20:00:00,182.53862,167.77174,170.95483
Origen 1,2020-07-09 21:00:00,182.53862,163.3667,165.17532
Origen 1,2020-07-09 22:00:00,182.53862,148.7702,148.93976
Origen 1,2020-07-09 23:00:00,120.53862,112.05506,112.26754
Origen 1,2020-07-10 00:00:00,99.24967,104.99227,101.961685
Origen 1,2020-07-10 01:00:00,116.34967,104.02674,101.09713
Origen 1,2020-07-10 02:00:00,99.24967,103.62282,100.76183
Origen 1,2020-07-10 03:00:00,116.34967,103.62094,100.70328
Origen 1,2020-07-10 04:00:00,116.34967,103.72154,100.876434
Origen 1,2020-07-10 05:00:00,99.24967,103.852234,101.307
Origen 1,2020-07-10 06:00:00,111.34967,106.91038,103.28067
Origen 1,2020-07-10 07:00:00,116.34967,115.501854,112.61815
Origen 1,2020-07-10 08:00:00,181.34967,128.15733,119.20693
Origen 1,2020-07-10 09:00:00,181.34967,130.10004,121.00705
Origen 1,2020-07-10 10:00:00,181.34967,131.15814,122.31633
Origen 1,2020-07-10 11:00:00,191.24967,146.26811,140.41348
Origen 1,2020-07-10 12:00:00,191.24967,159.68742,157.24605
Origen 1,2020-07-10 13:00:00,181.34967,226.31232,213.38754
Origen 1,2020-07-10 14:00:00,191.24967,222.59808,214.00046
Origen 1,2020-07-10 15:00:00,191.24967,157.09833,156.65324
Origen 1,2020-07-10 16:00:00,181.34967,142.76389,138.26993
Origen 1,2020-07-10 17:00:00,121.34967,155.22855,154.58069
Origen 1,2020-07-10 18:00:00,181.34967,159.72954,160.17978
Origen 1,2020-07-10 19:00:00,181.34967,163.6015,160.9616
Origen 1,2020-07-10 20:00:00,181.34967,162.98932,160.9616
Origen 1,2020-07-10 21:00:00,181.34967,158.91887,159.71614
Origen 1,2020-07-10 22:00:00,121.34967,156.3906,157.19492
Origen 1,2020-07-10 23:00:00,116.34967,132.81429,125.79029
Origen 1,2020-07-11 00:00:00,100.7728,107.4597,103.949646
Origen 1,2020-07-11 01:00:00,100.7728,116.951775,116.854836
Origen 1,2020-07-11 02:00:00,100.7728,104.627495,102.13272
Origen 1,2020-07-11 03:00:00,100.7728,114.86979,115.97731
Origen 1,2020-07-11 04:00:00,100.7728,115.51982,116.05709
Origen 1,2020-07-11 05:00:00,100.7728,105.35627,101.93709
Origen 1,2020-07-11 06:00:00,100.7728,116.356255,116.26858
Origen 1,2020-07-11 07:00:00,100.7728,124.00502,125.94003
Origen 1,2020-07-11 08:00:00,119.2728,146.08707,147.76662
Origen 1,2020-07-11 09:00:00,119.2728,146.51424,147.26297
Origen 1,2020-07-11 10:00:00,179.7728,148.11736,147.34235
Origen 1,2020-07-11 11:00:00,179.7728,153.20178,147.38065
Origen 1,2020-07-11 12:00:00,190.6728,152.8049,147.46759
Origen 1,2020-07-11 13:00:00,179.7728,149.27734,148.71848
Origen 1,2020-07-11 14:00:00,179.7728,151.78596,148.68773
Origen 1,2020-07-11 15:00:00,119.2728,151.64612,148.52162
Origen 1,2020-07-11 16:00:00,119.2728,148.73138,148.33661
Origen 1,2020-07-11 17:00:00,119.2728,131.34435,129.02403
Origen 1,2020-07-11 18:00:00,179.7728,149.32178,149.09474
Origen 1,2020-07-11 19:00:00,180.7728,161.41592,153.63179
Origen 1,2020-07-11 20:00:00,179.7728,150.36116,150.0194
Origen 1,2020-07-11 21:00:00,119.2728,149.23238,149.06148
Origen 1,2020-07-11 22:00:00,109.7728,128.15947,126.79496
Origen 1,2020-07-11 23:00:00,100.7728,120.98289,120.08237
Origen 1,2020-07-12 00:00:00,103.38642,106.66978,98.57502
Origen 1,2020-07-12 01:00:00,103.38642,105.18485,96.91829
Origen 1,2020-07-12 02:00:00,103.38642,103.88929,96.90396
Origen 1,2020-07-12 03:00:00,103.38642,103.887405,96.90396
Origen 1,2020-07-12 04:00:00,103.38642,104.55248,99.83206
Origen 1,2020-07-12 05:00:00,103.38642,103.887405,95.86757
Origen 1,2020-07-12 06:00:00,103.38642,96.4727,94.56498
Origen 1,2020-07-12 07:00:00,103.38642,102.719986,100.8684
Origen 1,2020-07-12 08:00:00,103.88642,128.40714,125.772064
Origen 1,2020-07-12 09:00:00,103.88642,130.98358,129.81575
Origen 1,2020-07-12 10:00:00,103.88642,150.82007,151.26408
Origen 1,2020-07-12 11:00:00,107.88642,151.58925,151.41895
Origen 1,2020-07-12 12:00:00,107.88642,154.68576,151.31155
Origen 1,2020-07-12 13:00:00,107.88642,152.57133,153.45607
Origen 1,2020-07-12 14:00:00,107.88642,151.86264,153.7769
Origen 1,2020-07-12 15:00:00,107.88642,133.30493,133.31668
Origen 1,2020-07-12 16:00:00,103.88642,132.50977,133.328
Origen 1,2020-07-12 17:00:00,103.88642,132.0483,133.27283
Origen 1,2020-07-12 18:00:00,181.88642,151.78647,154.32152
Origen 1,2020-07-12 19:00:00,182.88642,163.5809,160.02861
Origen 1,2020-07-12 20:00:00,182.88642,163.47665,159.9322
Origen 1,2020-07-12 21:00:00,181.88642,143.31151,136.33185
Origen 1,2020-07-12 22:00:00,123.88642,127.766205,122.486
Origen 1,2020-07-12 23:00:00,103.88642,112.062,109.487175
Origen 1,2020-07-13 00:00:00,86.96146,97.022415,94.45264
Origen 1,2020-07-13 01:00:00,105.22646,96.622505,93.53683
Origen 1,2020-07-13 02:00:00,105.22646,96.21897,93.08238
Origen 1,2020-07-13 03:00:00,105.22646,96.217224,92.97617
Origen 1,2020-07-13 04:00:00,101.72646,96.60067,93.48524
Origen 1,2020-07-13 05:00:00,101.72646,97.736755,94.296524
Origen 1,2020-07-13 06:00:00,101.72646,97.818535,94.97681
Origen 1,2020-07-13 07:00:00,105.22646,114.29518,111.739655
Origen 1,2020-07-13 08:00:00,105.72646,117.5147,118.496376
Origen 1,2020-07-13 09:00:00,161.72646,121.41222,119.322426
Origen 1,2020-07-13 10:00:00,176.62646,123.62463,120.4301
Origen 1,2020-07-13 11:00:00,176.62646,129.94722,132.91507
Origen 1,2020-07-13 12:00:00,176.62646,130.17216,133.47888
Origen 1,2020-07-13 13:00:00,176.62646,129.91878,133.84818
Origen 1,2020-07-13 14:00:00,176.62646,139.8139,140.24379
Origen 1,2020-07-13 15:00:00,176.62646,138.6097,138.44403
Origen 1,2020-07-13 16:00:00,176.62646,135.69936,128.53566
Origen 1,2020-07-13 17:00:00,176.62646,123.38147,122.39405
Origen 1,2020-07-13 18:00:00,176.62646,160.76945,164.79982
Origen 1,2020-07-13 19:00:00,176.62646,161.05818,164.594
Origen 1,2020-07-13 20:00:00,176.62646,158.92407,163.96965
Origen 1,2020-07-13 21:00:00,176.62646,157.16539,163.22078
Origen 1,2020-07-13 22:00:00,142.70646,132.4176,136.43167
Origen 1,2020-07-13 23:00:00,105.72646,126.06801,118.079605
Origen 1,2020-07-14 00:00:00,98.58544,94.40783,92.5605
Origen 1,2020-07-14 01:00:00,98.58544,97.21868,94.15096
Origen 1,2020-07-14 02:00:00,98.58544,97.23087,93.528984
Origen 1,2020-07-14 03:00:00,85.82044,97.22911,93.528984
Origen 1,2020-07-14 04:00:00,98.58544,97.57351,93.688515
Origen 1,2020-07-14 05:00:00,98.58544,98.25094,93.86255
Origen 1,2020-07-14 06:00:00,99.58544,98.80693,94.1441
Origen 1,2020-07-14 07:00:00,135.08544,111.07049,102.76774
Origen 1,2020-07-14 08:00:00,135.08544,117.72978,118.19289
Origen 1,2020-07-14 09:00:00,135.08544,155.92366,160.69556
Origen 1,2020-07-14 10:00:00,135.08544,162.44325,165.74529
Origen 1,2020-07-14 11:00:00,159.48544,165.3282,167.0348
Origen 1,2020-07-14 12:00:00,159.48544,166.9344,167.3198
Origen 1,2020-07-14 13:00:00,159.48544,166.48581,167.61932
Origen 1,2020-07-14 14:00:00,190.58544,162.80771,167.77061
Origen 1,2020-07-14 15:00:00,159.48544,160.641,167.33208
Origen 1,2020-07-14 16:00:00,159.48544,150.55392,161.34558
Origen 1,2020-07-14 17:00:00,159.48544,147.15326,153.00758
Origen 1,2020-07-14 18:00:00,159.48544,156.59378,163.53264
Origen 1,2020-07-14 19:00:00,179.58544,167.28629,168.48541
Origen 1,2020-07-14 20:00:00,179.58544,157.14867,163.20615
Origen 1,2020-07-14 21:00:00,159.48544,151.94109,157.96541
Origen 1,2020-07-14 22:00:00,149.82644,130.55203,128.60992
Origen 1,2020-07-14 23:00:00,135.08544,100.70029,96.3824
Origen 1,2020-07-15 00:00:00,121.06784,98.26772,93.113365
Origen 1,2020-07-15 01:00:00,121.06784,97.00864,92.80353
Origen 1,2020-07-15 02:00:00,121.06784,95.59121,92.738014
Origen 1,2020-07-15 03:00:00,121.06784,93.684044,90.89495
Origen 1,2020-07-15 04:00:00,121.06784,95.80186,93.13717
Origen 1,2020-07-15 05:00:00,121.06784,96.39361,93.31017
Origen 1,2020-07-15 06:00:00,121.06784,97.806694,93.356415
Origen 1,2020-07-15 07:00:00,121.06784,123.49778,122.25156
Origen 1,2020-07-15 08:00:00,136.06784,135.60164,135.28098
Origen 1,2020-07-15 09:00:00,136.06784,136.47736,135.72733
Origen 1,2020-07-15 10:00:00,139.56784,136.76653,137.57616
Origen 1,2020-07-15 11:00:00,191.06784,144.30356,147.7931
Origen 1,2020-07-15 12:00:00,191.06784,146.16986,150.23997
Origen 1,2020-07-15 13:00:00,187.06784,145.31714,151.36034
Origen 1,2020-07-15 14:00:00,187.06784,151.25621,155.16542
Origen 1,2020-07-15 15:00:00,139.56784,144.9328,150.9593
Origen 1,2020-07-15 16:00:00,139.56784,144.29352,149.10242
Origen 1,2020-07-15 17:00:00,136.06784,143.60031,147.42703
Origen 1,2020-07-15 18:00:00,187.06784,151.48633,156.73618
Origen 1,2020-07-15 19:00:00,191.06784,157.68073,163.46341
Origen 1,2020-07-15 20:00:00,191.06784,156.37032,163.16032
Origen 1,2020-07-15 21:00:00,187.06784,150.03056,155.6019
Origen 1,2020-07-15 22:00:00,139.56784,140.60162,136.33199
Origen 1,2020-07-15 23:00:00,121.06784,122.35687,123.90572
Origen 1,2020-07-16 00:00:00,122.43576,108.95523,108.17204
Origen 1,2020-07-16 01:00:00,122.43576,107.35292,106.19687
Origen 1,2020-07-16 02:00:00,122.43576,105.9254,105.79646
Origen 1,2020-07-16 03:00:00,122.43576,105.32744,105.74654
Origen 1,2020-07-16 04:00:00,122.43576,106.07803,105.92933
Origen 1,2020-07-16 05:00:00,122.43576,107.77052,106.50977
Origen 1,2020-07-16 06:00:00,122.43576,109.32635,108.50924
Origen 1,2020-07-16 07:00:00,122.43576,113.74208,114.99117
Origen 1,2020-07-16 08:00:00,140.43576,130.95818,133.44153
Origen 1,2020-07-16 09:00:00,144.93576,133.17683,134.49544
Origen 1,2020-07-16 10:00:00,144.93576,136.40898,137.1312
Origen 1,2020-07-16 11:00:00,175.43576,152.15845,153.83345
Origen 1,2020-07-16 12:00:00,175.43576,160.0854,160.88823
Origen 1,2020-07-16 13:00:00,175.43576,173.65303,171.38914
Origen 1,2020-07-16 14:00:00,175.43576,174.13943,171.64938
Origen 1,2020-07-16 15:00:00,175.43576,149.13626,151.11832
Origen 1,2020-07-16 16:00:00,175.43576,138.49106,141.39018
Origen 1,2020-07-16 17:00:00,144.93576,148.05183,148.96051
Origen 1,2020-07-16 18:00:00,175.43576,159.72984,161.09935
Origen 1,2020-07-16 19:00:00,175.43576,162.2036,161.82947
Origen 1,2020-07-16 20:00:00,175.43576,160.5871,161.29813
Origen 1,2020-07-16 21:00:00,144.93576,157.66296,159.21922
Origen 1,2020-07-16 22:00:00,140.43576,143.51234,145.74954
Origen 1,2020-07-16 23:00:00,130.43576,117.006386,119.7597
Origen 1,2020-07-17 00:00:00,132.04658,108.72879,108.57026
Origen 1,2020-07-17 01:00:00,126.04658,107.682526,107.06382
Origen 1,2020-07-17 02:00:00,136.04658,105.77351,106.00087
Origen 1,2020-07-17 03:00:00,101.04658,105.962875,106.63779
Origen 1,2020-07-17 04:00:00,136.04658,106.06261,106.80209
Origen 1,2020-07-17 05:00:00,126.04658,106.65522,106.29647
Origen 1,2020-07-17 06:00:00,126.04658,108.34435,107.068115
Origen 1,2020-07-17 07:00:00,132.04658,114.18001,116.051
Origen 1,2020-07-17 08:00:00,132.04658,138.86168,141.27858
Origen 1,2020-07-17 09:00:00,132.04658,143.22229,142.49333
Origen 1,2020-07-17 10:00:00,132.04658,145.5523,143.94475
Origen 1,2020-07-17 11:00:00,136.04658,152.85904,155.15388
Origen 1,2020-07-17 12:00:00,191.04658,152.85904,155.42912
Origen 1,2020-07-17 13:00:00,191.04658,153.01532,155.84427
Origen 1,2020-07-17 14:00:00,191.04658,153.84607,156.20764
Origen 1,2020-07-17 15:00:00,150.28758,153.78401,155.69281
Origen 1,2020-07-17 16:00:00,140.04558,153.23218,154.50308
Origen 1,2020-07-17 17:00:00,150.28758,137.51529,134.58763
Origen 1,2020-07-17 18:00:00,136.04658,153.35359,155.29828
Origen 1,2020-07-17 19:00:00,191.04658,155.14197,156.5814
Origen 1,2020-07-17 20:00:00,150.28758,154.57288,156.40253
Origen 1,2020-07-17 21:00:00,140.04558,147.20618,144.84941
Origen 1,2020-07-17 22:00:00,132.04658,131.76765,133.26006
Origen 1,2020-07-17 23:00:00,132.04658,126.94221,127.86982
Origen 1,2020-07-18 00:00:00,119.08628,120.42573,121.0088
Origen 1,2020-07-18 01:00:00,119.08628,117.35678,114.84783
Origen 1,2020-07-18 02:00:00,119.08628,116.6295,118.19553
