fecha_hora,real,q10,q50,q90
2026-01-09 23:00:00,228.85631,177.10068,235.45396,277.2494
2026-01-10 00:00:00,176.78564,121.37509,177.03558,231.28421
2026-01-10 01:00:00,176.78564,105.65002,146.51251,210.50253
2026-01-10 02:00:00,165.78564,93.44955,135.21759,195.35193
2026-01-10 03:00:00,165.78564,96.7799,130.68408,178.88373
2026-01-10 04:00:00,165.78564,94.03523,136.51813,162.16612
2026-01-10 05:00:00,176.78564,92.62415,141.58136,173.08762
2026-01-10 06:00:00,176.78564,85.26624,134.29495,177.23419
2026-01-10 07:00:00,176.78564,84.12423,121.30488,184.52258
2026-01-10 08:00:00,151.78564,80.53362,133.63516,181.64436
2026-01-10 09:00:00,113.86764,96.552765,139.45071,195.04276
2026-01-10 10:00:00,113.86764,112.91289,153.40149,200.3106
2026-01-10 11:00:00,151.78564,125.42267,172.6588,225.6776
2026-01-10 12:00:00,151.78564,131.48495,189.11531,241.80441
2026-01-10 13:00:00,151.78564,155.06764,206.32272,245.74689
2026-01-10 14:00:00,176.78564,161.13507,218.04257,246.43289
2026-01-10 15:00:00,176.78564,166.14212,221.23984,250.03827
2026-01-10 16:00:00,214.78564,185.49074,236.65755,272.8476
2026-01-10 17:00:00,276.78564,195.67815,240.77583,272.7162
2026-01-10 18:00:00,276.78564,193.10924,241.86365,292.65808
2026-01-10 19:00:00,276.78564,200.68767,244.32927,300.74802
2026-01-10 20:00:00,276.78564,209.83438,249.12762,288.77658
2026-01-10 21:00:00,276.78564,206.72734,251.21603,279.91525
2026-01-10 22:00:00,276.78564,184.84378,234.89175,273.07898
2026-01-10 23:00:00,214.78564,163.03552,205.77066,250.32079
2026-01-11 00:00:00,119.10337,174.07968,194.23422,219.69025
2026-01-11 01:00:00,116.18537,168.01366,185.54228,213.8437
2026-01-11 02:00:00,116.18537,152.90338,187.81584,215.15376
2026-01-11 03:00:00,116.18537,159.99736,185.4134,210.79651
2026-01-11 04:00:00,116.18537,151.6272,186.92126,201.55801
2026-01-11 05:00:00,116.18537,149.21729,189.91197,203.82358
2026-01-11 06:00:00,116.18537,139.84743,184.3783,200.10666
2026-01-11 07:00:00,114.73137,147.2306,174.86534,202.59636
2026-01-11 08:00:00,110.59537,137.56152,177.6627,196.85767
2026-01-11 09:00:00,110.59537,139.74617,178.41853,198.85825
2026-01-11 10:00:00,110.59537,149.0981,172.0583,200.23079
2026-01-11 11:00:00,110.59537,157.47859,185.92723,223.30669
2026-01-11 12:00:00,112.10337,165.69382,197.26228,225.67126
2026-01-11 13:00:00,116.17837,180.89957,211.66971,234.54878
2026-01-11 14:00:00,116.18537,182.7435,211.09099,231.61688
2026-01-11 15:00:00,116.18537,189.04408,210.41237,234.13899
2026-01-11 16:00:00,119.10337,203.02415,217.26398,249.9529
