fecha_hora,real,pred_xgb_afinado,pred_catboost_afinado
2026-04-30 23:00:00,225.6873,255.7989,261.44242909126666
2026-05-01 00:00:00,183.43366,152.84169,148.64867738057566
2026-05-01 01:00:00,183.43366,152.75821,148.91459823105782
2026-05-01 02:00:00,148.43366,152.8162,149.86679080068728
2026-05-01 03:00:00,129.44266,152.82065,149.59891317725626
2026-05-01 04:00:00,129.44266,154.0411,149.70474696449165
2026-05-01 05:00:00,129.44266,201.91158,204.73127943082523
2026-05-01 06:00:00,127.43366,202.33835,204.47200156494034
2026-05-01 07:00:00,121.75366,153.0273,147.53624172242877
2026-05-01 08:00:00,121.62366,149.81453,140.4522689777655
2026-05-01 09:00:00,121.62366,150.16197,140.977285166313
2026-05-01 10:00:00,121.62366,151.5953,143.83995486083344
2026-05-01 11:00:00,127.43366,204.2967,203.66431263201562
2026-05-01 12:00:00,127.43366,204.2967,203.90186570642862
2026-05-01 13:00:00,127.43366,207.94598,204.9220216825598
2026-05-01 14:00:00,129.44266,211.13667,205.62050202124354
2026-05-01 15:00:00,183.43366,245.4788,235.54135435158102
2026-05-01 16:00:00,183.43366,247.14105,236.77979006599665
2026-05-01 17:00:00,233.43366,254.0089,247.93245322289863
2026-05-01 18:00:00,262.43366,269.2167,268.9626365527546
2026-05-01 19:00:00,623.43366,274.61426,274.254618766652
2026-05-01 20:00:00,233.43366,267.0292,261.78767681492945
2026-05-01 21:00:00,233.43366,252.15454,243.93310597150008
2026-05-01 22:00:00,233.43366,251.13988,242.14763789542724
2026-05-01 23:00:00,233.43366,206.03203,206.83074078431068
2026-05-02 00:00:00,143.40286,183.28386,197.127835607507
2026-05-02 01:00:00,168.40286,180.70616,195.35412424062454
2026-05-02 02:00:00,143.40286,159.02876,175.57074689769863
2026-05-02 03:00:00,143.40286,150.20743,163.8890256455119
2026-05-02 04:00:00,143.40286,150.24174,163.90370417438547
2026-05-02 05:00:00,143.40286,151.99216,159.58121259827007
2026-05-02 06:00:00,143.40286,150.63945,155.78271413692164
2026-05-02 07:00:00,143.40286,150.88136,151.47217554814705
2026-05-02 08:00:00,143.40286,151.65126,151.52630017743957
2026-05-02 09:00:00,198.90286,152.59512,150.96766476690087
2026-05-02 10:00:00,168.40286,152.59512,151.08081640660885
2026-05-02 11:00:00,168.40286,153.98024,153.0235517677886
2026-05-02 12:00:00,168.40286,154.23096,153.22589260117635
2026-05-02 13:00:00,168.40286,155.3099,153.0953638823934
2026-05-02 14:00:00,168.40286,157.93173,152.36875761804274
2026-05-02 15:00:00,198.90286,186.86221,190.64542855944885
2026-05-02 16:00:00,208.40286,188.65828,190.5918623718505
2026-05-02 17:00:00,208.40286,233.49124,230.2226466488495
2026-05-02 18:00:00,238.40286,251.73563,256.48592890759875
2026-05-02 19:00:00,238.40286,438.95642,441.4606820074896
2026-05-02 20:00:00,238.40286,230.32332,226.74362775812898
2026-05-02 21:00:00,208.40286,227.09508,223.1266803473921
2026-05-02 22:00:00,208.40286,217.02417,219.19594508514183
2026-05-02 23:00:00,198.90286,208.51076,215.8545525194482
2026-05-03 00:00:00,206.23212,143.52966,150.89259334540048
2026-05-03 01:00:00,206.23212,162.3998,167.1616917123321
2026-05-03 02:00:00,206.23212,142.51807,150.24829225702885
2026-05-03 03:00:00,183.73212,142.39627,150.3382622023438
2026-05-03 04:00:00,206.23212,143.66937,149.59653942485534
2026-05-03 05:00:00,206.23212,143.32265,147.9867410915943
2026-05-03 06:00:00,183.73212,143.33563,147.68795010556278
2026-05-03 07:00:00,183.73212,142.87013,147.74840954368733
2026-05-03 08:00:00,183.73212,143.00848,151.045731666166
2026-05-03 09:00:00,183.73212,172.25711,183.6588424310886
2026-05-03 10:00:00,183.73212,163.49217,168.01986140337647
2026-05-03 11:00:00,183.73212,164.18788,168.82383460226737
2026-05-03 12:00:00,183.73212,164.18788,169.26544584336028
2026-05-03 13:00:00,183.73212,166.95406,169.85468901839477
2026-05-03 14:00:00,206.23212,170.02927,170.66477912102772
2026-05-03 15:00:00,206.23212,183.1805,188.98290861861818
2026-05-03 16:00:00,213.23212,195.05016,197.8027934485316
2026-05-03 17:00:00,213.23212,195.58772,196.33077042332556
2026-05-03 18:00:00,238.23212,215.00716,220.73878591223453
2026-05-03 19:00:00,238.23212,232.63219,229.0033189751724
2026-05-03 20:00:00,238.23212,233.04663,232.7410513922433
2026-05-03 21:00:00,238.23212,212.54004,205.5217107462342
2026-05-03 22:00:00,213.23212,203.46355,203.75743673218844
2026-05-03 23:00:00,213.23212,187.29172,197.26247932074466
2026-05-04 00:00:00,214.6534,217.26509,215.30182131488831
2026-05-04 01:00:00,214.6534,216.00084,214.28002940195603
2026-05-04 02:00:00,214.6534,216.32924,212.5936790653161
2026-05-04 03:00:00,214.6534,191.77116,197.86659080651413
2026-05-04 04:00:00,214.6534,216.29974,215.51902678760817
2026-05-04 05:00:00,248.6534,221.31439,218.43086616133635
2026-05-04 06:00:00,248.6534,197.98254,200.99301575284778
2026-05-04 07:00:00,214.6534,196.72034,204.98957452244733
2026-05-04 08:00:00,214.6534,199.32336,209.38545306225555
2026-05-04 09:00:00,214.6534,199.46611,210.57373403320568
2026-05-04 10:00:00,223.6534,201.50974,211.07202357798036
