fecha_hora,real,NBEATSx_rec,NHITS_rec
2026-01-20 15:00:00,176.33117,177.34465,182.17448
2026-01-20 16:00:00,176.33117,185.85577,183.8771
2026-01-20 17:00:00,178.33117,193.29636,186.13777
2026-01-20 18:00:00,181.33117,197.09476,194.15811
2026-01-20 19:00:00,191.33117,205.20616,202.22485
2026-01-20 20:00:00,181.33117,205.07837,202.20956
2026-01-20 21:00:00,181.33117,193.74991,194.63176
2026-01-20 22:00:00,178.33117,179.99709,184.25276
2026-01-20 23:00:00,176.33117,170.39384,175.71124
2026-01-21 00:00:00,175.89024,176.25551,177.76796
2026-01-21 01:00:00,175.89024,175.75069,176.86691
2026-01-21 02:00:00,175.89024,176.32695,177.13345
2026-01-21 03:00:00,175.89024,176.0317,177.74742
2026-01-21 04:00:00,175.89024,179.77097,179.22827
2026-01-21 05:00:00,175.89024,179.54572,180.95
2026-01-21 06:00:00,177.89024,187.1809,182.56989
2026-01-21 07:00:00,175.89024,192.51154,183.79129
2026-01-21 08:00:00,175.89024,192.77882,184.81679
2026-01-21 09:00:00,175.89024,195.7023,188.42633
2026-01-21 10:00:00,175.89024,204.08643,193.16002
2026-01-21 11:00:00,175.89024,207.1331,197.98903
2026-01-21 12:00:00,175.89024,206.50836,202.35582
2026-01-21 13:00:00,175.89024,206.44083,206.83911
2026-01-21 14:00:00,175.89024,213.30377,210.68776
2026-01-21 15:00:00,177.89024,214.30846,211.6625
