ds,y,NHITS,ventana,semilla
2026-05-12 09:00:00,469.53894,408.14746,2a,42
2026-05-12 10:00:00,482.53894,413.43857,2a,42
2026-05-12 11:00:00,482.53894,428.37277,2a,42
2026-05-12 12:00:00,482.53894,417.766,2a,42
2026-05-12 13:00:00,495.64994,406.14148,2a,42
2026-05-12 14:00:00,508.45494,407.75558,2a,42
2026-05-12 15:00:00,803.53894,432.36523,2a,42
2026-05-12 16:00:00,824.53894,447.9031,2a,42
2026-05-12 17:00:00,824.53894,479.6096,2a,42
2026-05-12 18:00:00,834.53894,689.4747,2a,42
2026-05-12 19:00:00,834.53894,729.5646,2a,42
2026-05-12 20:00:00,829.53894,533.6593,2a,42
2026-05-12 21:00:00,824.53894,451.83075,2a,42
2026-05-12 22:00:00,824.53894,405.5148,2a,42
2026-05-12 23:00:00,503.53894,399.4994,2a,42
2026-05-13 00:00:00,660.78986,485.05927,2a,42
2026-05-13 01:00:00,654.55886,453.2289,2a,42
2026-05-13 02:00:00,654.55886,459.00705,2a,42
2026-05-13 03:00:00,654.55886,461.66937,2a,42
2026-05-13 04:00:00,703.44786,476.21573,2a,42
2026-05-13 05:00:00,770.97986,487.48697,2a,42
2026-05-13 06:00:00,703.44786,486.86243,2a,42
2026-05-13 07:00:00,654.55886,493.93738,2a,42
2026-05-13 08:00:00,654.55886,496.05667,2a,42
2026-05-13 09:00:00,489.44786,493.40237,2a,42
2026-05-13 10:00:00,654.55886,514.08295,2a,42
2026-05-13 11:00:00,654.55886,496.8569,2a,42
2026-05-13 12:00:00,654.55886,459.61508,2a,42
2026-05-13 13:00:00,703.44786,461.14172,2a,42
2026-05-13 14:00:00,703.44786,468.42795,2a,42
2026-05-13 15:00:00,770.97986,469.65533,2a,42
2026-05-13 16:00:00,823.44786,483.21,2a,42
2026-05-13 17:00:00,833.44786,495.85712,2a,42
2026-05-13 18:00:00,1083.44786,596.1827,2a,42
2026-05-13 19:00:00,1093.44786,690.5141,2a,42
2026-05-13 20:00:00,903.44786,629.5717,2a,42
2026-05-13 21:00:00,833.44786,575.58777,2a,42
2026-05-13 22:00:00,823.44786,527.7064,2a,42
2026-05-13 23:00:00,703.44786,513.22473,2a,42
2026-05-14 00:00:00,822.47869,679.27515,2a,42
2026-05-14 01:00:00,822.47869,656.5785,2a,42
2026-05-14 02:00:00,801.47869,638.3515,2a,42
2026-05-14 03:00:00,771.75269,649.50446,2a,42
2026-05-14 04:00:00,801.47869,662.846,2a,42
2026-05-14 05:00:00,822.47869,680.78845,2a,42
2026-05-14 06:00:00,822.47869,672.94916,2a,42
2026-05-14 07:00:00,704.47869,697.06665,2a,42
2026-05-14 08:00:00,704.47869,707.152,2a,42
2026-05-14 09:00:00,704.47869,694.52185,2a,42
2026-05-14 10:00:00,704.47869,704.15326,2a,42
2026-05-14 11:00:00,801.47869,720.2813,2a,42
2026-05-14 12:00:00,771.75269,700.5087,2a,42
2026-05-14 13:00:00,822.47869,708.15027,2a,42
2026-05-14 14:00:00,832.47869,725.3556,2a,42
2026-05-14 15:00:00,832.47869,748.43176,2a,42
2026-05-14 16:00:00,913.23569,767.9645,2a,42
2026-05-14 17:00:00,913.23569,800.25397,2a,42
2026-05-14 18:00:00,1082.47869,871.4455,2a,42
2026-05-14 19:00:00,1094.47869,871.9777,2a,42
2026-05-14 20:00:00,1082.47869,816.3062,2a,42
2026-05-14 21:00:00,913.23569,791.7915,2a,42
2026-05-14 22:00:00,832.47869,758.848,2a,42
2026-05-14 23:00:00,832.47869,744.4405,2a,42
2026-05-15 00:00:00,792.65294,771.07294,2a,42
2026-05-15 01:00:00,792.65294,733.4559,2a,42
2026-05-15 02:00:00,774.53594,693.4044,2a,42
2026-05-15 03:00:00,774.53594,682.61755,2a,42
2026-05-15 04:00:00,792.65294,687.3988,2a,42
2026-05-15 05:00:00,792.65294,710.4215,2a,42
2026-05-15 06:00:00,792.65294,712.7148,2a,42
2026-05-15 07:00:00,666.05494,731.65497,2a,42
2026-05-15 08:00:00,644.65294,749.42236,2a,42
2026-05-15 09:00:00,642.65294,733.5463,2a,42
2026-05-15 10:00:00,666.05494,747.48,2a,42
2026-05-15 11:00:00,698.50794,773.6251,2a,42
2026-05-15 12:00:00,792.65294,770.45764,2a,42
2026-05-15 13:00:00,792.65294,774.92554,2a,42
2026-05-15 14:00:00,792.65294,801.9058,2a,42
2026-05-15 15:00:00,792.65294,839.3978,2a,42
2026-05-15 16:00:00,801.65294,868.94403,2a,42
2026-05-15 17:00:00,822.65294,925.7354,2a,42
2026-05-15 18:00:00,902.65294,1008.0172,2a,42
2026-05-15 19:00:00,1082.65294,997.28015,2a,42
2026-05-15 20:00:00,902.65294,963.8436,2a,42
2026-05-15 21:00:00,902.65294,954.7688,2a,42
2026-05-15 22:00:00,822.65294,921.59906,2a,42
2026-05-15 23:00:00,792.65294,899.76166,2a,42
2026-05-16 00:00:00,691.8236,758.9241,2a,42
2026-05-16 01:00:00,693.1876,729.3258,2a,42
2026-05-16 02:00:00,798.6876,670.04974,2a,42
2026-05-16 03:00:00,691.8236,634.0184,2a,42
2026-05-16 04:00:00,798.6876,621.53503,2a,42
2026-05-16 05:00:00,798.6876,628.9251,2a,42
2026-05-16 06:00:00,691.8236,633.79407,2a,42
2026-05-16 07:00:00,442.8236,638.15564,2a,42
2026-05-16 08:00:00,442.8236,650.9934,2a,42
2026-05-16 09:00:00,442.8236,664.3936,2a,42
2026-05-16 10:00:00,509.8466,678.8663,2a,42
2026-05-16 11:00:00,442.8236,687.4847,2a,42
2026-05-16 12:00:00,442.8236,691.4343,2a,42
2026-05-16 13:00:00,442.8236,686.9401,2a,42
2026-05-16 14:00:00,691.8236,693.85406,2a,42
2026-05-16 15:00:00,798.6876,715.632,2a,42
2026-05-16 16:00:00,798.6876,733.44867,2a,42
2026-05-16 17:00:00,802.8236,787.46924,2a,42
2026-05-16 18:00:00,832.8236,825.9288,2a,42
2026-05-16 19:00:00,822.8236,838.2864,2a,42
2026-05-16 20:00:00,822.8236,843.49817,2a,42
2026-05-16 21:00:00,802.8236,845.81775,2a,42
2026-05-16 22:00:00,798.6876,839.0722,2a,42
2026-05-16 23:00:00,798.6876,836.1035,2a,42
2026-05-17 00:00:00,759.4927,784.4765,2a,42
2026-05-17 01:00:00,759.4927,754.7614,2a,42
2026-05-17 02:00:00,759.4927,721.0021,2a,42
2026-05-17 03:00:00,759.4927,678.28,2a,42
2026-05-17 04:00:00,759.4927,620.2755,2a,42
2026-05-17 05:00:00,759.4927,601.7103,2a,42
2026-05-17 06:00:00,759.4927,600.834,2a,42
2026-05-17 07:00:00,413.8287,601.5706,2a,42
2026-05-17 08:00:00,408.8287,595.5584,2a,42
2026-05-17 09:00:00,408.8287,607.2931,2a,42
2026-05-17 10:00:00,408.8287,605.5313,2a,42
2026-05-17 11:00:00,408.8287,597.7872,2a,42
2026-05-17 12:00:00,413.8287,591.0116,2a,42
2026-05-17 13:00:00,652.8287,586.5274,2a,42
2026-05-17 14:00:00,759.4927,593.8236,2a,42
2026-05-17 15:00:00,759.4927,614.5961,2a,42
2026-05-17 16:00:00,803.8287,645.6461,2a,42
2026-05-17 17:00:00,824.3287,695.3189,2a,42
2026-05-17 18:00:00,824.3287,728.2067,2a,42
2026-05-17 19:00:00,824.3287,741.6992,2a,42
2026-05-17 20:00:00,824.3287,763.5288,2a,42
2026-05-17 21:00:00,824.3287,785.507,2a,42
2026-05-17 22:00:00,824.3287,808.5932,2a,42
2026-05-17 23:00:00,823.8287,812.0654,2a,42
2026-05-18 00:00:00,821.81402,813.91583,2a,42
2026-05-18 01:00:00,821.81402,801.9529,2a,42
2026-05-18 02:00:00,706.22402,781.8849,2a,42
2026-05-18 03:00:00,583.14002,761.22723,2a,42
2026-05-18 04:00:00,821.81402,729.45404,2a,42
2026-05-18 05:00:00,821.81402,724.9571,2a,42
2026-05-18 06:00:00,821.81402,737.17523,2a,42
2026-05-18 07:00:00,553.14002,757.3533,2a,42
2026-05-18 08:00:00,553.14002,774.449,2a,42
2026-05-18 09:00:00,553.14002,794.8672,2a,42
2026-05-18 10:00:00,553.14002,799.939,2a,42
2026-05-18 11:00:00,553.14002,802.11487,2a,42
2026-05-18 12:00:00,583.14002,796.8413,2a,42
2026-05-18 13:00:00,583.14002,795.5628,2a,42
2026-05-18 14:00:00,821.81402,804.9181,2a,42
2026-05-18 15:00:00,821.81402,818.9918,2a,42
2026-05-18 16:00:00,822.14002,830.1351,2a,42
2026-05-18 17:00:00,833.14002,853.4072,2a,42
2026-05-18 18:00:00,903.14002,864.6939,2a,42
2026-05-18 19:00:00,903.14002,882.0539,2a,42
2026-05-18 20:00:00,903.14002,899.13184,2a,42
2026-05-18 21:00:00,903.14002,906.93713,2a,42
2026-05-18 22:00:00,833.14002,899.2338,2a,42
2026-05-18 23:00:00,823.14002,879.41254,2a,42
2026-05-19 00:00:00,829.28103,814.9869,2a,42
2026-05-19 01:00:00,829.28103,807.40936,2a,42
2026-05-19 02:00:00,829.28103,805.00507,2a,42
2026-05-19 03:00:00,822.42803,810.3945,2a,42
2026-05-19 04:00:00,829.28103,814.13794,2a,42
2026-05-19 05:00:00,829.28103,827.1847,2a,42
2026-05-19 06:00:00,829.28103,840.6522,2a,42
2026-05-19 07:00:00,822.42803,855.6297,2a,42
2026-05-19 08:00:00,822.42803,865.8875,2a,42
2026-05-19 09:00:00,707.42803,883.8165,2a,42
2026-05-19 10:00:00,822.42803,894.76117,2a,42
2026-05-19 11:00:00,822.42803,903.82465,2a,42
2026-05-19 12:00:00,822.42803,906.22015,2a,42
2026-05-19 13:00:00,822.42803,911.09033,2a,42
2026-05-19 14:00:00,829.28103,918.57697,2a,42
2026-05-19 15:00:00,832.42803,923.23474,2a,42
2026-05-19 16:00:00,891.42803,919.31635,2a,42
2026-05-19 17:00:00,905.42803,920.556,2a,42
2026-05-19 18:00:00,905.42803,918.71826,2a,42
2026-05-19 19:00:00,907.42803,915.11096,2a,42
2026-05-19 20:00:00,907.42803,907.98267,2a,42
2026-05-19 21:00:00,905.42803,894.44586,2a,42
2026-05-19 22:00:00,905.42803,895.0394,2a,42
2026-05-19 23:00:00,852.42803,880.7608,2a,42
2026-05-20 00:00:00,832.39948,848.2527,2a,42
2026-05-20 01:00:00,822.39948,846.09186,2a,42
2026-05-20 02:00:00,822.39948,845.2609,2a,42
2026-05-20 03:00:00,822.39948,854.99066,2a,42
2026-05-20 04:00:00,822.39948,858.1499,2a,42
2026-05-20 05:00:00,832.39948,862.73444,2a,42
2026-05-20 06:00:00,822.39948,863.443,2a,42
2026-05-20 07:00:00,752.39948,864.04254,2a,42
2026-05-20 08:00:00,752.39948,865.23553,2a,42
2026-05-20 09:00:00,752.39948,869.3942,2a,42
2026-05-20 10:00:00,752.39948,867.93225,2a,42
2026-05-20 11:00:00,822.39948,873.3024,2a,42
2026-05-20 12:00:00,820.04448,881.54193,2a,42
2026-05-20 13:00:00,822.39948,888.3895,2a,42
2026-05-20 14:00:00,832.39948,899.1084,2a,42
2026-05-20 15:00:00,881.39948,911.87634,2a,42
2026-05-20 16:00:00,905.89948,923.896,2a,42
2026-05-20 17:00:00,905.89948,935.9697,2a,42
2026-05-20 18:00:00,951.39948,947.05963,2a,42
2026-05-20 19:00:00,952.39948,941.3589,2a,42
2026-05-20 20:00:00,907.39948,933.3063,2a,42
2026-05-20 21:00:00,905.89948,919.2427,2a,42
2026-05-20 22:00:00,905.89948,908.962,2a,42
2026-05-20 23:00:00,881.39948,900.39355,2a,42
2026-05-21 00:00:00,633.75144,874.77966,2a,42
2026-05-21 01:00:00,633.75144,860.203,2a,42
2026-05-21 02:00:00,633.75144,840.5132,2a,42
2026-05-21 03:00:00,633.75144,829.7079,2a,42
2026-05-21 04:00:00,633.75144,824.2419,2a,42
2026-05-21 05:00:00,653.75144,820.4955,2a,42
2026-05-21 06:00:00,653.75144,819.0462,2a,42
2026-05-21 07:00:00,653.75144,818.87164,2a,42
2026-05-21 08:00:00,653.75144,821.7895,2a,42
2026-05-21 09:00:00,653.75144,822.2155,2a,42
2026-05-21 10:00:00,653.75144,822.87396,2a,42
2026-05-21 11:00:00,653.75144,833.07227,2a,42
2026-05-21 12:00:00,633.75144,843.5563,2a,42
2026-05-21 13:00:00,653.75144,854.6023,2a,42
2026-05-21 14:00:00,802.75144,861.82684,2a,42
2026-05-21 15:00:00,823.75144,870.1654,2a,42
2026-05-21 16:00:00,823.75144,882.38574,2a,42
2026-05-21 17:00:00,823.75144,887.2016,2a,42
2026-05-21 18:00:00,902.75144,890.1253,2a,42
2026-05-21 19:00:00,902.75144,886.14276,2a,42
2026-05-21 20:00:00,823.75144,880.38446,2a,42
2026-05-21 21:00:00,823.75144,878.06616,2a,42
2026-05-21 22:00:00,705.37444,874.27704,2a,42
2026-05-21 23:00:00,653.75144,870.9383,2a,42
2026-05-22 00:00:00,390.96186,650.7099,2a,42
2026-05-22 01:00:00,390.96186,646.15814,2a,42
2026-05-22 02:00:00,390.96186,641.9504,2a,42
2026-05-22 03:00:00,390.96186,643.8041,2a,42
2026-05-22 04:00:00,390.96186,649.56384,2a,42
2026-05-22 05:00:00,395.96186,654.52783,2a,42
2026-05-22 06:00:00,395.96186,657.90094,2a,42
2026-05-22 07:00:00,390.96186,656.8494,2a,42
2026-05-22 08:00:00,390.96186,656.0134,2a,42
2026-05-22 09:00:00,390.96186,657.85455,2a,42
2026-05-22 10:00:00,390.96186,660.96423,2a,42
2026-05-22 11:00:00,395.96186,662.54956,2a,42
2026-05-22 12:00:00,395.96186,662.0603,2a,42
2026-05-22 13:00:00,644.96186,666.247,2a,42
2026-05-22 14:00:00,670.96186,669.5871,2a,42
2026-05-22 15:00:00,689.34086,683.5129,2a,42
2026-05-22 16:00:00,715.96186,695.0244,2a,42
2026-05-22 17:00:00,810.96186,708.53955,2a,42
2026-05-22 18:00:00,911.96186,724.79895,2a,42
2026-05-22 19:00:00,911.96186,730.70874,2a,42
2026-05-22 20:00:00,904.96186,727.45154,2a,42
2026-05-22 21:00:00,810.96186,715.79156,2a,42
2026-05-22 22:00:00,715.96186,692.77057,2a,42
2026-05-22 23:00:00,670.96186,683.7014,2a,42
2026-05-23 00:00:00,691.64388,585.1846,2a,42
2026-05-23 01:00:00,691.64388,494.07263,2a,42
2026-05-23 02:00:00,691.64388,477.56003,2a,42
2026-05-23 03:00:00,667.64388,486.45694,2a,42
2026-05-23 04:00:00,667.64388,493.21698,2a,42
2026-05-23 05:00:00,667.64388,488.97372,2a,42
2026-05-23 06:00:00,667.64388,494.1806,2a,42
2026-05-23 07:00:00,592.64388,484.6924,2a,42
2026-05-23 08:00:00,592.64388,468.11868,2a,42
2026-05-23 09:00:00,592.64388,469.5661,2a,42
2026-05-23 10:00:00,592.64388,471.81195,2a,42
2026-05-23 11:00:00,592.64388,476.92682,2a,42
2026-05-23 12:00:00,592.64388,476.13498,2a,42
2026-05-23 13:00:00,667.64388,475.2976,2a,42
2026-05-23 14:00:00,695.89388,478.3517,2a,42
2026-05-23 15:00:00,722.64388,493.33185,2a,42
2026-05-23 16:00:00,802.64388,552.1387,2a,42
2026-05-23 17:00:00,807.64388,626.9569,2a,42
2026-05-23 18:00:00,908.64388,665.9554,2a,42
2026-05-23 19:00:00,908.64388,747.48,2a,42
2026-05-23 20:00:00,901.64388,793.96185,2a,42
2026-05-23 21:00:00,807.64388,745.97675,2a,42
2026-05-23 22:00:00,722.64388,696.2744,2a,42
2026-05-23 23:00:00,695.89388,630.0576,2a,42
2026-05-24 00:00:00,669.81899,646.1274,2a,42
2026-05-24 01:00:00,669.81899,541.42914,2a,42
2026-05-24 02:00:00,669.81899,491.907,2a,42
2026-05-24 03:00:00,669.81899,470.77448,2a,42
2026-05-24 04:00:00,669.81899,458.71213,2a,42
2026-05-24 05:00:00,653.81899,450.91064,2a,42
2026-05-24 06:00:00,554.81899,453.94946,2a,42
2026-05-24 07:00:00,554.81899,451.85098,2a,42
2026-05-24 08:00:00,98.71499,431.73077,2a,42
2026-05-24 09:00:00,246.00899,422.94693,2a,42
2026-05-24 10:00:00,253.29899,422.75928,2a,42
2026-05-24 11:00:00,554.81899,433.23697,2a,42
2026-05-24 12:00:00,554.81899,447.1426,2a,42
2026-05-24 13:00:00,554.81899,465.28513,2a,42
2026-05-24 14:00:00,554.81899,497.7125,2a,42
2026-05-24 15:00:00,554.81899,527.90234,2a,42
2026-05-24 16:00:00,669.81899,584.1491,2a,42
2026-05-24 17:00:00,724.81899,650.41034,2a,42
2026-05-24 18:00:00,724.81899,672.26263,2a,42
2026-05-24 19:00:00,809.81899,720.49286,2a,42
2026-05-24 20:00:00,809.81899,753.07196,2a,42
2026-05-24 21:00:00,809.81899,749.14136,2a,42
2026-05-24 22:00:00,724.81899,717.1207,2a,42
2026-05-24 23:00:00,724.81899,668.3878,2a,42
2026-05-25 00:00:00,455.51831,718.7068,2a,42
2026-05-25 01:00:00,455.51831,648.5344,2a,42
2026-05-25 02:00:00,455.51831,592.1773,2a,42
2026-05-25 03:00:00,455.51831,562.30133,2a,42
2026-05-25 04:00:00,455.51831,546.6901,2a,42
2026-05-25 05:00:00,670.51831,551.6544,2a,42
2026-05-25 06:00:00,670.51831,554.13446,2a,42
2026-05-25 07:00:00,549.84831,554.6271,2a,42
2026-05-25 08:00:00,644.51831,549.6092,2a,42
2026-05-25 09:00:00,455.51831,557.038,2a,42
2026-05-25 10:00:00,644.51831,569.04584,2a,42
2026-05-25 11:00:00,670.51831,595.993,2a,42
2026-05-25 12:00:00,670.51831,625.584,2a,42
2026-05-25 13:00:00,705.51831,653.80457,2a,42
2026-05-25 14:00:00,720.51831,677.5466,2a,42
2026-05-25 15:00:00,720.51831,708.9006,2a,42
2026-05-25 16:00:00,720.51831,728.85944,2a,42
2026-05-25 17:00:00,720.51831,760.1315,2a,42
2026-05-25 18:00:00,725.51831,766.3205,2a,42
2026-05-25 19:00:00,725.51831,777.8736,2a,42
2026-05-25 20:00:00,723.51831,774.9723,2a,42
2026-05-25 21:00:00,720.51831,764.7149,2a,42
2026-05-25 22:00:00,720.51831,766.76483,2a,42
2026-05-25 23:00:00,705.51831,751.4165,2a,42
2026-05-26 00:00:00,465.8808,677.8372,2a,42
2026-05-26 01:00:00,465.8808,655.2669,2a,42
2026-05-26 02:00:00,465.8808,631.80817,2a,42
2026-05-26 03:00:00,465.8808,634.7331,2a,42
2026-05-26 04:00:00,465.8808,647.8033,2a,42
2026-05-26 05:00:00,644.8808,659.95447,2a,42
2026-05-26 06:00:00,644.8808,670.13135,2a,42
2026-05-26 07:00:00,465.8808,672.0455,2a,42
2026-05-26 08:00:00,465.8808,677.18317,2a,42
2026-05-26 09:00:00,465.8808,678.0716,2a,42
2026-05-26 10:00:00,465.8808,680.79846,2a,42
2026-05-26 11:00:00,644.8808,680.66235,2a,42
2026-05-26 12:00:00,644.8808,685.9702,2a,42
2026-05-26 13:00:00,670.8808,693.9206,2a,42
2026-05-26 14:00:00,685.8808,699.522,2a,42
2026-05-26 15:00:00,685.8808,708.8147,2a,42
2026-05-26 16:00:00,685.8808,723.18915,2a,42
2026-05-26 17:00:00,685.8808,730.9237,2a,42
2026-05-26 18:00:00,904.8808,740.3224,2a,42
2026-05-26 19:00:00,904.8808,733.7597,2a,42
2026-05-26 20:00:00,904.8808,731.638,2a,42
2026-05-26 21:00:00,685.8808,722.85803,2a,42
2026-05-26 22:00:00,685.8808,710.8933,2a,42
2026-05-26 23:00:00,670.8808,703.5425,2a,42
2026-05-27 00:00:00,446.08831,631.0397,2a,42
2026-05-27 01:00:00,436.08831,608.1523,2a,42
2026-05-27 02:00:00,436.08831,629.5906,2a,42
2026-05-27 03:00:00,436.08831,642.31946,2a,42
2026-05-27 04:00:00,446.08831,645.5243,2a,42
2026-05-27 05:00:00,456.08831,656.4847,2a,42
2026-05-27 06:00:00,446.08831,650.06616,2a,42
2026-05-27 07:00:00,446.08831,639.1432,2a,42
2026-05-27 08:00:00,446.08831,633.1303,2a,42
2026-05-27 09:00:00,446.08831,622.50415,2a,42
2026-05-27 10:00:00,446.08831,627.79785,2a,42
2026-05-27 11:00:00,446.08831,657.3954,2a,42
2026-05-27 12:00:00,446.08831,669.97925,2a,42
2026-05-27 13:00:00,446.08831,680.9619,2a,42
2026-05-27 14:00:00,456.08831,692.3347,2a,42
2026-05-27 15:00:00,456.08831,701.8143,2a,42
2026-05-27 16:00:00,671.08831,703.13995,2a,42
2026-05-27 17:00:00,671.08831,700.7894,2a,42
2026-05-27 18:00:00,905.08831,703.00934,2a,42
2026-05-27 19:00:00,1126.08831,725.7395,2a,42
2026-05-27 20:00:00,905.08831,706.359,2a,42
2026-05-27 21:00:00,691.08831,689.19,2a,42
2026-05-27 22:00:00,630.08831,681.8014,2a,42
2026-05-27 23:00:00,456.08831,640.82837,2a,42
2026-05-28 00:00:00,265.41213,450.91415,2a,42
2026-05-28 01:00:00,265.41213,444.0461,2a,42
2026-05-28 02:00:00,265.41213,451.53113,2a,42
2026-05-28 03:00:00,265.41213,468.75827,2a,42
2026-05-28 04:00:00,265.41213,459.10443,2a,42
2026-05-28 05:00:00,435.41213,476.35117,2a,42
2026-05-28 06:00:00,267.18413,467.065,2a,42
2026-05-28 07:00:00,265.41213,465.18524,2a,42
2026-05-28 08:00:00,265.41213,461.52682,2a,42
2026-05-28 09:00:00,265.41213,479.13522,2a,42
2026-05-28 10:00:00,265.41213,493.04425,2a,42
2026-05-28 11:00:00,265.41213,497.18024,2a,42
2026-05-28 12:00:00,265.41213,501.44492,2a,42
2026-05-28 13:00:00,435.41213,505.46317,2a,42
2026-05-28 14:00:00,450.41213,526.8618,2a,42
2026-05-28 15:00:00,450.41213,530.6775,2a,42
2026-05-28 16:00:00,636.41213,515.37994,2a,42
2026-05-28 17:00:00,680.41213,510.6648,2a,42
2026-05-28 18:00:00,705.41213,607.8161,2a,42
2026-05-28 19:00:00,1095.41213,786.20044,2a,42
2026-05-28 20:00:00,705.41213,724.2318,2a,42
2026-05-28 21:00:00,680.41213,620.2683,2a,42
2026-05-28 22:00:00,450.41213,566.59595,2a,42
2026-05-28 23:00:00,450.41213,491.32184,2a,42
2026-05-29 00:00:00,331.58546,382.20764,2a,42
2026-05-29 01:00:00,336.58546,324.28296,2a,42
2026-05-29 02:00:00,331.58546,314.42,2a,42
2026-05-29 03:00:00,331.58546,330.39014,2a,42
2026-05-29 04:00:00,331.58546,332.60474,2a,42
2026-05-29 05:00:00,336.58546,352.10666,2a,42
2026-05-29 06:00:00,336.58546,326.65485,2a,42
2026-05-29 07:00:00,336.58546,324.18417,2a,42
2026-05-29 08:00:00,336.58546,305.9267,2a,42
2026-05-29 09:00:00,331.58546,320.4326,2a,42
2026-05-29 10:00:00,336.58546,350.34573,2a,42
2026-05-29 11:00:00,336.58546,357.9172,2a,42
2026-05-29 12:00:00,336.58546,353.9583,2a,42
2026-05-29 13:00:00,336.58546,369.3879,2a,42
2026-05-29 14:00:00,336.58546,405.67297,2a,42
2026-05-29 15:00:00,411.58546,431.95645,2a,42
2026-05-29 16:00:00,412.58546,462.47397,2a,42
2026-05-29 17:00:00,412.58546,592.2119,2a,42
2026-05-29 18:00:00,676.58546,810.3828,2a,42
2026-05-29 19:00:00,676.58546,819.5809,2a,42
2026-05-29 20:00:00,632.58546,684.99915,2a,42
2026-05-29 21:00:00,412.58546,581.94165,2a,42
2026-05-29 22:00:00,336.58546,477.00458,2a,42
2026-05-29 23:00:00,336.58546,375.395,2a,42
2026-05-30 00:00:00,338.71689,311.29837,2a,42
2026-05-30 01:00:00,338.71689,286.58987,2a,42
2026-05-30 02:00:00,270.62789,250.1682,2a,42
2026-05-30 03:00:00,262.19689,246.24901,2a,42
2026-05-30 04:00:00,262.19689,247.9343,2a,42
2026-05-30 05:00:00,265.48889,252.6039,2a,42
2026-05-30 06:00:00,265.48889,251.35446,2a,42
2026-05-30 07:00:00,262.19689,238.1469,2a,42
2026-05-30 08:00:00,262.19689,225.24477,2a,42
2026-05-30 09:00:00,260.71689,215.69373,2a,42
2026-05-30 10:00:00,260.71689,223.19296,2a,42
2026-05-30 11:00:00,262.19689,226.72011,2a,42
2026-05-30 12:00:00,260.71689,229.34282,2a,42
2026-05-30 13:00:00,260.71689,223.0619,2a,42
2026-05-30 14:00:00,260.71689,242.84059,2a,42
2026-05-30 15:00:00,338.71689,241.6433,2a,42
2026-05-30 16:00:00,338.71689,245.3353,2a,42
2026-05-30 17:00:00,413.71689,281.477,2a,42
2026-05-30 18:00:00,678.71689,372.79144,2a,42
2026-05-30 19:00:00,678.71689,494.14648,2a,42
2026-05-30 20:00:00,678.71689,424.9742,2a,42
2026-05-30 21:00:00,414.71689,345.84818,2a,42
2026-05-30 22:00:00,338.71689,335.61774,2a,42
2026-05-30 23:00:00,338.71689,298.52872,2a,42
2026-05-31 00:00:00,335.48873,287.42035,2a,42
2026-05-31 01:00:00,310.48873,252.04648,2a,42
2026-05-31 02:00:00,260.48873,231.76825,2a,42
2026-05-31 03:00:00,260.48873,229.99973,2a,42
2026-05-31 04:00:00,260.48873,243.14836,2a,42
2026-05-31 05:00:00,260.48873,252.66959,2a,42
2026-05-31 06:00:00,255.48873,255.11282,2a,42
2026-05-31 07:00:00,255.48873,234.18526,2a,42
2026-05-31 08:00:00,255.48873,217.37299,2a,42
2026-05-31 09:00:00,255.48873,206.94682,2a,42
2026-05-31 10:00:00,255.48873,217.43958,2a,42
2026-05-31 11:00:00,255.48873,225.38902,2a,42
2026-05-31 12:00:00,255.48873,233.16011,2a,42
2026-05-31 13:00:00,255.48873,227.43753,2a,42
2026-05-31 14:00:00,255.48873,236.41878,2a,42
2026-05-31 15:00:00,260.48873,253.99147,2a,42
2026-05-31 16:00:00,336.48873,264.78998,2a,42
2026-05-31 17:00:00,410.48873,306.82162,2a,42
2026-05-31 18:00:00,480.48873,434.5441,2a,42
2026-05-31 19:00:00,675.48873,528.0218,2a,42
2026-05-31 20:00:00,480.48873,440.63312,2a,42
2026-05-31 21:00:00,480.48873,357.3718,2a,42
2026-05-31 22:00:00,410.48873,321.31235,2a,42
2026-05-31 23:00:00,410.48873,288.75696,2a,42
2026-06-01 00:00:00,352.26015,361.65652,2a,42
2026-06-01 01:00:00,352.26015,331.985,2a,42
2026-06-01 02:00:00,352.26015,323.9131,2a,42
2026-06-01 03:00:00,352.26015,327.41608,2a,42
2026-06-01 04:00:00,352.26015,342.07205,2a,42
2026-06-01 05:00:00,402.26015,359.7405,2a,42
2026-06-01 06:00:00,402.26015,377.99576,2a,42
2026-06-01 07:00:00,352.26015,379.19766,2a,42
2026-06-01 08:00:00,352.26015,374.23877,2a,42
2026-06-01 09:00:00,328.26015,383.0031,2a,42
2026-06-01 10:00:00,352.26015,389.5623,2a,42
2026-06-01 11:00:00,402.26015,401.13406,2a,42
2026-06-01 12:00:00,402.26015,394.07407,2a,42
2026-06-01 13:00:00,402.26015,394.51492,2a,42
2026-06-01 14:00:00,402.26015,398.99112,2a,42
2026-06-01 15:00:00,667.26015,419.8867,2a,42
2026-06-01 16:00:00,667.26015,432.35654,2a,42
2026-06-01 17:00:00,682.26015,457.68298,2a,42
2026-06-01 18:00:00,1082.26015,489.44925,2a,42
2026-06-01 19:00:00,1112.26015,523.5772,2a,42
2026-06-01 20:00:00,901.26015,515.88965,2a,42
2026-06-01 21:00:00,682.26015,484.74982,2a,42
2026-06-01 22:00:00,672.26015,446.28064,2a,42
2026-06-01 23:00:00,472.26015,414.35718,2a,42
2026-06-02 00:00:00,399.80252,375.45877,2a,42
2026-06-02 01:00:00,399.80252,347.91052,2a,42
2026-06-02 02:00:00,399.80252,362.46072,2a,42
2026-06-02 03:00:00,399.80252,372.35965,2a,42
2026-06-02 04:00:00,404.80252,364.59137,2a,42
