ds,y,NHITS,ventana,semilla
2026-05-25 06:00:00,670.51831,560.58203,3a,42
2026-05-25 07:00:00,549.84831,564.4094,3a,42
2026-05-25 08:00:00,644.51831,567.4093,3a,42
2026-05-25 09:00:00,455.51831,579.72064,3a,42
2026-05-25 10:00:00,644.51831,596.2349,3a,42
2026-05-25 11:00:00,670.51831,618.4907,3a,42
2026-05-25 12:00:00,670.51831,647.5946,3a,42
2026-05-25 13:00:00,705.51831,682.96576,3a,42
2026-05-25 14:00:00,720.51831,704.7663,3a,42
2026-05-25 15:00:00,720.51831,721.8361,3a,42
2026-05-25 16:00:00,720.51831,741.9217,3a,42
2026-05-25 17:00:00,720.51831,754.3027,3a,42
2026-05-25 18:00:00,725.51831,785.8269,3a,42
2026-05-25 19:00:00,725.51831,794.46606,3a,42
2026-05-25 20:00:00,723.51831,779.5743,3a,42
2026-05-25 21:00:00,720.51831,767.33813,3a,42
2026-05-25 22:00:00,720.51831,748.2399,3a,42
2026-05-25 23:00:00,705.51831,722.1606,3a,42
2026-05-26 00:00:00,465.8808,683.2304,3a,42
2026-05-26 01:00:00,465.8808,673.31226,3a,42
2026-05-26 02:00:00,465.8808,673.1048,3a,42
2026-05-26 03:00:00,465.8808,674.07074,3a,42
2026-05-26 04:00:00,465.8808,678.0716,3a,42
2026-05-26 05:00:00,644.8808,679.45184,3a,42
2026-05-26 06:00:00,644.8808,683.0852,3a,42
2026-05-26 07:00:00,465.8808,683.6131,3a,42
2026-05-26 08:00:00,465.8808,685.9577,3a,42
2026-05-26 09:00:00,465.8808,687.8331,3a,42
2026-05-26 10:00:00,465.8808,693.5106,3a,42
2026-05-26 11:00:00,644.8808,698.13446,3a,42
2026-05-26 12:00:00,644.8808,704.7319,3a,42
2026-05-26 13:00:00,670.8808,719.11926,3a,42
2026-05-26 14:00:00,685.8808,727.16327,3a,42
2026-05-26 15:00:00,685.8808,735.00134,3a,42
2026-05-26 16:00:00,685.8808,741.6641,3a,42
2026-05-26 17:00:00,685.8808,748.90344,3a,42
2026-05-26 18:00:00,904.8808,759.86053,3a,42
2026-05-26 19:00:00,904.8808,761.49097,3a,42
2026-05-26 20:00:00,904.8808,749.7871,3a,42
2026-05-26 21:00:00,685.8808,736.37524,3a,42
2026-05-26 22:00:00,685.8808,723.8657,3a,42
2026-05-26 23:00:00,670.8808,705.9351,3a,42
2026-05-27 00:00:00,446.08831,620.1951,3a,42
2026-05-27 01:00:00,436.08831,583.49097,3a,42
2026-05-27 02:00:00,436.08831,587.6064,3a,42
2026-05-27 03:00:00,436.08831,598.8305,3a,42
2026-05-27 04:00:00,446.08831,606.959,3a,42
2026-05-27 05:00:00,456.08831,618.9638,3a,42
2026-05-27 06:00:00,446.08831,630.57104,3a,42
2026-05-27 07:00:00,446.08831,635.81067,3a,42
2026-05-27 08:00:00,446.08831,639.51245,3a,42
2026-05-27 09:00:00,446.08831,637.46204,3a,42
2026-05-27 10:00:00,446.08831,637.6707,3a,42
2026-05-27 11:00:00,446.08831,642.7224,3a,42
2026-05-27 12:00:00,446.08831,648.893,3a,42
2026-05-27 13:00:00,446.08831,668.6586,3a,42
2026-05-27 14:00:00,456.08831,679.4994,3a,42
2026-05-27 15:00:00,456.08831,697.9023,3a,42
2026-05-27 16:00:00,671.08831,700.89,3a,42
2026-05-27 17:00:00,671.08831,720.2975,3a,42
2026-05-27 18:00:00,905.08831,733.0545,3a,42
2026-05-27 19:00:00,1126.08831,741.8105,3a,42
2026-05-27 20:00:00,905.08831,740.12317,3a,42
2026-05-27 21:00:00,691.08831,719.26013,3a,42
2026-05-27 22:00:00,630.08831,676.68085,3a,42
2026-05-27 23:00:00,456.08831,644.05786,3a,42
2026-05-28 00:00:00,265.41213,417.40253,3a,42
2026-05-28 01:00:00,265.41213,390.3549,3a,42
2026-05-28 02:00:00,265.41213,374.09882,3a,42
2026-05-28 03:00:00,265.41213,374.84583,3a,42
2026-05-28 04:00:00,265.41213,371.5095,3a,42
2026-05-28 05:00:00,435.41213,389.0604,3a,42
2026-05-28 06:00:00,267.18413,416.9564,3a,42
2026-05-28 07:00:00,265.41213,427.44128,3a,42
2026-05-28 08:00:00,265.41213,412.88937,3a,42
2026-05-28 09:00:00,265.41213,416.39682,3a,42
2026-05-28 10:00:00,265.41213,421.9168,3a,42
2026-05-28 11:00:00,265.41213,414.99927,3a,42
2026-05-28 12:00:00,265.41213,428.9367,3a,42
2026-05-28 13:00:00,435.41213,435.6345,3a,42
2026-05-28 14:00:00,450.41213,459.0408,3a,42
2026-05-28 15:00:00,450.41213,513.4664,3a,42
2026-05-28 16:00:00,636.41213,543.51135,3a,42
2026-05-28 17:00:00,680.41213,583.85815,3a,42
2026-05-28 18:00:00,705.41213,721.95526,3a,42
2026-05-28 19:00:00,1095.41213,830.3723,3a,42
2026-05-28 20:00:00,705.41213,761.5266,3a,42
2026-05-28 21:00:00,680.41213,614.10754,3a,42
2026-05-28 22:00:00,450.41213,515.0224,3a,42
2026-05-28 23:00:00,450.41213,472.59268,3a,42
2026-05-29 00:00:00,331.58546,386.7124,3a,42
2026-05-29 01:00:00,336.58546,352.10562,3a,42
2026-05-29 02:00:00,331.58546,338.53473,3a,42
2026-05-29 03:00:00,331.58546,335.53262,3a,42
2026-05-29 04:00:00,331.58546,347.25543,3a,42
2026-05-29 05:00:00,336.58546,353.79666,3a,42
2026-05-29 06:00:00,336.58546,347.56808,3a,42
2026-05-29 07:00:00,336.58546,340.70538,3a,42
2026-05-29 08:00:00,336.58546,338.78156,3a,42
2026-05-29 09:00:00,331.58546,338.12183,3a,42
2026-05-29 10:00:00,336.58546,353.79108,3a,42
2026-05-29 11:00:00,336.58546,360.77435,3a,42
2026-05-29 12:00:00,336.58546,366.02673,3a,42
2026-05-29 13:00:00,336.58546,368.6685,3a,42
2026-05-29 14:00:00,336.58546,372.31,3a,42
2026-05-29 15:00:00,411.58546,398.3107,3a,42
2026-05-29 16:00:00,412.58546,440.7938,3a,42
2026-05-29 17:00:00,412.58546,485.77887,3a,42
2026-05-29 18:00:00,676.58546,634.828,3a,42
2026-05-29 19:00:00,676.58546,690.0972,3a,42
2026-05-29 20:00:00,632.58546,594.375,3a,42
2026-05-29 21:00:00,412.58546,502.00992,3a,42
2026-05-29 22:00:00,336.58546,445.587,3a,42
2026-05-29 23:00:00,336.58546,418.16992,3a,42
2026-05-30 00:00:00,338.71689,279.12256,3a,42
2026-05-30 01:00:00,338.71689,248.95483,3a,42
2026-05-30 02:00:00,270.62789,238.79765,3a,42
2026-05-30 03:00:00,262.19689,234.62572,3a,42
2026-05-30 04:00:00,262.19689,244.6493,3a,42
2026-05-30 05:00:00,265.48889,248.48637,3a,42
2026-05-30 06:00:00,265.48889,243.34805,3a,42
2026-05-30 07:00:00,262.19689,241.05411,3a,42
2026-05-30 08:00:00,262.19689,229.87979,3a,42
2026-05-30 09:00:00,260.71689,228.55511,3a,42
2026-05-30 10:00:00,260.71689,230.67255,3a,42
2026-05-30 11:00:00,262.19689,233.19307,3a,42
2026-05-30 12:00:00,260.71689,253.90305,3a,42
2026-05-30 13:00:00,260.71689,268.817,3a,42
2026-05-30 14:00:00,260.71689,271.11945,3a,42
2026-05-30 15:00:00,338.71689,289.46042,3a,42
2026-05-30 16:00:00,338.71689,299.02286,3a,42
2026-05-30 17:00:00,413.71689,336.9859,3a,42
2026-05-30 18:00:00,678.71689,509.72043,3a,42
2026-05-30 19:00:00,678.71689,607.8346,3a,42
2026-05-30 20:00:00,678.71689,505.34814,3a,42
2026-05-30 21:00:00,414.71689,386.1993,3a,42
2026-05-30 22:00:00,338.71689,325.24814,3a,42
2026-05-30 23:00:00,338.71689,292.98886,3a,42
2026-05-31 00:00:00,335.48873,258.79178,3a,42
2026-05-31 01:00:00,310.48873,227.84969,3a,42
2026-05-31 02:00:00,260.48873,231.5664,3a,42
2026-05-31 03:00:00,260.48873,235.74496,3a,42
2026-05-31 04:00:00,260.48873,243.38716,3a,42
2026-05-31 05:00:00,260.48873,236.53331,3a,42
2026-05-31 06:00:00,255.48873,223.07483,3a,42
2026-05-31 07:00:00,255.48873,218.06065,3a,42
2026-05-31 08:00:00,255.48873,206.99231,3a,42
2026-05-31 09:00:00,255.48873,203.14494,3a,42
2026-05-31 10:00:00,255.48873,204.84384,3a,42
2026-05-31 11:00:00,255.48873,215.87343,3a,42
2026-05-31 12:00:00,255.48873,232.1772,3a,42
2026-05-31 13:00:00,255.48873,252.31052,3a,42
2026-05-31 14:00:00,255.48873,261.6159,3a,42
2026-05-31 15:00:00,260.48873,278.27557,3a,42
2026-05-31 16:00:00,336.48873,293.6568,3a,42
2026-05-31 17:00:00,410.48873,328.85214,3a,42
2026-05-31 18:00:00,480.48873,465.11877,3a,42
2026-05-31 19:00:00,675.48873,556.70654,3a,42
2026-05-31 20:00:00,480.48873,491.32208,3a,42
2026-05-31 21:00:00,480.48873,403.75055,3a,42
2026-05-31 22:00:00,410.48873,329.9356,3a,42
2026-05-31 23:00:00,410.48873,292.34302,3a,42
2026-06-01 00:00:00,352.26015,291.33606,3a,42
2026-06-01 01:00:00,352.26015,267.2708,3a,42
2026-06-01 02:00:00,352.26015,250.75543,3a,42
2026-06-01 03:00:00,352.26015,246.02936,3a,42
2026-06-01 04:00:00,352.26015,264.03394,3a,42
2026-06-01 05:00:00,402.26015,275.5295,3a,42
2026-06-01 06:00:00,402.26015,298.76572,3a,42
2026-06-01 07:00:00,352.26015,307.76175,3a,42
2026-06-01 08:00:00,352.26015,298.42166,3a,42
2026-06-01 09:00:00,328.26015,296.64627,3a,42
2026-06-01 10:00:00,352.26015,324.16232,3a,42
2026-06-01 11:00:00,402.26015,339.67416,3a,42
2026-06-01 12:00:00,402.26015,344.0163,3a,42
2026-06-01 13:00:00,402.26015,347.25793,3a,42
2026-06-01 14:00:00,402.26015,363.17136,3a,42
2026-06-01 15:00:00,667.26015,391.35016,3a,42
2026-06-01 16:00:00,667.26015,420.70895,3a,42
2026-06-01 17:00:00,682.26015,440.08505,3a,42
2026-06-01 18:00:00,1082.26015,553.2882,3a,42
2026-06-01 19:00:00,1112.26015,641.80347,3a,42
2026-06-01 20:00:00,901.26015,547.5185,3a,42
2026-06-01 21:00:00,682.26015,431.86026,3a,42
2026-06-01 22:00:00,672.26015,367.33142,3a,42
2026-06-01 23:00:00,472.26015,339.3515,3a,42
2026-06-02 00:00:00,399.80252,428.74023,3a,42
2026-06-02 01:00:00,399.80252,410.04565,3a,42
2026-06-02 02:00:00,399.80252,407.08295,3a,42
2026-06-02 03:00:00,399.80252,397.14767,3a,42
2026-06-02 04:00:00,404.80252,412.44827,3a,42
2026-06-02 05:00:00,469.80252,431.89038,3a,42
2026-06-02 06:00:00,404.80252,451.74884,3a,42
2026-06-02 07:00:00,399.80252,475.9421,3a,42
2026-06-02 08:00:00,354.80252,485.15817,3a,42
2026-06-02 09:00:00,354.80252,492.5119,3a,42
2026-06-02 10:00:00,399.80252,518.6319,3a,42
2026-06-02 11:00:00,399.80252,519.3982,3a,42
2026-06-02 12:00:00,399.80252,510.49173,3a,42
2026-06-02 13:00:00,399.80252,536.04065,3a,42
2026-06-02 14:00:00,469.80252,559.23773,3a,42
2026-06-02 15:00:00,664.80252,576.6626,3a,42
2026-06-02 16:00:00,669.80252,565.87946,3a,42
2026-06-02 17:00:00,679.80252,599.35,3a,42
2026-06-02 18:00:00,897.80252,810.487,3a,42
2026-06-02 19:00:00,1079.80252,844.649,3a,42
2026-06-02 20:00:00,898.80252,675.8619,3a,42
2026-06-02 21:00:00,679.80252,546.2642,3a,42
2026-06-02 22:00:00,664.80252,492.42258,3a,42
2026-06-02 23:00:00,659.80252,456.0151,3a,42
2026-06-03 00:00:00,422.63257,501.36627,3a,42
2026-06-03 01:00:00,477.63257,443.98297,3a,42
2026-06-03 02:00:00,477.63257,449.16937,3a,42
2026-06-03 03:00:00,422.63257,463.56216,3a,42
2026-06-03 04:00:00,422.63257,485.4384,3a,42
2026-06-03 05:00:00,552.63257,505.88257,3a,42
2026-06-03 06:00:00,477.63257,523.4724,3a,42
2026-06-03 07:00:00,422.63257,542.0989,3a,42
2026-06-03 08:00:00,477.63257,574.3403,3a,42
2026-06-03 09:00:00,422.63257,583.66724,3a,42
2026-06-03 10:00:00,477.63257,631.1756,3a,42
2026-06-03 11:00:00,477.63257,638.244,3a,42
2026-06-03 12:00:00,477.63257,626.7756,3a,42
2026-06-03 13:00:00,552.63257,630.39905,3a,42
2026-06-03 14:00:00,552.63257,644.1432,3a,42
2026-06-03 15:00:00,552.63257,654.5338,3a,42
2026-06-03 16:00:00,667.63257,684.69806,3a,42
2026-06-03 17:00:00,667.63257,688.787,3a,42
2026-06-03 18:00:00,901.63257,751.2581,3a,42
2026-06-03 19:00:00,1082.63257,781.09564,3a,42
2026-06-03 20:00:00,901.63257,721.2095,3a,42
2026-06-03 21:00:00,692.63257,643.1628,3a,42
2026-06-03 22:00:00,552.63257,598.2117,3a,42
2026-06-03 23:00:00,477.63257,579.9969,3a,42
2026-06-04 00:00:00,414.08495,459.63824,3a,42
2026-06-04 01:00:00,414.08495,453.44733,3a,42
2026-06-04 02:00:00,414.08495,459.50543,3a,42
2026-06-04 03:00:00,414.08495,469.82367,3a,42
2026-06-04 04:00:00,414.08495,480.70157,3a,42
2026-06-04 05:00:00,414.08495,495.5549,3a,42
2026-06-04 06:00:00,414.08495,496.31046,3a,42
2026-06-04 07:00:00,414.08495,494.25424,3a,42
2026-06-04 08:00:00,414.08495,502.06894,3a,42
2026-06-04 09:00:00,414.08495,500.3733,3a,42
2026-06-04 10:00:00,414.08495,512.21924,3a,42
2026-06-04 11:00:00,414.08495,520.06055,3a,42
2026-06-04 12:00:00,414.08495,528.8898,3a,42
2026-06-04 13:00:00,414.08495,577.2251,3a,42
2026-06-04 14:00:00,414.08495,618.15375,3a,42
2026-06-04 15:00:00,483.08495,650.868,3a,42
2026-06-04 16:00:00,613.08495,662.4774,3a,42
2026-06-04 17:00:00,613.08495,790.0775,3a,42
2026-06-04 18:00:00,902.08495,930.9307,3a,42
2026-06-04 19:00:00,1083.08495,868.80646,3a,42
2026-06-04 20:00:00,902.08495,751.8659,3a,42
2026-06-04 21:00:00,693.08495,653.6917,3a,42
2026-06-04 22:00:00,613.08495,559.1595,3a,42
2026-06-04 23:00:00,483.08495,513.75977,3a,42
2026-06-05 00:00:00,481.29214,403.84393,3a,42
2026-06-05 01:00:00,481.29214,394.21564,3a,42
2026-06-05 02:00:00,481.29214,391.32968,3a,42
2026-06-05 03:00:00,481.29214,402.087,3a,42
2026-06-05 04:00:00,512.29214,401.41965,3a,42
2026-06-05 05:00:00,512.29214,405.58032,3a,42
2026-06-05 06:00:00,512.29214,403.81027,3a,42
2026-06-05 07:00:00,512.29214,393.95795,3a,42
2026-06-05 08:00:00,512.29214,415.97208,3a,42
2026-06-05 09:00:00,512.29214,433.24664,3a,42
2026-06-05 10:00:00,512.29214,439.53375,3a,42
2026-06-05 11:00:00,512.29214,444.9783,3a,42
2026-06-05 12:00:00,512.29214,448.9795,3a,42
2026-06-05 13:00:00,666.29214,465.92764,3a,42
2026-06-05 14:00:00,900.29214,481.95227,3a,42
2026-06-05 15:00:00,712.29214,506.69373,3a,42
2026-06-05 16:00:00,712.29214,528.58545,3a,42
2026-06-05 17:00:00,900.29214,559.4512,3a,42
2026-06-05 18:00:00,961.29214,614.38904,3a,42
2026-06-05 19:00:00,961.29214,642.216,3a,42
2026-06-05 20:00:00,941.29214,605.31195,3a,42
2026-06-05 21:00:00,900.29214,555.71356,3a,42
2026-06-05 22:00:00,691.29214,507.10193,3a,42
2026-06-05 23:00:00,666.29214,469.8581,3a,42
2026-06-06 00:00:00,382.8563,551.44073,3a,42
2026-06-06 01:00:00,382.8563,490.9796,3a,42
2026-06-06 02:00:00,496.8563,453.24045,3a,42
2026-06-06 03:00:00,496.8563,439.6006,3a,42
2026-06-06 04:00:00,496.8563,436.2395,3a,42
2026-06-06 05:00:00,496.8563,434.40833,3a,42
2026-06-06 06:00:00,496.8563,425.9245,3a,42
2026-06-06 07:00:00,591.8563,419.57883,3a,42
2026-06-06 08:00:00,591.8563,424.12357,3a,42
2026-06-06 09:00:00,591.8563,439.6241,3a,42
2026-06-06 10:00:00,496.8563,465.25482,3a,42
2026-06-06 11:00:00,591.8563,491.16547,3a,42
2026-06-06 12:00:00,591.8563,508.8632,3a,42
2026-06-06 13:00:00,496.8563,525.321,3a,42
2026-06-06 14:00:00,591.8563,531.6618,3a,42
2026-06-06 15:00:00,591.8563,547.4643,3a,42
2026-06-06 16:00:00,591.8563,567.0067,3a,42
2026-06-06 17:00:00,666.8563,589.2877,3a,42
2026-06-06 18:00:00,711.8563,637.39075,3a,42
2026-06-06 19:00:00,721.8563,672.2388,3a,42
2026-06-06 20:00:00,711.8563,659.6965,3a,42
2026-06-06 21:00:00,666.8563,629.34766,3a,42
2026-06-06 22:00:00,711.8563,587.6604,3a,42
2026-06-06 23:00:00,666.8563,551.73724,3a,42
2026-06-07 00:00:00,416.49967,532.02454,3a,42
2026-06-07 01:00:00,416.49967,481.56125,3a,42
2026-06-07 02:00:00,416.49967,456.2266,3a,42
2026-06-07 03:00:00,416.49967,446.24994,3a,42
2026-06-07 04:00:00,416.49967,444.47366,3a,42
2026-06-07 05:00:00,376.49967,439.09412,3a,42
2026-06-07 06:00:00,376.49967,425.98883,3a,42
2026-06-07 07:00:00,254.97967,415.7422,3a,42
2026-06-07 08:00:00,376.49967,416.26672,3a,42
2026-06-07 09:00:00,201.49967,424.22476,3a,42
2026-06-07 10:00:00,254.97967,444.09448,3a,42
2026-06-07 11:00:00,247.68967,468.73868,3a,42
2026-06-07 12:00:00,296.49967,481.87686,3a,42
2026-06-07 13:00:00,296.49967,486.688,3a,42
2026-06-07 14:00:00,376.49967,485.98114,3a,42
2026-06-07 15:00:00,416.49967,506.41537,3a,42
2026-06-07 16:00:00,666.49967,553.4522,3a,42
2026-06-07 17:00:00,671.49967,595.63556,3a,42
2026-06-07 18:00:00,701.49967,650.7788,3a,42
2026-06-07 19:00:00,701.49967,693.0865,3a,42
2026-06-07 20:00:00,701.49967,693.0661,3a,42
2026-06-07 21:00:00,701.49967,668.43713,3a,42
2026-06-07 22:00:00,671.49967,634.21234,3a,42
2026-06-07 23:00:00,666.49967,599.1447,3a,42
2026-06-08 00:00:00,293.68127,483.7086,3a,42
2026-06-08 01:00:00,293.68127,412.35056,3a,42
2026-06-08 02:00:00,293.68127,394.83994,3a,42
2026-06-08 03:00:00,293.68127,400.26855,3a,42
2026-06-08 04:00:00,293.68127,427.87836,3a,42
2026-06-08 05:00:00,303.68127,431.84076,3a,42
2026-06-08 06:00:00,303.68127,434.77875,3a,42
2026-06-08 07:00:00,293.68127,442.95618,3a,42
2026-06-08 08:00:00,293.68127,463.46432,3a,42
2026-06-08 09:00:00,293.68127,483.41098,3a,42
2026-06-08 10:00:00,293.68127,522.259,3a,42
2026-06-08 11:00:00,253.68127,543.02844,3a,42
2026-06-08 12:00:00,303.68127,547.5113,3a,42
2026-06-08 13:00:00,363.68127,558.8779,3a,42
2026-06-08 14:00:00,363.68127,571.53015,3a,42
2026-06-08 15:00:00,363.68127,599.2009,3a,42
2026-06-08 16:00:00,652.68127,647.2118,3a,42
2026-06-08 17:00:00,652.68127,678.3877,3a,42
2026-06-08 18:00:00,703.68127,750.7035,3a,42
2026-06-08 19:00:00,703.68127,793.7862,3a,42
2026-06-08 20:00:00,703.68127,730.1237,3a,42
2026-06-08 21:00:00,668.68127,654.102,3a,42
2026-06-08 22:00:00,652.68127,597.6135,3a,42
2026-06-08 23:00:00,652.68127,569.9266,3a,42
2026-06-09 00:00:00,205.07529,380.12738,3a,42
2026-06-09 01:00:00,205.07529,226.73016,3a,42
2026-06-09 02:00:00,205.07529,207.74101,3a,42
2026-06-09 03:00:00,205.07529,214.5031,3a,42
2026-06-09 04:00:00,205.07529,255.56932,3a,42
2026-06-09 05:00:00,245.07529,261.15286,3a,42
2026-06-09 06:00:00,245.07529,270.593,3a,42
2026-06-09 07:00:00,245.07529,279.2437,3a,42
2026-06-09 08:00:00,245.07529,299.57947,3a,42
2026-06-09 09:00:00,229.55529,322.58524,3a,42
2026-06-09 10:00:00,245.07529,391.48618,3a,42
2026-06-09 11:00:00,245.07529,412.10165,3a,42
2026-06-09 12:00:00,245.07529,417.78348,3a,42
2026-06-09 13:00:00,245.07529,457.20685,3a,42
2026-06-09 14:00:00,255.07529,487.5552,3a,42
2026-06-09 15:00:00,670.07529,504.97427,3a,42
2026-06-09 16:00:00,673.07529,596.21,3a,42
2026-06-09 17:00:00,695.07529,643.7122,3a,42
2026-06-09 18:00:00,715.07529,688.4661,3a,42
2026-06-09 19:00:00,1275.07529,750.8268,3a,42
2026-06-09 20:00:00,1275.07529,711.3572,3a,42
2026-06-09 21:00:00,1054.07529,616.96027,3a,42
2026-06-09 22:00:00,670.07529,542.5827,3a,42
2026-06-09 23:00:00,268.10729,521.0815,3a,42
2026-06-10 00:00:00,176.82348,235.89635,3a,42
2026-06-10 01:00:00,176.82348,191.4706,3a,42
2026-06-10 02:00:00,196.82348,200.97289,3a,42
2026-06-10 03:00:00,196.82348,216.69809,3a,42
2026-06-10 04:00:00,196.82348,206.19994,3a,42
2026-06-10 05:00:00,196.82348,179.00958,3a,42
2026-06-10 06:00:00,196.82348,198.73917,3a,42
2026-06-10 07:00:00,196.82348,228.76154,3a,42
2026-06-10 08:00:00,196.82348,239.35028,3a,42
2026-06-10 09:00:00,196.82348,292.35852,3a,42
2026-06-10 10:00:00,196.82348,341.1184,3a,42
2026-06-10 11:00:00,196.82348,394.99222,3a,42
2026-06-10 12:00:00,196.82348,417.0924,3a,42
2026-06-10 13:00:00,196.82348,463.14212,3a,42
2026-06-10 14:00:00,196.82348,531.6129,3a,42
2026-06-10 15:00:00,516.82348,642.4396,3a,42
2026-06-10 16:00:00,546.82348,743.5602,3a,42
2026-06-10 17:00:00,671.82348,808.69727,3a,42
2026-06-10 18:00:00,1276.82348,940.2191,3a,42
2026-06-10 19:00:00,1276.82348,1267.5591,3a,42
2026-06-10 20:00:00,742.02048,1310.8975,3a,42
2026-06-10 21:00:00,742.02048,963.8162,3a,42
2026-06-10 22:00:00,516.82348,586.9352,3a,42
2026-06-10 23:00:00,196.82348,383.68173,3a,42
2026-06-11 00:00:00,138.83873,165.84207,3a,42
2026-06-11 01:00:00,138.83873,160.79012,3a,42
2026-06-11 02:00:00,138.83873,159.35323,3a,42
2026-06-11 03:00:00,138.83873,158.03232,3a,42
2026-06-11 04:00:00,138.83873,159.27643,3a,42
2026-06-11 05:00:00,208.83873,154.01053,3a,42
2026-06-11 06:00:00,148.83873,150.13792,3a,42
2026-06-11 07:00:00,138.83873,157.58322,3a,42
2026-06-11 08:00:00,138.83873,149.43192,3a,42
2026-06-11 09:00:00,118.83873,151.22638,3a,42
2026-06-11 10:00:00,138.83873,175.62299,3a,42
2026-06-11 11:00:00,208.83873,222.28673,3a,42
2026-06-11 12:00:00,208.83873,199.75372,3a,42
2026-06-11 13:00:00,208.83873,216.36623,3a,42
2026-06-11 14:00:00,548.83873,262.94458,3a,42
2026-06-11 15:00:00,548.83873,343.71927,3a,42
2026-06-11 16:00:00,608.83873,392.36774,3a,42
2026-06-11 17:00:00,673.83873,501.06552,3a,42
2026-06-11 18:00:00,1157.83873,853.4434,3a,42
2026-06-11 19:00:00,1278.83873,1007.4155,3a,42
2026-06-11 20:00:00,1157.83873,829.844,3a,42
2026-06-11 21:00:00,743.96573,555.13184,3a,42
2026-06-11 22:00:00,608.83873,362.38736,3a,42
2026-06-11 23:00:00,233.31873,262.3921,3a,42
2026-06-12 00:00:00,135.79209,173.3245,3a,42
2026-06-12 01:00:00,227.79209,150.08032,3a,42
2026-06-12 02:00:00,135.79209,144.95648,3a,42
2026-06-12 03:00:00,227.79209,137.65292,3a,42
2026-06-12 04:00:00,227.79209,144.62668,3a,42
2026-06-12 05:00:00,307.79209,134.22049,3a,42
2026-06-12 06:00:00,227.79209,158.04387,3a,42
2026-06-12 07:00:00,227.79209,205.355,3a,42
2026-06-12 08:00:00,227.79209,215.2566,3a,42
2026-06-12 09:00:00,135.79209,229.12508,3a,42
2026-06-12 10:00:00,227.79209,271.42694,3a,42
2026-06-12 11:00:00,227.79209,324.88727,3a,42
2026-06-12 12:00:00,227.79209,308.6972,3a,42
2026-06-12 13:00:00,227.79209,349.27338,3a,42
2026-06-12 14:00:00,515.79209,405.2948,3a,42
2026-06-12 15:00:00,515.79209,485.07104,3a,42
2026-06-12 16:00:00,545.79209,520.5198,3a,42
2026-06-12 17:00:00,670.79209,583.7571,3a,42
2026-06-12 18:00:00,740.00009,891.81055,3a,42
2026-06-12 19:00:00,1275.79209,1104.3971,3a,42
2026-06-12 20:00:00,1204.79209,954.2328,3a,42
2026-06-12 21:00:00,670.79209,645.1956,3a,42
2026-06-12 22:00:00,545.79209,388.75812,3a,42
2026-06-12 23:00:00,505.79209,243.42773,3a,42
2026-06-13 00:00:00,500.46301,201.13538,3a,42
2026-06-13 01:00:00,500.46301,121.215515,3a,42
2026-06-13 02:00:00,490.46301,170.9347,3a,42
2026-06-13 03:00:00,490.46301,178.30508,3a,42
2026-06-13 04:00:00,490.46301,208.79079,3a,42
2026-06-13 05:00:00,490.46301,185.76724,3a,42
2026-06-13 06:00:00,440.46301,185.67375,3a,42
2026-06-13 07:00:00,349.46301,197.76993,3a,42
2026-06-13 08:00:00,349.46301,197.35555,3a,42
2026-06-13 09:00:00,222.46301,223.79329,3a,42
2026-06-13 10:00:00,332.92001,303.34042,3a,42
2026-06-13 11:00:00,349.46301,341.3995,3a,42
2026-06-13 12:00:00,349.46301,331.44925,3a,42
2026-06-13 13:00:00,440.46301,341.47754,3a,42
2026-06-13 14:00:00,440.46301,367.91385,3a,42
2026-06-13 15:00:00,502.46301,389.25482,3a,42
2026-06-13 16:00:00,550.46301,473.75082,3a,42
2026-06-13 17:00:00,550.46301,499.0987,3a,42
2026-06-13 18:00:00,1249.46301,609.7562,3a,42
2026-06-13 19:00:00,1249.46301,821.58203,3a,42
2026-06-13 20:00:00,665.46301,794.5163,3a,42
2026-06-13 21:00:00,1270.46301,568.7221,3a,42
2026-06-13 22:00:00,665.46301,435.35388,3a,42
2026-06-13 23:00:00,550.46301,382.60867,3a,42
2026-06-14 00:00:00,501.97868,377.3052,3a,42
2026-06-14 01:00:00,501.97868,331.16516,3a,42
2026-06-14 02:00:00,501.97868,342.6473,3a,42
2026-06-14 03:00:00,501.97868,362.9025,3a,42
2026-06-14 04:00:00,441.97868,369.84326,3a,42
2026-06-14 05:00:00,441.97868,359.82922,3a,42
2026-06-14 06:00:00,226.97868,351.99344,3a,42
2026-06-14 07:00:00,226.97868,340.47037,3a,42
2026-06-14 08:00:00,223.97868,351.8242,3a,42
2026-06-14 09:00:00,222.47868,366.33127,3a,42
2026-06-14 10:00:00,223.97868,374.2403,3a,42
2026-06-14 11:00:00,223.97868,384.60083,3a,42
2026-06-14 12:00:00,223.97868,386.0888,3a,42
2026-06-14 13:00:00,223.97868,389.38336,3a,42
2026-06-14 14:00:00,226.97868,398.73453,3a,42
2026-06-14 15:00:00,501.97868,418.78262,3a,42
2026-06-14 16:00:00,503.47868,431.0901,3a,42
2026-06-14 17:00:00,503.47868,456.90857,3a,42
2026-06-14 18:00:00,503.97868,520.99396,3a,42
2026-06-14 19:00:00,600.97868,596.65454,3a,42
2026-06-14 20:00:00,503.97868,606.43524,3a,42
2026-06-14 21:00:00,600.97868,557.49133,3a,42
2026-06-14 22:00:00,552.97868,486.03973,3a,42
2026-06-14 23:00:00,503.97868,439.9698,3a,42
2026-06-15 00:00:00,340.96241,400.47864,3a,42
