variable,n,corr_contemp,corr_lag24h,corr_parcial,veredicto
porcentaje_volumen_util,65833,-0.20093494127404996,-0.19816001481800552,-0.028719908620194193,REDUNDANTE
precio_contratos_regulado,65833,0.33591286660519204,0.33468178424097017,0.06608046336138206,>>> CANDIDATA REAL <<<
precio_contratos_no_regulado,65833,0.45125122223772696,0.4455948734170073,0.08092978807927595,>>> CANDIDATA REAL <<<
aportes_caudal,65833,-0.2732625796556848,-0.28511997279258783,-0.08803934103474644,>>> CANDIDATA REAL <<<
