fecha_hora,Persistencia,XGBoost,ARX+GARCH,N-BEATSx,N-HiTS,v1,v4,precio medio real
1,2.1068103095558546,3.8674698227499626,3.3995086534980743,6.730497095032148,3.4040769925982337,5.070172576952303,1.5110586221231714,212.23513172274565
2,3.2718714285714285,9.933567470942908,3.1269179117911086,1.7818847648366298,3.1318812861960277,2.4402374750414317,-0.2697075197610554,124.41800077380951
3,-2.8777923118279567,2.182125256117955,-1.8789633837989008,6.8685153740503475,4.157196763233473,4.245910939203897,1.5486254162791802,220.19914784946235
4,0.19390511111111092,-11.429513034118655,-3.760374847637095,4.019900318423801,-2.6163705331353095,1.3026230719492362,-1.5643165542966149,269.0062278888889
5,-4.11310123655914,-46.048760970865885,-14.94419756249615,-7.082210697585898,-8.868088274024228,-9.019278401165383,-9.773247372187905,504.99030413978494
6,-15.986434611111111,-51.02303552853733,-24.10211164510803,3.9280967583821647,-3.223221643378362,-3.1330294227172715,-6.467991147717743,548.1115951666667
7,-5.335894677419355,-66.25429389718005,-15.931874758241937,17.45772521305863,6.403356301807687,8.792088892016523,4.382598297435751,790.8235119892474
8,-6.025272783505163,-58.18343188124195,-1.5638700640842622,44.501947618999665,53.82097082997745,38.73879271799418,34.409182177985535,935.1418103092784
