origen,regimen,mae_naive7d,mae_Persistencia,rmae_Persistencia,mae_XGBoost,rmae_XGBoost,mae_ARX+GARCH,rmae_ARX+GARCH,mae_N-BEATSx,rmae_N-BEATSx,mae_N-HiTS,rmae_N-HiTS
Origen 1,La Nina (inicio),32.566510924657535,16.80302599086758,0.51596027679297,18.254494341635507,0.560529630695385,50.88371729694092,1.562455290794281,25.786550827997083,0.791811898046252,55.3770317929892,1.7004287601181378
Origen 2,La Nina (continuacion),47.22917502283105,17.5189196369863,0.37093427163437603,24.138263097554525,0.5110879681020439,19.509874952301757,0.41308947155800396,17.17414532335506,0.36363424334752636,17.855218516313247,0.37805484655791377
Origen 3,La Nina (triple-dip),111.37403757077625,39.74940643835617,0.3569001116000317,59.59824735834242,0.5351179561975453,49.73888094686905,0.4465931381473071,40.218626359702746,0.3611131214861858,37.97296622638943,0.3409498933021825
Origen 4,El Nino (fuerte),174.18092413023678,67.18841359289618,0.3857392187370573,133.98581794625565,0.7692335921129523,80.80345813910841,0.46390532455029854,66.3550010643874,0.3809544667174524,68.46577653555754,0.3930727597033818
Origen 5,El Nino (pico),177.58128086757995,101.25249744292236,0.5701755103254663,135.4650824365887,0.7628342456748199,102.63870093284179,0.5779815329149367,104.58574363192706,0.5889457668115103,103.05107261703922,0.5803036903077812
Origen 6,El Nino 2026 (neutral->fuerte),123.68234441272902,56.39987661330762,0.4560058824976729,61.39044052055914,0.49635573138635475,55.83153936339182,0.4514107460405303,46.82351069790311,0.37857877711027743,46.43820446276535,0.3754634882065355
