fecha_hora,real,v4 (referencia),v1 (NNLS global),Persistencia,nivel v4 + forma persistencia,nivel v4 + forma v1,nivel v4 + forma ajustada (pesos suman 1),nivel v4 + forma ajustada (escala libre)
2026-04-15 16:00:00,375.40876,392.2283503608066,407.5148288103481,378.71938,368.3417722394742,403.19733351846514,393.4556236637818,391.72093446134386
2026-04-15 17:00:00,385.40876,465.4405005143012,484.44868354171234,378.71938,368.3417722394742,480.1311882498294,456.38739507886464,453.4673408139093
2026-04-15 18:00:00,390.40876,925.5147375620336,889.8580262103758,1150.80138,1140.4237722394744,885.5405309184928,918.1401298887406,919.8413685817999
2026-04-15 19:00:00,1087.44276,957.1429761517198,935.5936821197776,1150.74838,1140.3707722394743,931.2761868278947,948.3121959344039,950.314345230731
2026-04-15 20:00:00,385.40876,578.9992547357161,580.1783115014305,563.71938,553.3417722394743,575.8608162095475,571.2946168053703,567.4846211042136
2026-04-15 21:00:00,385.40876,389.0770517686795,390.7093330167248,378.71938,368.3417722394742,386.3918377248419,386.84555579111293,386.577942801915
2026-04-15 22:00:00,375.40876,338.2913346832852,339.1864380929743,335.71938,325.3417722394742,334.86894280109135,337.8403797634671,338.81741259305556
2026-04-15 23:00:00,355.40876,336.7177404374696,333.3174471809496,335.71938,325.3417722394742,328.99995188906666,335.4853711127259,336.0343280445428
2026-04-16 00:00:00,357.42949,312.3932530285417,319.95978052177554,330.20876,319.8311522394742,315.6422852298926,314.43779814262354,312.02850597623694
2026-04-16 01:00:00,357.42949,357.4169391118979,351.9017634066278,327.40876,339.9889085026847,347.07712389743585,353.2656712923018,357.6671120002303
2026-04-16 02:00:00,357.42949,353.43322716987166,351.1249803717756,340.40876,352.9889085026847,346.30034086258365,352.63344346293206,355.99219278938494
2026-04-16 03:00:00,357.42949,350.188860288491,346.654334994394,330.20876,342.7889085026847,341.829695485202,348.0176377929582,350.6452977245091
2026-04-16 04:00:00,357.42949,360.518921267546,359.5979611185063,355.40876,367.9889085026847,354.77332160931434,361.2832219359951,362.6228374864074
2026-04-16 05:00:00,371.92949,365.7981215384617,364.0644090596358,355.40876,367.9889085026847,359.23976955044384,365.5260476452979,367.5291043408036
2026-04-16 06:00:00,371.92949,349.11009284540575,362.6635118982695,355.40876,367.9889085026847,357.83887238907755,353.939481840235,355.71241077023603
2026-04-16 07:00:00,371.92949,346.3399936057124,360.5973555289159,355.40876,367.9889085026847,355.77271601972393,351.8664261057788,353.26051950126873
2026-04-16 08:00:00,371.92949,344.925212068819,358.48860974354267,355.40876,367.9889085026847,353.6639702343507,350.53091865180596,350.2290693515756
2026-04-16 09:00:00,357.42949,345.96870970066834,356.80409968076043,355.40876,367.9889085026847,351.97946017156846,350.6678791776806,349.0545952304743
2026-04-16 10:00:00,357.42949,351.13339475433327,360.339232235493,355.40876,367.9889085026847,355.51459272630103,354.497107141163,352.4961748781562
2026-04-16 11:00:00,357.42949,349.00710954330566,356.9513614875874,355.40876,367.9889085026847,352.12672197839544,352.41994221396703,349.944978214648
2026-04-16 12:00:00,357.42949,341.8835244371806,359.8331037373077,340.40876,352.9889085026847,355.0084642281157,344.7191471202806,342.39649911394054
