fecha_hora,real,prediccion,prob_alto,clasificado_alto
2026-01-11 00:00:00,119.10337,176.6806,0.0019774523,0
2026-01-11 01:00:00,116.18537,176.2417,0.0018831537,0
2026-01-11 02:00:00,116.18537,174.23071,0.0017804403,0
2026-01-11 03:00:00,116.18537,173.33394,0.001672794,0
2026-01-11 04:00:00,116.18537,173.43837,0.0017395564,0
2026-01-11 05:00:00,116.18537,174.18112,0.0017784052,0
2026-01-11 06:00:00,116.18537,173.9707,0.0020497073,0
2026-01-11 07:00:00,114.73137,174.28505,0.0020322022,0
2026-01-11 08:00:00,110.59537,158.67656,0.0021362791,0
2026-01-11 09:00:00,110.59537,148.58318,0.002456386,0
2026-01-11 10:00:00,110.59537,147.8039,0.0026573858,0
2026-01-11 11:00:00,110.59537,158.2596,0.003206474,0
2026-01-11 12:00:00,112.10337,158.2596,0.0038198973,0
2026-01-11 13:00:00,116.17837,160.99944,0.004205266,0
2026-01-11 14:00:00,116.18537,176.89548,0.00508823,0
2026-01-11 15:00:00,116.18537,176.79068,0.005577386,0
2026-01-11 16:00:00,119.10337,200.71501,0.013994478,0
2026-01-11 17:00:00,119.10337,232.446,0.01675539,0
2026-01-11 18:00:00,154.10337,232.446,0.037111387,0
2026-01-11 19:00:00,219.10337,232.4561,0.039143916,0
2026-01-11 20:00:00,154.10337,232.4561,0.030072624,0
2026-01-11 21:00:00,154.10337,232.31613,0.016637962,0
2026-01-11 22:00:00,124.10337,232.11551,0.011938083,0
2026-01-11 23:00:00,119.10337,196.19286,0.006256129,0
2026-01-12 00:00:00,117.87734,158.03056,0.0022588896,0
2026-01-12 01:00:00,113.88434,156.10219,0.002186884,0
2026-01-12 02:00:00,113.88434,153.977,0.0013174427,0
2026-01-12 03:00:00,113.88434,150.86028,0.0013174879,0
2026-01-12 04:00:00,113.88434,151.33688,0.0013135812,0
2026-01-12 05:00:00,113.88434,153.3427,0.0019903386,0
2026-01-12 06:00:00,113.88434,158.83559,0.0028865477,0
2026-01-12 07:00:00,113.88434,157.79903,0.0030071582,0
2026-01-12 08:00:00,113.46634,152.71202,0.0041785617,0
2026-01-12 09:00:00,113.46634,153.46729,0.0054949992,0
2026-01-12 10:00:00,113.46634,153.46729,0.0066264383,0
2026-01-12 11:00:00,151.38434,153.12941,0.008866836,0
2026-01-12 12:00:00,151.38434,154.88474,0.0089780055,0
2026-01-12 13:00:00,196.38434,165.92265,0.012792289,0
2026-01-12 14:00:00,196.38434,168.05621,0.014707379,0
2026-01-12 15:00:00,196.38434,167.75182,0.018607799,0
2026-01-12 16:00:00,206.38434,167.75182,0.026786009,0
2026-01-12 17:00:00,206.38434,167.50842,0.028075427,0
2026-01-12 18:00:00,216.38434,179.38676,0.07546788,0
2026-01-12 19:00:00,216.38434,217.50807,0.0834343,0
2026-01-12 20:00:00,216.38434,178.0485,0.044740677,0
2026-01-12 21:00:00,216.38434,175.73854,0.019419167,0
2026-01-12 22:00:00,206.38434,163.27893,0.010819434,0
2026-01-12 23:00:00,206.38434,157.32681,0.005417483,0
