fecha_hora,real,GBM cuadratica,GBM absoluta (MAE),GBM MCC,LEAR (LASSO),LEAR MCC
2026-04-29 15:00:00,279.18392,266.19555768178986,271.36447744539686,267.79689351193593,276.82007033913146,241.3612625464215
2026-04-29 16:00:00,282.18392,337.71644596264855,275.99737843437464,289.80066360452344,269.1807639325501,249.98456353638502
2026-04-29 17:00:00,364.18392,292.3477072527936,275.8819228721349,302.88922410390575,262.1698675259861,240.4487152795334
2026-04-29 18:00:00,364.18392,378.0234890549914,401.414732062262,333.73234074510725,436.46350145467954,388.6560376185431
2026-04-29 19:00:00,614.18392,694.8770752410599,502.53225144053346,423.0203975732492,666.523641754465,580.3597295610592
2026-04-29 20:00:00,614.18392,390.0160040952299,392.35810953998055,276.4010198773918,376.18387539232253,317.64884714271676
2026-04-29 21:00:00,284.18392,298.6115742806976,281.896214155039,283.3636489646433,256.02068919618694,251.34265664802246
2026-04-29 22:00:00,274.18392,254.22876178526928,250.80287632577566,258.31066900621505,224.5022425074975,211.68538359670103
2026-04-29 23:00:00,274.18392,239.74118821548038,213.47625929542997,233.96130018385514,190.11003466767204,177.03771477735535
2026-04-30 00:00:00,123.9943,117.36520870752851,130.02218612064783,151.26995534252882,209.84389806522734,144.21746418357503
2026-04-30 01:00:00,123.9943,134.27336395868508,123.51350052653451,123.48534910819018,142.73828015184054,125.43570656639002
2026-04-30 02:00:00,123.9943,113.57269228178102,117.61805068840016,124.15268532048766,140.20608021147174,124.17639184172725
2026-04-30 03:00:00,123.9943,127.1596558625694,123.29381536396734,124.51339568088129,132.14121697342853,124.44481483016824
2026-04-30 04:00:00,123.9943,138.71863167498952,146.14275002110966,125.16221380989677,151.79676908849103,127.00299579447687
2026-04-30 05:00:00,225.6873,153.2417428333071,166.7832460197711,149.73868823091235,164.89286285982288,130.77440298102633
2026-04-30 06:00:00,225.6873,164.55864273178514,170.26416680713464,144.596334323327,159.49721303318972,135.412535623304
2026-04-30 07:00:00,123.9943,176.5388839549513,173.4674770546907,176.65580792288128,173.01546782702422,150.8619954263363
