fecha_hora,real,pred
2026-01-01 01:00:00,307.90985,325.44388091533494
2026-01-01 02:00:00,296.32185,319.88613018170724
2026-01-01 03:00:00,296.32185,317.5851793883528
2026-01-01 04:00:00,296.32185,324.99199024854755
2026-01-01 05:00:00,296.32185,333.74906184604845
2026-01-01 06:00:00,296.32185,332.0012093473059
2026-01-01 07:00:00,296.32185,287.6841735196479
2026-01-01 08:00:00,272.90985,283.5172714484231
2026-01-01 09:00:00,104.99185,281.549544567217
2026-01-01 10:00:00,103.53785,276.05430130520483
2026-01-01 11:00:00,244.80985,294.35590157217007
2026-01-01 12:00:00,272.90985,312.24557794691555
2026-01-01 13:00:00,292.90985,319.9867292601588
2026-01-01 14:00:00,296.32185,338.6069717507836
2026-01-01 15:00:00,296.32185,342.9642285957247
2026-01-01 16:00:00,296.32185,358.500645258599
2026-01-01 17:00:00,327.90985,368.31376498731163
2026-01-01 18:00:00,332.90985,371.2039007615624
2026-01-01 19:00:00,332.90985,428.8405288535576
2026-01-01 20:00:00,332.90985,383.0164791586659
2026-01-01 21:00:00,332.90985,356.7154036581278
2026-01-01 22:00:00,332.90985,347.4287581249872
2026-01-01 23:00:00,327.90985,337.47319132408336
2026-01-02 00:00:00,329.20101,318.24524207084244
2026-01-02 01:00:00,326.20101,304.75663068898484
2026-01-02 02:00:00,326.20101,275.7273083748587
2026-01-02 03:00:00,329.20101,274.75706992162543
2026-01-02 04:00:00,326.20101,294.91359935438624
2026-01-02 05:00:00,329.20101,330.31672225180466
2026-01-02 06:00:00,329.20101,332.4413500755669
2026-01-02 07:00:00,329.20101,313.6549839173235
2026-01-02 08:00:00,329.20101,328.22163976424713
2026-01-02 09:00:00,326.20101,319.9245103596504
2026-01-02 10:00:00,326.20101,324.0929712335296
2026-01-02 11:00:00,329.20101,339.0124991240995
2026-01-02 12:00:00,329.20101,339.52845048096015
2026-01-02 13:00:00,329.20101,344.73754319363405
2026-01-02 14:00:00,329.20101,358.38487483043764
2026-01-02 15:00:00,331.20101,368.446540594825
2026-01-02 16:00:00,331.20101,378.67415924112737
2026-01-02 17:00:00,352.17901,375.70313925696377
2026-01-02 18:00:00,352.17901,383.99348941616284
2026-01-02 19:00:00,352.17901,404.3146378995625
2026-01-02 20:00:00,352.17901,375.05113747770747
2026-01-02 21:00:00,352.17901,368.1338509041352
2026-01-02 22:00:00,352.17901,360.7401511856942
2026-01-02 23:00:00,331.20101,349.4470353873246
2026-01-03 00:00:00,342.48147,290.388328584581
2026-01-03 01:00:00,342.48147,344.7563221501969
2026-01-03 02:00:00,327.48147,344.24551958202056
2026-01-03 03:00:00,327.48147,342.2557760006683
2026-01-03 04:00:00,327.48147,346.30255829691043
2026-01-03 05:00:00,327.48147,344.30844261176094
2026-01-03 06:00:00,327.48147,332.52487883770084
2026-01-03 07:00:00,327.48147,343.162646686765
2026-01-03 08:00:00,327.48147,353.79917336440406
2026-01-03 09:00:00,327.48147,354.5699084155056
2026-01-03 10:00:00,327.48147,344.10844243037104
2026-01-03 11:00:00,327.48147,359.03207587904393
2026-01-03 12:00:00,327.48147,358.11752561248994
2026-01-03 13:00:00,327.48147,353.2107906341348
2026-01-03 14:00:00,332.48147,353.5647059084075
2026-01-03 15:00:00,342.48147,362.20174364726813
2026-01-03 16:00:00,352.07947,366.8459221821415
2026-01-03 17:00:00,354.48147,388.8764767130373
2026-01-03 18:00:00,354.48147,401.8053875128129
2026-01-03 19:00:00,354.48147,388.19255422185023
2026-01-03 20:00:00,354.48147,368.3165919857014
2026-01-03 21:00:00,354.48147,380.4566970394932
2026-01-03 22:00:00,352.07947,369.6369413364449
2026-01-03 23:00:00,352.07947,366.71034824720084
2026-01-04 00:00:00,282.47952,334.1236490332228
2026-01-04 01:00:00,282.47952,299.4715346432385
2026-01-04 02:00:00,282.47952,306.86063395262295
2026-01-04 03:00:00,282.47952,309.32210254761753
