ds,y,NBEATSx,ventana,semilla
2026-07-25 21:00:00,880.99961,806.7194,1a,7
2026-07-25 22:00:00,775.99961,800.59894,1a,7
2026-07-25 23:00:00,775.99961,791.0784,1a,7
2026-07-26 00:00:00,656.43802,715.9108,1a,7
2026-07-26 01:00:00,656.43802,712.8259,1a,7
2026-07-26 02:00:00,646.43802,738.693,1a,7
2026-07-26 03:00:00,646.43802,730.5175,1a,7
2026-07-26 04:00:00,646.43802,710.13464,1a,7
2026-07-26 05:00:00,646.43802,693.3831,1a,7
2026-07-26 06:00:00,616.43802,688.7467,1a,7
2026-07-26 07:00:00,156.43802,674.7952,1a,7
2026-07-26 08:00:00,156.43802,675.3362,1a,7
2026-07-26 09:00:00,156.43802,696.9829,1a,7
2026-07-26 10:00:00,156.43802,703.7833,1a,7
2026-07-26 11:00:00,156.43802,728.50116,1a,7
2026-07-26 12:00:00,301.17402,728.6235,1a,7
2026-07-26 13:00:00,616.43802,757.0717,1a,7
2026-07-26 14:00:00,646.43802,769.1642,1a,7
2026-07-26 15:00:00,656.43802,760.20734,1a,7
2026-07-26 16:00:00,656.43802,757.6266,1a,7
2026-07-26 17:00:00,694.83502,778.322,1a,7
2026-07-26 18:00:00,786.43802,920.3283,1a,7
2026-07-26 19:00:00,796.43802,915.32886,1a,7
2026-07-26 20:00:00,786.43802,853.1779,1a,7
2026-07-26 21:00:00,786.43802,795.0589,1a,7
2026-07-26 22:00:00,776.43802,802.396,1a,7
2026-07-26 23:00:00,656.43802,752.32465,1a,7
2026-07-27 00:00:00,593.78592,609.0358,1a,7
2026-07-27 01:00:00,593.78592,648.8898,1a,7
2026-07-27 02:00:00,592.78592,634.25616,1a,7
2026-07-27 03:00:00,592.78592,616.0739,1a,7
2026-07-27 04:00:00,593.78592,619.3601,1a,7
2026-07-27 05:00:00,593.78592,625.6442,1a,7
2026-07-27 06:00:00,593.78592,599.95447,1a,7
2026-07-27 07:00:00,593.78592,605.7479,1a,7
2026-07-27 08:00:00,593.78592,588.25446,1a,7
2026-07-27 09:00:00,593.78592,581.8842,1a,7
2026-07-27 10:00:00,593.78592,597.79816,1a,7
2026-07-27 11:00:00,593.78592,608.4645,1a,7
2026-07-27 12:00:00,593.78592,618.8581,1a,7
2026-07-27 13:00:00,593.78592,625.08093,1a,7
2026-07-27 14:00:00,593.78592,651.64496,1a,7
2026-07-27 15:00:00,643.78592,624.9878,1a,7
2026-07-27 16:00:00,643.78592,633.41376,1a,7
2026-07-27 17:00:00,683.78592,638.2222,1a,7
2026-07-27 18:00:00,713.78592,638.6551,1a,7
2026-07-27 19:00:00,713.78592,655.6594,1a,7
2026-07-27 20:00:00,713.78592,641.7714,1a,7
2026-07-27 21:00:00,683.78592,649.69836,1a,7
2026-07-27 22:00:00,673.78592,610.6119,1a,7
2026-07-27 23:00:00,613.78592,596.6302,1a,7
2026-07-28 00:00:00,644.01838,610.4503,1a,7
2026-07-28 01:00:00,644.01838,619.60974,1a,7
2026-07-28 02:00:00,644.01838,624.0555,1a,7
2026-07-28 03:00:00,644.01838,619.7467,1a,7
2026-07-28 04:00:00,644.01838,610.58685,1a,7
2026-07-28 05:00:00,644.51838,612.7638,1a,7
2026-07-28 06:00:00,644.01838,612.1153,1a,7
2026-07-28 07:00:00,604.01838,613.35846,1a,7
2026-07-28 08:00:00,604.01838,611.55804,1a,7
2026-07-28 09:00:00,604.01838,609.3089,1a,7
2026-07-28 10:00:00,604.01838,612.4704,1a,7
2026-07-28 11:00:00,604.01838,613.1858,1a,7
2026-07-28 12:00:00,604.01838,610.99567,1a,7
2026-07-28 13:00:00,644.01838,613.18744,1a,7
2026-07-28 14:00:00,654.01838,617.4142,1a,7
2026-07-28 15:00:00,654.01838,621.76227,1a,7
2026-07-28 16:00:00,654.01838,629.56915,1a,7
2026-07-28 17:00:00,691.02838,628.85754,1a,7
2026-07-28 18:00:00,954.01838,626.11273,1a,7
2026-07-28 19:00:00,984.01838,627.255,1a,7
2026-07-28 20:00:00,1164.01838,624.2057,1a,7
2026-07-28 21:00:00,943.01838,628.3926,1a,7
2026-07-28 22:00:00,674.01838,620.35284,1a,7
2026-07-28 23:00:00,654.01838,617.99207,1a,7
2026-07-29 00:00:00,662.76372,641.8992,1a,7
2026-07-29 01:00:00,643.26372,641.5161,1a,7
2026-07-29 02:00:00,642.96372,642.1481,1a,7
2026-07-29 03:00:00,643.26372,652.6923,1a,7
2026-07-29 04:00:00,643.26372,642.1126,1a,7
2026-07-29 05:00:00,662.76372,647.0092,1a,7
2026-07-29 06:00:00,643.26372,622.3087,1a,7
2026-07-29 07:00:00,642.96372,615.54285,1a,7
2026-07-29 08:00:00,642.96372,604.73944,1a,7
2026-07-29 09:00:00,642.96372,609.0121,1a,7
2026-07-29 10:00:00,642.96372,612.8705,1a,7
2026-07-29 11:00:00,642.96372,610.0798,1a,7
2026-07-29 12:00:00,642.96372,621.1427,1a,7
2026-07-29 13:00:00,642.96372,621.70105,1a,7
2026-07-29 14:00:00,642.96372,619.2934,1a,7
2026-07-29 15:00:00,662.76372,613.8865,1a,7
2026-07-29 16:00:00,672.76372,637.48395,1a,7
2026-07-29 17:00:00,742.76372,647.6447,1a,7
2026-07-29 18:00:00,1002.76372,653.27545,1a,7
2026-07-29 19:00:00,1002.76372,654.64606,1a,7
2026-07-29 20:00:00,1002.76372,653.3711,1a,7
2026-07-29 21:00:00,991.76372,648.1826,1a,7
2026-07-29 22:00:00,742.76372,655.19714,1a,7
2026-07-29 23:00:00,689.73572,652.3512,1a,7
2026-07-30 00:00:00,893.34505,628.6245,1a,7
2026-07-30 01:00:00,893.34505,625.97675,1a,7
2026-07-30 02:00:00,893.34505,622.0381,1a,7
2026-07-30 03:00:00,893.34505,625.98126,1a,7
2026-07-30 04:00:00,992.84505,626.65735,1a,7
2026-07-30 05:00:00,992.84505,633.7735,1a,7
2026-07-30 06:00:00,992.84505,642.3456,1a,7
2026-07-30 07:00:00,893.34505,647.4979,1a,7
2026-07-30 08:00:00,743.34505,667.7105,1a,7
2026-07-30 09:00:00,743.34505,667.3037,1a,7
2026-07-30 10:00:00,893.34505,672.5762,1a,7
2026-07-30 11:00:00,893.34505,648.2915,1a,7
2026-07-30 12:00:00,893.34505,621.0316,1a,7
2026-07-30 13:00:00,893.34505,644.1171,1a,7
2026-07-30 14:00:00,992.84505,664.8884,1a,7
2026-07-30 15:00:00,992.84505,678.30035,1a,7
2026-07-30 16:00:00,1003.34505,725.149,1a,7
2026-07-30 17:00:00,1003.34505,750.16174,1a,7
2026-07-30 18:00:00,1199.34505,704.48254,1a,7
2026-07-30 19:00:00,1208.34505,739.2139,1a,7
2026-07-30 20:00:00,1199.34505,782.85114,1a,7
2026-07-30 21:00:00,1208.34505,709.5254,1a,7
2026-07-30 22:00:00,1003.34505,635.7411,1a,7
2026-07-30 23:00:00,992.84505,589.2349,1a,7
2026-07-31 00:00:00,982.09867,837.04834,1a,7
2026-07-31 01:00:00,892.09867,819.48737,1a,7
2026-07-31 02:00:00,972.59867,757.5139,1a,7
2026-07-31 03:00:00,972.59867,724.7501,1a,7
2026-07-31 04:00:00,982.09867,756.1626,1a,7
2026-07-31 05:00:00,982.09867,756.1055,1a,7
2026-07-31 06:00:00,982.09867,757.56714,1a,7
2026-07-31 07:00:00,892.09867,765.6842,1a,7
2026-07-31 08:00:00,892.09867,778.9612,1a,7
2026-07-31 09:00:00,892.09867,778.3502,1a,7
2026-07-31 10:00:00,892.09867,763.043,1a,7
2026-07-31 11:00:00,892.09867,736.4795,1a,7
2026-07-31 12:00:00,892.09867,768.8784,1a,7
2026-07-31 13:00:00,892.09867,795.71063,1a,7
2026-07-31 14:00:00,982.09867,803.59973,1a,7
2026-07-31 15:00:00,982.09867,820.2811,1a,7
2026-07-31 16:00:00,991.59867,900.6867,1a,7
2026-07-31 17:00:00,991.59867,975.3866,1a,7
2026-07-31 18:00:00,1106.09867,956.4914,1a,7
2026-07-31 19:00:00,1162.09867,1014.8016,1a,7
2026-07-31 20:00:00,1106.09867,1075.248,1a,7
2026-07-31 21:00:00,1107.09867,1150.9181,1a,7
2026-07-31 22:00:00,991.59867,1034.9248,1a,7
2026-07-31 23:00:00,982.09867,880.0737,1a,7
2026-08-01 00:00:00,989.5918,933.5301,1a,7
2026-08-01 01:00:00,989.5918,898.88025,1a,7
2026-08-01 02:00:00,989.5918,840.51685,1a,7
2026-08-01 03:00:00,985.0918,826.42883,1a,7
2026-08-01 04:00:00,989.5918,811.8001,1a,7
2026-08-01 05:00:00,989.5918,807.1254,1a,7
2026-08-01 06:00:00,989.5918,798.3385,1a,7
2026-08-01 07:00:00,985.0918,795.1614,1a,7
2026-08-01 08:00:00,650.0918,821.5403,1a,7
2026-08-01 09:00:00,890.5918,812.1455,1a,7
2026-08-01 10:00:00,890.5918,793.99255,1a,7
2026-08-01 11:00:00,890.5918,782.8406,1a,7
2026-08-01 12:00:00,890.5918,793.80225,1a,7
2026-08-01 13:00:00,890.5918,808.4455,1a,7
2026-08-01 14:00:00,985.0918,808.0846,1a,7
2026-08-01 15:00:00,989.5918,794.69226,1a,7
2026-08-01 16:00:00,989.5918,814.8279,1a,7
2026-08-01 17:00:00,990.0918,820.7357,1a,7
2026-08-01 18:00:00,1015.0918,802.2257,1a,7
2026-08-01 19:00:00,1050.0918,852.77435,1a,7
2026-08-01 20:00:00,1040.0918,862.7535,1a,7
2026-08-01 21:00:00,1050.0918,865.2085,1a,7
2026-08-01 22:00:00,1015.0918,900.8546,1a,7
2026-08-01 23:00:00,990.0918,884.8429,1a,7
2026-08-02 00:00:00,942.6046,921.1041,1a,7
2026-08-02 01:00:00,942.6046,930.94244,1a,7
2026-08-02 02:00:00,722.6046,921.57404,1a,7
2026-08-02 03:00:00,893.1046,890.3906,1a,7
2026-08-02 04:00:00,893.1046,835.32874,1a,7
2026-08-02 05:00:00,942.6046,808.4443,1a,7
2026-08-02 06:00:00,652.6046,780.446,1a,7
2026-08-02 07:00:00,622.6046,770.06964,1a,7
2026-08-02 08:00:00,492.6046,797.96643,1a,7
2026-08-02 09:00:00,241.0846,789.45526,1a,7
2026-08-02 10:00:00,369.8146,774.4149,1a,7
2026-08-02 11:00:00,492.6046,766.27576,1a,7
2026-08-02 12:00:00,492.6046,769.31793,1a,7
2026-08-02 13:00:00,622.6046,784.2412,1a,7
2026-08-02 14:00:00,622.6046,786.5107,1a,7
2026-08-02 15:00:00,642.6046,812.42596,1a,7
2026-08-02 16:00:00,942.6046,866.29944,1a,7
2026-08-02 17:00:00,992.1046,908.8151,1a,7
2026-08-02 18:00:00,992.1046,892.81335,1a,7
2026-08-02 19:00:00,992.1046,916.50696,1a,7
2026-08-02 20:00:00,1017.6046,959.0133,1a,7
2026-08-02 21:00:00,1017.6046,926.92755,1a,7
2026-08-02 22:00:00,992.1046,953.66833,1a,7
2026-08-02 23:00:00,992.1046,909.11304,1a,7
2026-08-03 00:00:00,989.52102,876.08685,1a,7
2026-08-03 01:00:00,989.52102,857.9786,1a,7
2026-08-03 02:00:00,989.52102,908.0785,1a,7
2026-08-03 03:00:00,989.52102,869.61426,1a,7
2026-08-03 04:00:00,995.02102,836.2578,1a,7
2026-08-03 05:00:00,989.52102,841.6018,1a,7
2026-08-03 06:00:00,989.52102,788.7494,1a,7
2026-08-03 07:00:00,989.52102,780.93933,1a,7
2026-08-03 08:00:00,989.52102,776.4303,1a,7
2026-08-03 09:00:00,989.52102,805.4723,1a,7
2026-08-03 10:00:00,989.52102,798.46063,1a,7
2026-08-03 11:00:00,989.52102,842.4725,1a,7
2026-08-03 12:00:00,989.52102,860.5349,1a,7
2026-08-03 13:00:00,989.52102,872.3033,1a,7
2026-08-03 14:00:00,995.02102,891.2124,1a,7
2026-08-03 15:00:00,1001.02102,912.6311,1a,7
2026-08-03 16:00:00,1020.02102,994.25336,1a,7
2026-08-03 17:00:00,1020.02102,1070.4076,1a,7
2026-08-03 18:00:00,1025.02102,1295.8514,1a,7
2026-08-03 19:00:00,1050.02102,1285.2861,1a,7
2026-08-03 20:00:00,1025.02102,1220.3213,1a,7
2026-08-03 21:00:00,1025.02102,1118.3748,1a,7
2026-08-03 22:00:00,1020.02102,1111.2784,1a,7
2026-08-03 23:00:00,995.02102,1018.63806,1a,7
2026-08-04 00:00:00,1024.02798,963.09467,1a,7
2026-08-04 01:00:00,1021.02798,945.6347,1a,7
2026-08-04 02:00:00,1021.02798,902.8923,1a,7
2026-08-04 03:00:00,980.02798,945.9452,1a,7
2026-08-04 04:00:00,1018.22798,964.4397,1a,7
2026-08-04 05:00:00,1024.02798,966.5927,1a,7
2026-08-04 06:00:00,1024.02798,971.70264,1a,7
2026-08-04 07:00:00,980.02798,959.9228,1a,7
2026-08-04 08:00:00,686.89998,922.8535,1a,7
2026-08-04 09:00:00,816.13198,922.4943,1a,7
2026-08-04 10:00:00,980.02798,912.7922,1a,7
2026-08-04 11:00:00,1021.02798,903.16437,1a,7
2026-08-04 12:00:00,980.02798,915.96454,1a,7
2026-08-04 13:00:00,1021.02798,933.2235,1a,7
2026-08-04 14:00:00,1024.02798,915.41364,1a,7
2026-08-04 15:00:00,1024.02798,929.9727,1a,7
2026-08-04 16:00:00,1049.52798,952.1462,1a,7
2026-08-04 17:00:00,1024.02798,928.803,1a,7
2026-08-04 18:00:00,1050.02798,912.3473,1a,7
2026-08-04 19:00:00,1060.02798,942.4611,1a,7
2026-08-04 20:00:00,1060.02798,960.65173,1a,7
2026-08-04 21:00:00,1060.02798,1000.4499,1a,7
2026-08-04 22:00:00,1024.02798,995.50476,1a,7
2026-08-04 23:00:00,1024.02798,975.42017,1a,7
2026-08-05 00:00:00,1024.0,953.13586,1a,7
2026-08-05 01:00:00,1024.0,947.6852,1a,7
2026-08-05 02:00:00,1024.0,938.08417,1a,7
2026-08-05 03:00:00,1024.0,959.1213,1a,7
2026-08-05 04:00:00,1024.0,970.4949,1a,7
2026-08-05 05:00:00,1024.0,943.0721,1a,7
2026-08-05 06:00:00,1024.0,927.65424,1a,7
2026-08-05 07:00:00,1024.0,918.87823,1a,7
2026-08-05 08:00:00,1024.0,885.10596,1a,7
2026-08-05 09:00:00,1024.0,902.5849,1a,7
2026-08-05 10:00:00,1024.0,883.9313,1a,7
2026-08-05 11:00:00,1024.0,878.80725,1a,7
2026-08-05 12:00:00,1024.0,878.62695,1a,7
2026-08-05 13:00:00,1024.0,891.22375,1a,7
2026-08-05 14:00:00,1024.0,880.99866,1a,7
2026-08-05 15:00:00,1030.0,896.823,1a,7
2026-08-05 16:00:00,1038.5,911.9206,1a,7
2026-08-05 17:00:00,1038.5,899.00073,1a,7
2026-08-05 18:00:00,1060.0,895.69824,1a,7
2026-08-05 19:00:00,1060.8,910.3678,1a,7
2026-08-05 20:00:00,1060.0,925.3142,1a,7
2026-08-05 21:00:00,1060.0,914.94293,1a,7
2026-08-05 22:00:00,1049.5,916.722,1a,7
2026-08-05 23:00:00,1038.5,917.75195,1a,7
2026-01-01 00:00:00,327.90985,268.27112,2a,42
2026-01-01 01:00:00,307.90985,265.87048,2a,42
2026-01-01 02:00:00,296.32185,261.217,2a,42
2026-01-01 03:00:00,296.32185,260.80365,2a,42
2026-01-01 04:00:00,296.32185,260.8068,2a,42
2026-01-01 05:00:00,296.32185,262.46732,2a,42
2026-01-01 06:00:00,296.32185,262.84424,2a,42
2026-01-01 07:00:00,296.32185,265.8851,2a,42
2026-01-01 08:00:00,272.90985,263.72894,2a,42
2026-01-01 09:00:00,104.99185,268.40445,2a,42
2026-01-01 10:00:00,103.53785,267.82245,2a,42
2026-01-01 11:00:00,244.80985,265.185,2a,42
2026-01-01 12:00:00,272.90985,263.4302,2a,42
2026-01-01 13:00:00,292.90985,264.9753,2a,42
2026-01-01 14:00:00,296.32185,272.5019,2a,42
2026-01-01 15:00:00,296.32185,284.23926,2a,42
2026-01-01 16:00:00,296.32185,294.71143,2a,42
2026-01-01 17:00:00,327.90985,296.59335,2a,42
2026-01-01 18:00:00,332.90985,301.6251,2a,42
2026-01-01 19:00:00,332.90985,311.60687,2a,42
2026-01-01 20:00:00,332.90985,299.70392,2a,42
2026-01-01 21:00:00,332.90985,285.60095,2a,42
2026-01-01 22:00:00,332.90985,280.01938,2a,42
2026-01-01 23:00:00,327.90985,269.3057,2a,42
2026-01-02 00:00:00,329.20101,329.66214,2a,42
2026-01-02 01:00:00,326.20101,333.28238,2a,42
2026-01-02 02:00:00,326.20101,333.3128,2a,42
2026-01-02 03:00:00,329.20101,328.6262,2a,42
2026-01-02 04:00:00,326.20101,329.44595,2a,42
2026-01-02 05:00:00,329.20101,332.7838,2a,42
2026-01-02 06:00:00,329.20101,333.01593,2a,42
2026-01-02 07:00:00,329.20101,337.50452,2a,42
2026-01-02 08:00:00,329.20101,337.4165,2a,42
2026-01-02 09:00:00,326.20101,345.68,2a,42
2026-01-02 10:00:00,326.20101,349.69717,2a,42
2026-01-02 11:00:00,329.20101,342.32684,2a,42
2026-01-02 12:00:00,329.20101,341.51166,2a,42
2026-01-02 13:00:00,329.20101,337.807,2a,42
2026-01-02 14:00:00,329.20101,336.99927,2a,42
2026-01-02 15:00:00,331.20101,347.5626,2a,42
2026-01-02 16:00:00,331.20101,357.0635,2a,42
2026-01-02 17:00:00,352.17901,359.1257,2a,42
2026-01-02 18:00:00,352.17901,363.64157,2a,42
2026-01-02 19:00:00,352.17901,361.18356,2a,42
2026-01-02 20:00:00,352.17901,360.4382,2a,42
2026-01-02 21:00:00,352.17901,353.65018,2a,42
2026-01-02 22:00:00,352.17901,346.16006,2a,42
2026-01-02 23:00:00,331.20101,346.7985,2a,42
2026-01-03 00:00:00,342.48147,331.04935,2a,42
2026-01-03 01:00:00,342.48147,332.2154,2a,42
2026-01-03 02:00:00,327.48147,332.49698,2a,42
2026-01-03 03:00:00,327.48147,332.0754,2a,42
2026-01-03 04:00:00,327.48147,329.81406,2a,42
2026-01-03 05:00:00,327.48147,327.04193,2a,42
2026-01-03 06:00:00,327.48147,324.97516,2a,42
2026-01-03 07:00:00,327.48147,324.4774,2a,42
2026-01-03 08:00:00,327.48147,325.47455,2a,42
2026-01-03 09:00:00,327.48147,328.23138,2a,42
2026-01-03 10:00:00,327.48147,329.6088,2a,42
2026-01-03 11:00:00,327.48147,326.64038,2a,42
2026-01-03 12:00:00,327.48147,323.57358,2a,42
2026-01-03 13:00:00,327.48147,325.47385,2a,42
2026-01-03 14:00:00,332.48147,328.26245,2a,42
2026-01-03 15:00:00,342.48147,334.3746,2a,42
2026-01-03 16:00:00,352.07947,334.7672,2a,42
2026-01-03 17:00:00,354.48147,342.5942,2a,42
2026-01-03 18:00:00,354.48147,352.4465,2a,42
2026-01-03 19:00:00,354.48147,351.39923,2a,42
2026-01-03 20:00:00,354.48147,353.45395,2a,42
2026-01-03 21:00:00,354.48147,349.33768,2a,42
2026-01-03 22:00:00,352.07947,343.9546,2a,42
2026-01-03 23:00:00,352.07947,338.4639,2a,42
2026-01-04 00:00:00,282.47952,349.6347,2a,42
2026-01-04 01:00:00,282.47952,343.4374,2a,42
2026-01-04 02:00:00,282.47952,336.27682,2a,42
2026-01-04 03:00:00,282.47952,328.25134,2a,42
2026-01-04 04:00:00,282.47952,318.12802,2a,42
2026-01-04 05:00:00,282.47952,298.54218,2a,42
2026-01-04 06:00:00,282.47952,292.47418,2a,42
2026-01-04 07:00:00,282.47952,285.63528,2a,42
2026-01-04 08:00:00,282.47952,269.97983,2a,42
2026-01-04 09:00:00,268.11152,266.1247,2a,42
2026-01-04 10:00:00,268.11152,265.87598,2a,42
2026-01-04 11:00:00,282.47952,266.80396,2a,42
2026-01-04 12:00:00,282.47952,272.36957,2a,42
2026-01-04 13:00:00,282.47952,269.0192,2a,42
2026-01-04 14:00:00,282.47952,269.02267,2a,42
2026-01-04 15:00:00,282.47952,274.24335,2a,42
2026-01-04 16:00:00,330.47952,290.01273,2a,42
2026-01-04 17:00:00,334.47952,310.33234,2a,42
2026-01-04 18:00:00,347.07752,317.63077,2a,42
2026-01-04 19:00:00,347.07752,327.42017,2a,42
2026-01-04 20:00:00,347.07752,326.54086,2a,42
2026-01-04 21:00:00,343.47952,330.1936,2a,42
2026-01-04 22:00:00,342.47952,329.55585,2a,42
2026-01-04 23:00:00,334.47952,327.85736,2a,42
2026-01-05 00:00:00,293.94594,315.07553,2a,42
2026-01-05 01:00:00,293.94594,280.69345,2a,42
2026-01-05 02:00:00,269.57794,255.1912,2a,42
2026-01-05 03:00:00,262.43094,247.99722,2a,42
2026-01-05 04:00:00,269.57794,251.75862,2a,42
2026-01-05 05:00:00,293.94594,260.0222,2a,42
2026-01-05 06:00:00,334.16294,268.66068,2a,42
2026-01-05 07:00:00,334.16294,275.9339,2a,42
2026-01-05 08:00:00,334.16294,274.83575,2a,42
2026-01-05 09:00:00,334.16294,272.71878,2a,42
2026-01-05 10:00:00,334.16294,279.58884,2a,42
2026-01-05 11:00:00,334.16294,292.84705,2a,42
2026-01-05 12:00:00,334.16294,295.09006,2a,42
2026-01-05 13:00:00,338.94594,306.73108,2a,42
2026-01-05 14:00:00,338.94594,310.68988,2a,42
2026-01-05 15:00:00,338.94594,314.02078,2a,42
2026-01-05 16:00:00,338.94594,319.34476,2a,42
2026-01-05 17:00:00,338.94594,321.29318,2a,42
2026-01-05 18:00:00,353.94594,319.56244,2a,42
2026-01-05 19:00:00,353.94594,328.76535,2a,42
2026-01-05 20:00:00,353.94594,332.1036,2a,42
2026-01-05 21:00:00,338.94594,323.48102,2a,42
2026-01-05 22:00:00,338.94594,325.5935,2a,42
2026-01-05 23:00:00,338.94594,309.85086,2a,42
2026-01-06 00:00:00,301.18493,300.20584,2a,42
2026-01-06 01:00:00,301.18493,262.00748,2a,42
2026-01-06 02:00:00,301.18493,247.92267,2a,42
2026-01-06 03:00:00,301.18493,245.08542,2a,42
2026-01-06 04:00:00,301.18493,257.69177,2a,42
2026-01-06 05:00:00,312.18493,264.51758,2a,42
2026-01-06 06:00:00,312.18493,266.31934,2a,42
2026-01-06 07:00:00,312.18493,273.42914,2a,42
2026-01-06 08:00:00,312.18493,274.96243,2a,42
2026-01-06 09:00:00,312.18493,272.02115,2a,42
2026-01-06 10:00:00,312.18493,270.02554,2a,42
2026-01-06 11:00:00,312.18493,277.49335,2a,42
2026-01-06 12:00:00,312.18493,277.65894,2a,42
2026-01-06 13:00:00,312.18493,280.44525,2a,42
2026-01-06 14:00:00,312.18493,284.26074,2a,42
2026-01-06 15:00:00,312.18493,288.81204,2a,42
2026-01-06 16:00:00,339.18493,298.96063,2a,42
2026-01-06 17:00:00,339.18493,306.66837,2a,42
2026-01-06 18:00:00,349.60093,305.78363,2a,42
2026-01-06 19:00:00,349.60093,305.6602,2a,42
2026-01-06 20:00:00,339.18493,295.2789,2a,42
2026-01-06 21:00:00,339.18493,306.54218,2a,42
2026-01-06 22:00:00,322.18493,315.9981,2a,42
2026-01-06 23:00:00,312.18493,294.31967,2a,42
2026-01-07 00:00:00,252.71747,298.25833,2a,42
2026-01-07 01:00:00,252.71747,279.52045,2a,42
2026-01-07 02:00:00,245.61747,265.90887,2a,42
2026-01-07 03:00:00,245.61747,256.16235,2a,42
2026-01-07 04:00:00,249.61747,255.91878,2a,42
2026-01-07 05:00:00,252.71747,254.77618,2a,42
2026-01-07 06:00:00,252.71747,252.94968,2a,42
2026-01-07 07:00:00,252.71747,258.90988,2a,42
2026-01-07 08:00:00,252.71747,263.02005,2a,42
2026-01-07 09:00:00,245.61747,261.45676,2a,42
2026-01-07 10:00:00,249.61747,258.59305,2a,42
2026-01-07 11:00:00,252.71747,259.9636,2a,42
2026-01-07 12:00:00,252.71747,259.69125,2a,42
2026-01-07 13:00:00,252.71747,256.78867,2a,42
2026-01-07 14:00:00,261.20247,262.2034,2a,42
2026-01-07 15:00:00,292.71747,264.99673,2a,42
2026-01-07 16:00:00,292.71747,270.18225,2a,42
2026-01-07 17:00:00,312.71747,267.7172,2a,42
2026-01-07 18:00:00,328.20947,266.7312,2a,42
2026-01-07 19:00:00,328.20947,266.95673,2a,42
2026-01-07 20:00:00,328.20947,259.3002,2a,42
2026-01-07 21:00:00,321.71747,265.39496,2a,42
2026-01-07 22:00:00,312.71747,264.60834,2a,42
2026-01-07 23:00:00,292.71747,262.04694,2a,42
2026-01-08 00:00:00,108.19992,265.17294,2a,42
2026-01-08 01:00:00,108.19992,246.9406,2a,42
2026-01-08 02:00:00,108.19992,229.8895,2a,42
2026-01-08 03:00:00,108.19992,220.60239,2a,42
2026-01-08 04:00:00,118.19992,217.10725,2a,42
2026-01-08 05:00:00,156.68492,216.89151,2a,42
2026-01-08 06:00:00,118.19992,222.52145,2a,42
2026-01-08 07:00:00,118.19992,229.5859,2a,42
2026-01-08 08:00:00,118.19992,231.96187,2a,42
2026-01-08 09:00:00,108.19992,236.14827,2a,42
2026-01-08 10:00:00,118.19992,231.30283,2a,42
2026-01-08 11:00:00,156.68492,234.40964,2a,42
2026-01-08 12:00:00,228.19992,235.02502,2a,42
2026-01-08 13:00:00,118.19992,231.43384,2a,42
2026-01-08 14:00:00,238.19992,237.13083,2a,42
2026-01-08 15:00:00,270.19992,247.87305,2a,42
2026-01-08 16:00:00,270.19992,268.58466,2a,42
2026-01-08 17:00:00,288.19992,274.97784,2a,42
2026-01-08 18:00:00,288.19992,280.76196,2a,42
2026-01-08 19:00:00,288.19992,296.6,2a,42
2026-01-08 20:00:00,288.19992,288.61185,2a,42
2026-01-08 21:00:00,288.19992,276.74072,2a,42
2026-01-08 22:00:00,270.19992,267.62527,2a,42
2026-01-08 23:00:00,270.19992,262.90826,2a,42
2026-01-09 00:00:00,148.95631,190.36876,2a,42
2026-01-09 01:00:00,124.95631,164.52777,2a,42
2026-01-09 02:00:00,124.95631,158.30191,2a,42
2026-01-09 03:00:00,124.95631,152.72485,2a,42
2026-01-09 04:00:00,148.95631,153.86382,2a,42
2026-01-09 05:00:00,148.95631,156.87277,2a,42
2026-01-09 06:00:00,209.95631,165.26292,2a,42
2026-01-09 07:00:00,209.95631,172.30223,2a,42
2026-01-09 08:00:00,148.95631,173.7267,2a,42
2026-01-09 09:00:00,124.95631,174.30603,2a,42
2026-01-09 10:00:00,124.95631,187.47897,2a,42
2026-01-09 11:00:00,148.95631,187.11768,2a,42
2026-01-09 12:00:00,148.95631,192.53175,2a,42
2026-01-09 13:00:00,209.95631,186.3652,2a,42
2026-01-09 14:00:00,249.95631,194.42506,2a,42
2026-01-09 15:00:00,249.95631,207.47842,2a,42
2026-01-09 16:00:00,249.95631,237.69766,2a,42
2026-01-09 17:00:00,249.95631,268.953,2a,42
2026-01-09 18:00:00,279.95631,288.88666,2a,42
2026-01-09 19:00:00,279.95631,308.03757,2a,42
2026-01-09 20:00:00,279.95631,305.3631,2a,42
2026-01-09 21:00:00,249.95631,290.13086,2a,42
2026-01-09 22:00:00,249.95631,262.71606,2a,42
2026-01-09 23:00:00,228.85631,226.58752,2a,42
2026-01-10 00:00:00,176.78564,211.9308,2a,42
2026-01-10 01:00:00,176.78564,198.6711,2a,42
2026-01-10 02:00:00,165.78564,186.69177,2a,42
2026-01-10 03:00:00,165.78564,175.67401,2a,42
2026-01-10 04:00:00,165.78564,171.76213,2a,42
2026-01-10 05:00:00,176.78564,174.38464,2a,42
2026-01-10 06:00:00,176.78564,170.9854,2a,42
2026-01-10 07:00:00,176.78564,165.3186,2a,42
2026-01-10 08:00:00,151.78564,163.98776,2a,42
2026-01-10 09:00:00,113.86764,159.96617,2a,42
2026-01-10 10:00:00,113.86764,164.572,2a,42
2026-01-10 11:00:00,151.78564,171.84117,2a,42
2026-01-10 12:00:00,151.78564,177.99554,2a,42
2026-01-10 13:00:00,151.78564,187.87868,2a,42
