fecha_hora,real,pred_ensamble,tercil_real,tercil_pred
2026-01-09 18:00:00,279.95631,279.64992183894395,medio,medio
2026-01-09 19:00:00,279.95631,290.6022927315507,medio,medio
2026-01-09 20:00:00,279.95631,276.9992419139394,medio,medio
2026-01-09 21:00:00,249.95631,259.3828364054161,medio,medio
2026-01-09 22:00:00,249.95631,236.73974425982055,medio,medio
2026-01-09 23:00:00,228.85631,218.15945732271825,medio,medio
2026-01-10 00:00:00,176.78564,167.90479789576773,bajo,bajo
2026-01-10 01:00:00,176.78564,164.6556626960156,bajo,bajo
2026-01-10 02:00:00,165.78564,162.97050916770058,bajo,bajo
2026-01-10 03:00:00,165.78564,163.2407249655006,bajo,bajo
2026-01-10 04:00:00,165.78564,167.62794574395056,bajo,bajo
2026-01-10 05:00:00,176.78564,165.8541502187923,bajo,bajo
2026-01-10 06:00:00,176.78564,177.04625237070323,bajo,bajo
2026-01-10 07:00:00,176.78564,172.46197087776457,bajo,bajo
2026-01-10 08:00:00,151.78564,159.7600470621418,bajo,bajo
2026-01-10 09:00:00,113.86764,155.68835074652765,bajo,bajo
2026-01-10 10:00:00,113.86764,160.41503261089747,bajo,bajo
2026-01-10 11:00:00,151.78564,168.2812806991347,bajo,bajo
2026-01-10 12:00:00,151.78564,171.46871027031182,bajo,bajo
2026-01-10 13:00:00,151.78564,187.85909000168252,bajo,bajo
2026-01-10 14:00:00,176.78564,200.90053588042284,bajo,bajo
2026-01-10 15:00:00,176.78564,206.08194763039572,bajo,medio
2026-01-10 16:00:00,214.78564,212.66287759825863,medio,medio
2026-01-10 17:00:00,276.78564,217.7337382187173,medio,medio
2026-01-10 18:00:00,276.78564,239.33185954152296,medio,medio
2026-01-10 19:00:00,276.78564,248.10889338080605,medio,medio
2026-01-10 20:00:00,276.78564,249.6443265853014,medio,medio
2026-01-10 21:00:00,276.78564,235.492749031988,medio,medio
2026-01-10 22:00:00,276.78564,221.2578741451056,medio,medio
2026-01-10 23:00:00,214.78564,204.10949166239223,medio,medio
2026-01-11 00:00:00,119.10337,183.10353596588763,bajo,bajo
2026-01-11 01:00:00,116.18537,129.1418051456767,bajo,bajo
2026-01-11 02:00:00,116.18537,134.25264790383036,bajo,bajo
2026-01-11 03:00:00,116.18537,135.24204222031543,bajo,bajo
