origen,fecha_hora,real,modelo,prediccion
Origen 4,2023-10-18 19:00:00,1216.59752,ARX+GARCH,1210.9570177548092
Origen 4,2023-10-18 20:00:00,1216.59752,ARX+GARCH,1206.0126774882992
Origen 4,2023-10-18 21:00:00,1207.59752,ARX+GARCH,1158.9984514522646
Origen 4,2023-10-18 22:00:00,1207.59752,ARX+GARCH,1160.1559820028879
Origen 4,2023-10-18 23:00:00,1205.99752,ARX+GARCH,1085.6651738894388
Origen 4,2023-10-19 00:00:00,1210.58946,ARX+GARCH,1205.3143979553363
Origen 4,2023-10-19 01:00:00,1210.58946,ARX+GARCH,1018.8317309205007
Origen 4,2023-10-19 02:00:00,1210.58946,ARX+GARCH,1019.467874229646
Origen 4,2023-10-19 03:00:00,1210.58946,ARX+GARCH,1019.8758946609069
Origen 4,2023-10-19 04:00:00,1210.58946,ARX+GARCH,1020.0299859674952
Origen 4,2023-10-19 05:00:00,1210.58946,ARX+GARCH,1207.5792568381833
Origen 4,2023-10-19 06:00:00,1210.58946,ARX+GARCH,1207.1521949753749
Origen 4,2023-10-19 07:00:00,1269.72346,ARX+GARCH,1206.458243534863
Origen 4,2023-10-19 08:00:00,1285.58946,ARX+GARCH,1205.5478036091845
Origen 4,2023-10-19 09:00:00,1285.58946,ARX+GARCH,1206.0566806312454
Origen 4,2023-10-19 10:00:00,1285.58946,ARX+GARCH,1204.9174371010297
Origen 4,2023-10-19 11:00:00,1295.58946,ARX+GARCH,1203.7825480108827
Origen 4,2023-10-19 12:00:00,1285.58946,ARX+GARCH,1202.731930318429
Origen 4,2023-10-19 13:00:00,1295.58946,ARX+GARCH,1201.8395673682005
Origen 4,2023-10-19 14:00:00,1295.58946,ARX+GARCH,1201.1685525119765
Origen 4,2023-10-19 15:00:00,1295.58946,ARX+GARCH,1200.7669037280439
Origen 4,2023-10-19 16:00:00,1295.58946,ARX+GARCH,1200.6644037460094
Origen 4,2023-10-19 17:00:00,1295.58946,ARX+GARCH,1200.8706508458047
Origen 4,2023-10-19 18:00:00,1395.58946,ARX+GARCH,1210.1743934057097
Origen 4,2023-10-19 19:00:00,1395.58946,ARX+GARCH,1210.9500526563304
Origen 4,2023-10-19 20:00:00,1385.58946,ARX+GARCH,1211.9442080222357
Origen 4,2023-10-19 21:00:00,1295.58946,ARX+GARCH,1204.2710894816926
Origen 4,2023-10-19 22:00:00,1285.58946,ARX+GARCH,1205.4889333398264
Origen 4,2023-10-19 23:00:00,1285.58946,ARX+GARCH,1205.1332259969124
Origen 4,2023-10-20 00:00:00,1290.63441,ARX+GARCH,1202.961618187721
Origen 4,2023-10-20 01:00:00,1284.63441,ARX+GARCH,1203.9158233928429
Origen 4,2023-10-20 02:00:00,1284.63441,ARX+GARCH,1204.6494192811676
Origen 4,2023-10-20 03:00:00,1284.63441,ARX+GARCH,1205.1134365661467
Origen 4,2023-10-20 04:00:00,1284.63441,ARX+GARCH,1205.2773944926796
Origen 4,2023-10-20 05:00:00,1284.63441,ARX+GARCH,1205.1314612816482
Origen 4,2023-10-20 06:00:00,1290.63441,ARX+GARCH,1204.6871533547985
Origen 4,2023-10-20 07:00:00,1297.18941,ARX+GARCH,1261.7581256248748
Origen 4,2023-10-20 08:00:00,1297.18941,ARX+GARCH,1276.270299401118
Origen 4,2023-10-20 09:00:00,1297.18941,ARX+GARCH,1275.1270649145606
Origen 4,2023-10-20 10:00:00,1385.63441,ARX+GARCH,1273.9034250085576
Origen 4,2023-10-20 11:00:00,1395.63441,ARX+GARCH,1282.414122641536
Origen 4,2023-10-20 12:00:00,1385.63441,ARX+GARCH,1271.5545554969226
Origen 4,2023-10-20 13:00:00,1395.63441,ARX+GARCH,1280.3057281918661
Origen 4,2023-10-20 14:00:00,1465.63441,ARX+GARCH,1279.5716662888985
Origen 4,2023-10-20 15:00:00,1465.63441,ARX+GARCH,1279.1245700877655
Origen 4,2023-10-20 16:00:00,1465.63441,ARX+GARCH,1278.9961524109804
Origen 4,2023-10-20 17:00:00,1465.63441,ARX+GARCH,1279.1966232068717
Origen 4,2023-10-20 18:00:00,1465.63441,ARX+GARCH,1376.7372634425553
Origen 4,2023-10-20 19:00:00,1465.63441,ARX+GARCH,1377.5989695331334
Origen 4,2023-10-20 20:00:00,1465.63441,ARX+GARCH,1368.998492048836
Origen 4,2023-10-20 21:00:00,1385.63441,ARX+GARCH,1282.7417104744661
Origen 4,2023-10-20 22:00:00,1297.18941,ARX+GARCH,1274.2777267377683
Origen 4,2023-10-20 23:00:00,1290.63441,ARX+GARCH,1275.54371543002
Origen 4,2023-10-21 00:00:00,1245.76534,ARX+GARCH,1282.5386555283499
Origen 4,2023-10-21 01:00:00,1245.76534,ARX+GARCH,1277.6580891570536
Origen 4,2023-10-21 02:00:00,1245.76534,ARX+GARCH,1278.4040016397382
Origen 4,2023-10-21 03:00:00,1245.76534,ARX+GARCH,1278.8637989920214
Origen 4,2023-10-21 04:00:00,1245.76534,ARX+GARCH,1279.0051578251857
Origen 4,2023-10-21 05:00:00,1245.76534,ARX+GARCH,1278.8176695813688
Origen 4,2023-10-21 06:00:00,1245.76534,ARX+GARCH,1284.18173365599
Origen 4,2023-10-21 07:00:00,1245.76534,ARX+GARCH,1289.7979403267761
Origen 4,2023-10-21 08:00:00,1505.76534,ARX+GARCH,1288.7723504869934
Origen 4,2023-10-21 09:00:00,1526.32034,ARX+GARCH,1287.5850652595411
Origen 4,2023-10-21 10:00:00,1526.32034,ARX+GARCH,1372.4715388008012
Origen 4,2023-10-21 11:00:00,1526.32034,ARX+GARCH,1380.8487105957488
Origen 4,2023-10-21 12:00:00,1526.32034,ARX+GARCH,1369.8710222214602
Origen 4,2023-10-21 13:00:00,1526.32034,ARX+GARCH,1378.5081372382103
Origen 4,2023-10-21 14:00:00,1526.32034,ARX+GARCH,1445.572037832391
Origen 4,2023-10-21 15:00:00,1526.32034,ARX+GARCH,1445.0300703203548
Origen 4,2023-10-21 16:00:00,1526.32034,ARX+GARCH,1444.8481322244781
Origen 4,2023-10-21 17:00:00,1526.32034,ARX+GARCH,1445.0377296031318
Origen 4,2023-10-21 18:00:00,1526.32034,ARX+GARCH,1445.585324332001
Origen 4,2023-10-21 19:00:00,1526.32034,ARX+GARCH,1446.4532174422652
Origen 4,2023-10-21 20:00:00,1526.32034,ARX+GARCH,1447.5820160181752
Origen 4,2023-10-21 21:00:00,1526.32034,ARX+GARCH,1371.123610817104
Origen 4,2023-10-21 22:00:00,1495.76534,ARX+GARCH,1286.300715308692
Origen 4,2023-10-21 23:00:00,1245.76534,ARX+GARCH,1281.1505041984974
Origen 4,2023-10-22 00:00:00,1195.66958,ARX+GARCH,1247.601775515781
Origen 4,2023-10-22 01:00:00,1195.66958,ARX+GARCH,1248.534652643398
Origen 4,2023-10-22 02:00:00,1195.66958,ARX+GARCH,1249.2386673981462
Origen 4,2023-10-22 03:00:00,1195.66958,ARX+GARCH,1249.6630714307812
Origen 4,2023-10-22 04:00:00,1195.66958,ARX+GARCH,1249.776296748081
Origen 4,2023-10-22 05:00:00,1114.77958,ARX+GARCH,1249.5681914624824
Origen 4,2023-10-22 06:00:00,1114.77958,ARX+GARCH,1249.050739901288
Origen 4,2023-10-22 07:00:00,1114.77958,ARX+GARCH,1248.2572101182761
Origen 4,2023-10-22 08:00:00,1195.66958,ARX+GARCH,1502.6692267988713
Origen 4,2023-10-22 09:00:00,1195.66958,ARX+GARCH,1521.395640469199
Origen 4,2023-10-22 10:00:00,1195.66958,ARX+GARCH,1519.8666084327506
Origen 4,2023-10-22 11:00:00,1245.66958,ARX+GARCH,1518.3432480669644
Origen 4,2023-10-22 12:00:00,1245.66958,ARX+GARCH,1516.926352340048
Origen 4,2023-10-22 13:00:00,1245.66958,ARX+GARCH,1515.7092066167238
Origen 4,2023-10-22 14:00:00,1245.66958,ARX+GARCH,1514.7713405263455
Origen 4,2023-10-22 15:00:00,1195.66958,ARX+GARCH,1514.1732543321673
Origen 4,2023-10-22 16:00:00,1245.66958,ARX+GARCH,1513.9524403044484
Origen 4,2023-10-22 17:00:00,1245.66958,ARX+GARCH,1514.120932020007
Origen 4,2023-10-22 18:00:00,1535.66958,ARX+GARCH,1514.6645211436485
Origen 4,2023-10-22 19:00:00,1581.22458,ARX+GARCH,1515.5436855740354
Origen 4,2023-10-22 20:00:00,1245.66958,ARX+GARCH,1516.696176644509
Origen 4,2023-10-22 21:00:00,1245.66958,ARX+GARCH,1518.0411175493725
Origen 4,2023-10-22 22:00:00,1245.66958,ARX+GARCH,1489.5811918691868
Origen 4,2023-10-22 23:00:00,1195.66958,ARX+GARCH,1245.6803562852022
Origen 4,2023-10-23 00:00:00,1165.58806,ARX+GARCH,1207.6568598650829
Origen 4,2023-10-23 01:00:00,1114.69806,ARX+GARCH,1208.1482951596083
Origen 4,2023-10-23 02:00:00,1114.69806,ARX+GARCH,1208.4178717399393
Origen 4,2023-10-23 03:00:00,1114.69806,ARX+GARCH,1208.4167426972476
Origen 4,2023-10-23 04:00:00,1165.58806,ARX+GARCH,1208.1146687897187
Origen 4,2023-10-23 05:00:00,1165.58806,ARX+GARCH,1127.1609377760662
Origen 4,2023-10-23 06:00:00,1165.58806,ARX+GARCH,1126.310481275702
Origen 4,2023-10-23 07:00:00,1165.58806,ARX+GARCH,1125.2116091879343
Origen 4,2023-10-23 08:00:00,1350.58806,ARX+GARCH,1204.0212142608711
Origen 4,2023-10-23 09:00:00,1350.58806,ARX+GARCH,1202.4783928048073
Origen 4,2023-10-23 10:00:00,1350.58806,ARX+GARCH,1200.860787796023
Origen 4,2023-10-23 11:00:00,1497.14306,ARX+GARCH,1248.52339695474
Origen 4,2023-10-23 12:00:00,1350.58806,ARX+GARCH,1246.9335068437704
Origen 4,2023-10-23 13:00:00,1497.14306,ARX+GARCH,1245.5086960328351
Origen 4,2023-10-23 14:00:00,1497.14306,ARX+GARCH,1244.3141262606234
Origen 4,2023-10-23 15:00:00,1565.58806,ARX+GARCH,1194.3267038805982
Origen 4,2023-10-23 16:00:00,1497.14306,ARX+GARCH,1242.7945409770794
Origen 4,2023-10-23 17:00:00,1497.14306,ARX+GARCH,1242.5095755749767
Origen 4,2023-10-23 18:00:00,1497.14306,ARX+GARCH,1526.3298833843703
Origen 4,2023-10-23 19:00:00,1497.14306,ARX+GARCH,1571.1989441852384
Origen 4,2023-10-23 20:00:00,1497.14306,ARX+GARCH,1243.3517272785168
Origen 4,2023-10-23 21:00:00,1497.14306,ARX+GARCH,1244.0304807212376
Origen 4,2023-10-23 22:00:00,1350.58806,ARX+GARCH,1244.7891680800183
Origen 4,2023-10-23 23:00:00,1350.58806,ARX+GARCH,1196.3877035586434
Origen 4,2023-10-24 00:00:00,1497.24108,ARX+GARCH,1171.1762295785338
Origen 4,2023-10-24 01:00:00,1165.68608,ARX+GARCH,1121.3488396900543
Origen 4,2023-10-24 02:00:00,1165.68608,ARX+GARCH,1121.5942063935872
Origen 4,2023-10-24 03:00:00,1165.68608,ARX+GARCH,1121.5883163587675
Origen 4,2023-10-24 04:00:00,1497.24108,ARX+GARCH,1171.5999768908755
Origen 4,2023-10-24 05:00:00,1497.24108,ARX+GARCH,1171.0009131352579
Origen 4,2023-10-24 06:00:00,1497.24108,ARX+GARCH,1170.11232724532
Origen 4,2023-10-24 07:00:00,1497.24108,ARX+GARCH,1168.9656737317878
Origen 4,2023-10-24 08:00:00,1501.68608,ARX+GARCH,1349.527336661488
Origen 4,2023-10-24 09:00:00,1501.68608,ARX+GARCH,1347.792246350466
Origen 4,2023-10-24 10:00:00,1501.68608,ARX+GARCH,1345.9733505644822
Origen 4,2023-10-24 11:00:00,1534.68608,ARX+GARCH,1487.395709836227
Origen 4,2023-10-24 12:00:00,1534.68608,ARX+GARCH,1342.4430984148541
Origen 4,2023-10-24 13:00:00,1534.68608,ARX+GARCH,1483.7914130495494
Origen 4,2023-10-24 14:00:00,1534.68608,ARX+GARCH,1482.3619062259388
Origen 4,2023-10-24 15:00:00,1534.68608,ARX+GARCH,1547.801172246107
Origen 4,2023-10-24 16:00:00,1534.68608,ARX+GARCH,1480.5388278998469
Origen 4,2023-10-24 17:00:00,1534.68608,ARX+GARCH,1480.1929588676433
Origen 4,2023-10-24 18:00:00,1595.68608,ARX+GARCH,1480.21371818597
Origen 4,2023-10-24 19:00:00,1534.68608,ARX+GARCH,1480.5621167485579
Origen 4,2023-10-24 20:00:00,1534.68608,ARX+GARCH,1481.1770246341457
Origen 4,2023-10-24 21:00:00,1501.68608,ARX+GARCH,1481.979210396531
Origen 4,2023-10-24 22:00:00,1497.24108,ARX+GARCH,1340.076657971919
Origen 4,2023-10-24 23:00:00,1497.24108,ARX+GARCH,1340.8844797128565
Origen 4,2023-10-25 00:00:00,451.7337,ARX+GARCH,1478.047708981274
Origen 4,2023-10-25 01:00:00,451.7337,ARX+GARCH,1156.9074551077283
Origen 4,2023-10-25 02:00:00,744.4267,ARX+GARCH,1157.9245502900942
Origen 4,2023-10-25 03:00:00,451.7337,ARX+GARCH,1158.6829175642586
Origen 4,2023-10-25 04:00:00,451.7337,ARX+GARCH,1482.4909460986205
Origen 4,2023-10-25 05:00:00,748.9297,ARX+GARCH,1482.711144929136
Origen 4,2023-10-25 06:00:00,748.9297,ARX+GARCH,1482.5641559366502
Origen 4,2023-10-25 07:00:00,801.7337,ARX+GARCH,1482.089132048842
Origen 4,2023-10-25 08:00:00,1014.4697,ARX+GARCH,1485.670261884529
Origen 4,2023-10-25 09:00:00,1068.3827,ARX+GARCH,1484.739698350559
Origen 4,2023-10-25 10:00:00,1171.7337,ARX+GARCH,1483.7148767903136
Origen 4,2023-10-25 11:00:00,1171.7337,ARX+GARCH,1514.7143531717725
Origen 4,2023-10-25 12:00:00,1171.7337,ARX+GARCH,1513.7776842137469
Origen 4,2023-10-25 13:00:00,1171.7337,ARX+GARCH,1513.0396727704715
Origen 4,2023-10-25 14:00:00,1171.7337,ARX+GARCH,1512.5799215328598
Origen 4,2023-10-25 15:00:00,1171.7337,ARX+GARCH,1512.459125580625
Origen 4,2023-10-25 16:00:00,1171.7337,ARX+GARCH,1512.7150671393067
Origen 4,2023-10-25 17:00:00,1171.7337,ARX+GARCH,1513.3601299518998
Origen 4,2023-10-25 18:00:00,1498.7337,ARX+GARCH,1573.5242914622638
Origen 4,2023-10-25 19:00:00,1171.7337,ARX+GARCH,1515.7369332163507
Origen 4,2023-10-25 20:00:00,1171.7337,ARX+GARCH,1517.3675423848747
Origen 4,2023-10-25 21:00:00,1171.7337,ARX+GARCH,1487.0774266130295
Origen 4,2023-10-25 22:00:00,801.7337,ARX+GARCH,1484.628186206284
Origen 4,2023-10-25 23:00:00,951.7337,ARX+GARCH,1486.5038761138385
Origen 4,2023-10-26 00:00:00,697.40666,ARX+GARCH,454.3217178611959
Origen 4,2023-10-26 01:00:00,697.40666,ARX+GARCH,454.44234983093065
Origen 4,2023-10-26 02:00:00,401.98566,ARX+GARCH,742.581744780937
Origen 4,2023-10-26 03:00:00,398.40666,ARX+GARCH,454.4148315274207
Origen 4,2023-10-26 04:00:00,435.59466,ARX+GARCH,454.23702175418805
Origen 4,2023-10-26 05:00:00,697.40666,ARX+GARCH,746.1139964835703
Origen 4,2023-10-26 06:00:00,697.40666,ARX+GARCH,745.4456576140423
Origen 4,2023-10-26 07:00:00,697.40666,ARX+GARCH,796.1846705214867
Origen 4,2023-10-26 08:00:00,697.40666,ARX+GARCH,1002.1013011525623
Origen 4,2023-10-26 09:00:00,737.32766,ARX+GARCH,1052.9230177856484
Origen 4,2023-10-26 10:00:00,848.40666,ARX+GARCH,1151.2429168320489
Origen 4,2023-10-26 11:00:00,848.40666,ARX+GARCH,1149.5348514148823
Origen 4,2023-10-26 12:00:00,848.40666,ARX+GARCH,1147.9087301176044
Origen 4,2023-10-26 13:00:00,848.40666,ARX+GARCH,1146.4349936751491
Origen 4,2023-10-26 14:00:00,848.40666,ARX+GARCH,1145.1735475459413
Origen 4,2023-10-26 15:00:00,848.40666,ARX+GARCH,1144.1698021645618
Origen 4,2023-10-26 16:00:00,848.40666,ARX+GARCH,1143.451702764215
Origen 4,2023-10-26 17:00:00,848.40666,ARX+GARCH,1143.0279212865696
Origen 4,2023-10-26 18:00:00,968.40666,ARX+GARCH,1455.6975151301854
Origen 4,2023-10-26 19:00:00,1198.40666,ARX+GARCH,1142.999658094804
Origen 4,2023-10-26 20:00:00,848.40666,ARX+GARCH,1143.3176701895334
Origen 4,2023-10-26 21:00:00,848.40666,ARX+GARCH,1143.7801132796203
Origen 4,2023-10-26 22:00:00,737.32766,ARX+GARCH,788.0704865420643
Origen 4,2023-10-26 23:00:00,697.40666,ARX+GARCH,933.2090446582796
Origen 4,2023-10-27 00:00:00,501.60752,ARX+GARCH,683.3093220106518
Origen 4,2023-10-27 01:00:00,501.60752,ARX+GARCH,683.7326271816489
Origen 4,2023-10-27 02:00:00,501.60752,ARX+GARCH,398.00757939117267
Origen 4,2023-10-27 03:00:00,501.60752,ARX+GARCH,394.60778098001236
Origen 4,2023-10-27 04:00:00,501.60752,ARX+GARCH,430.7671709329789
Origen 4,2023-10-27 05:00:00,501.60752,ARX+GARCH,683.9479242324635
Origen 4,2023-10-27 06:00:00,501.60752,ARX+GARCH,683.5770883816961
Origen 4,2023-10-27 07:00:00,632.60752,ARX+GARCH,683.0552643671864
Origen 4,2023-10-27 08:00:00,632.60752,ARX+GARCH,682.4110676467394
Origen 4,2023-10-27 09:00:00,745.66452,ARX+GARCH,720.0166575718165
Origen 4,2023-10-27 10:00:00,632.60752,ARX+GARCH,825.5657229388382
Origen 4,2023-10-27 11:00:00,751.60752,ARX+GARCH,824.6325711362557
Origen 4,2023-10-27 12:00:00,749.80352,ARX+GARCH,823.7574599016262
Origen 4,2023-10-27 13:00:00,751.60752,ARX+GARCH,822.9910185136832
Origen 4,2023-10-27 14:00:00,933.60752,ARX+GARCH,822.3763822408456
Origen 4,2023-10-27 15:00:00,933.60752,ARX+GARCH,821.9463344229335
Origen 4,2023-10-27 16:00:00,751.60752,ARX+GARCH,821.7211536355511
Origen 4,2023-10-27 17:00:00,632.60752,ARX+GARCH,821.7072917117782
Origen 4,2023-10-27 18:00:00,755.77352,ARX+GARCH,936.0276160881458
Origen 4,2023-10-27 19:00:00,933.60752,ARX+GARCH,1154.646364586452
Origen 4,2023-10-27 20:00:00,755.77352,ARX+GARCH,822.7884700354202
Origen 4,2023-10-27 21:00:00,632.60752,ARX+GARCH,823.412551478216
Origen 4,2023-10-27 22:00:00,632.60752,ARX+GARCH,717.9150666665278
Origen 4,2023-10-27 23:00:00,632.60752,ARX+GARCH,680.2489135320973
Origen 4,2023-10-28 00:00:00,296.98175,ARX+GARCH,492.74354250095325
Origen 4,2023-10-28 01:00:00,296.98175,ARX+GARCH,493.2449427918534
Origen 4,2023-10-28 02:00:00,296.98175,ARX+GARCH,493.65613911031807
Origen 4,2023-10-28 03:00:00,296.98175,ARX+GARCH,493.9569989827013
Origen 4,2023-10-28 04:00:00,296.98175,ARX+GARCH,494.1349517660209
Origen 4,2023-10-28 05:00:00,296.98175,ARX+GARCH,494.18588306325455
Origen 4,2023-10-28 06:00:00,310.30975,ARX+GARCH,494.11443100218304
Origen 4,2023-10-28 07:00:00,410.56075,ARX+GARCH,620.4629434592074
Origen 4,2023-10-28 08:00:00,426.36775,ARX+GARCH,620.124383745955
Origen 4,2023-10-28 09:00:00,413.63975,ARX+GARCH,728.4085778258327
Origen 4,2023-10-28 10:00:00,444.16975,ARX+GARCH,619.2518990627043
Origen 4,2023-10-28 11:00:00,748.67275,ARX+GARCH,733.0366671595391
Origen 4,2023-10-28 12:00:00,656.96575,ARX+GARCH,730.821843399155
Origen 4,2023-10-28 13:00:00,606.52875,ARX+GARCH,732.1596513005552
Origen 4,2023-10-28 14:00:00,606.52875,ARX+GARCH,905.7680739164194
Origen 4,2023-10-28 15:00:00,655.98175,ARX+GARCH,905.6545704360295
Origen 4,2023-10-28 16:00:00,606.52875,ARX+GARCH,731.9027605384525
Origen 4,2023-10-28 17:00:00,706.98175,ARX+GARCH,618.0761987843856
Origen 4,2023-10-28 18:00:00,956.98175,ARX+GARCH,736.6331848109949
Origen 4,2023-10-28 19:00:00,706.98175,ARX+GARCH,907.4522984120902
Origen 4,2023-10-28 20:00:00,655.98175,ARX+GARCH,738.0190724858377
Origen 4,2023-10-28 21:00:00,426.36775,ARX+GARCH,620.3450548623242
Origen 4,2023-10-28 22:00:00,410.56075,ARX+GARCH,621.1022615588257
Origen 4,2023-10-28 23:00:00,310.30975,ARX+GARCH,621.8586989814557
Origen 4,2023-10-29 00:00:00,292.55684,ARX+GARCH,298.25728367958044
Origen 4,2023-10-29 01:00:00,292.55684,ARX+GARCH,298.4640462832727
Origen 4,2023-10-29 02:00:00,292.55684,ARX+GARCH,298.61607857427305
Origen 4,2023-10-29 03:00:00,292.55684,ARX+GARCH,298.70125934625037
Origen 4,2023-10-29 04:00:00,292.55684,ARX+GARCH,298.71205437759005
Origen 4,2023-10-29 05:00:00,292.55684,ARX+GARCH,298.64604952554566
Origen 4,2023-10-29 06:00:00,292.55684,ARX+GARCH,311.6684882634781
Origen 4,2023-10-29 07:00:00,292.55684,ARX+GARCH,410.1061694626788
Origen 4,2023-10-29 08:00:00,292.55684,ARX+GARCH,425.25056777273903
Origen 4,2023-10-29 09:00:00,292.55684,ARX+GARCH,412.35882686918546
Origen 4,2023-10-29 10:00:00,292.55684,ARX+GARCH,441.7869059988269
Origen 4,2023-10-29 11:00:00,292.55684,ARX+GARCH,737.2582011727208
Origen 4,2023-10-29 12:00:00,292.55684,ARX+GARCH,647.7561735542137
Origen 4,2023-10-29 13:00:00,292.55684,ARX+GARCH,598.3305199654646
Origen 4,2023-10-29 14:00:00,292.55684,ARX+GARCH,597.9277298316113
Origen 4,2023-10-29 15:00:00,292.55684,ARX+GARCH,645.5231742782772
Origen 4,2023-10-29 16:00:00,292.55684,ARX+GARCH,597.5393951173237
Origen 4,2023-10-29 17:00:00,292.55684,ARX+GARCH,694.7202671266175
Origen 4,2023-10-29 18:00:00,952.55684,ARX+GARCH,935.8132685390705
Origen 4,2023-10-29 19:00:00,952.55684,ARX+GARCH,695.2973277694147
Origen 4,2023-10-29 20:00:00,651.55684,ARX+GARCH,646.422698730724
Origen 4,2023-10-29 21:00:00,305.88484,ARX+GARCH,423.61356263251724
Origen 4,2023-10-29 22:00:00,305.88484,ARX+GARCH,408.5380686318357
Origen 4,2023-10-29 23:00:00,292.55684,ARX+GARCH,310.53985154009786
Origen 4,2023-10-30 00:00:00,274.12049,ARX+GARCH,295.80343649396895
Origen 4,2023-10-30 01:00:00,274.12049,ARX+GARCH,295.95642326671674
Origen 4,2023-10-30 02:00:00,274.12049,ARX+GARCH,296.05508612248576
Origen 4,2023-10-30 03:00:00,274.12049,ARX+GARCH,296.0874385776797
Origen 4,2023-10-30 04:00:00,274.12049,ARX+GARCH,296.0460486394528
Origen 4,2023-10-30 05:00:00,274.12049,ARX+GARCH,295.92856304655965
Origen 4,2023-10-30 06:00:00,274.12049,ARX+GARCH,295.73787192361556
Origen 4,2023-10-30 07:00:00,454.23049,ARX+GARCH,295.48190094540814
Origen 4,2023-10-30 08:00:00,709.13049,ARX+GARCH,295.17304759442027
Origen 4,2023-10-30 09:00:00,472.84449,ARX+GARCH,294.82730582457316
Origen 4,2023-10-30 10:00:00,735.83049,ARX+GARCH,294.46314657937876
Origen 4,2023-10-30 11:00:00,454.23049,ARX+GARCH,294.10023806429854
Origen 4,2023-10-30 12:00:00,709.13049,ARX+GARCH,293.75809838043875
Origen 4,2023-10-30 13:00:00,709.13049,ARX+GARCH,293.4547741039576
Origen 4,2023-10-30 14:00:00,748.24049,ARX+GARCH,293.20563255552287
Origen 4,2023-10-30 15:00:00,748.24049,ARX+GARCH,293.022344325473
Origen 4,2023-10-30 16:00:00,748.24049,ARX+GARCH,292.91211775851605
Origen 4,2023-10-30 17:00:00,748.24049,ARX+GARCH,292.8772300471282
Origen 4,2023-10-30 18:00:00,748.24049,ARX+GARCH,934.6643515188234
Origen 4,2023-10-30 19:00:00,748.24049,ARX+GARCH,934.9914167340328
Origen 4,2023-10-30 20:00:00,748.24049,ARX+GARCH,644.049745055889
Origen 4,2023-10-30 21:00:00,554.13049,ARX+GARCH,306.4962761101025
Origen 4,2023-10-30 22:00:00,454.23049,ARX+GARCH,306.7169971002566
Origen 4,2023-10-30 23:00:00,454.23049,ARX+GARCH,293.7869052083721
Origen 4,2023-10-31 00:00:00,105.41225,ARX+GARCH,276.6445311348771
Origen 4,2023-10-31 01:00:00,105.41225,ARX+GARCH,276.76661663348494
Origen 4,2023-10-31 02:00:00,266.39225,ARX+GARCH,276.83788431937245
Origen 4,2023-10-31 03:00:00,232.34425,ARX+GARCH,276.84713817278777
Origen 4,2023-10-31 04:00:00,275.40225,ARX+GARCH,276.78744378097684
Origen 4,2023-10-31 05:00:00,275.40225,ARX+GARCH,276.6566168231335
Origen 4,2023-10-31 06:00:00,275.40225,ARX+GARCH,276.4573751891881
Origen 4,2023-10-31 07:00:00,455.51225,ARX+GARCH,453.73630225377843
Origen 4,2023-10-31 08:00:00,455.51225,ARX+GARCH,702.1961619368453
Origen 4,2023-10-31 09:00:00,455.51225,ARX+GARCH,470.8887052853693
Origen 4,2023-10-31 10:00:00,655.41225,ARX+GARCH,726.3132601659257
Origen 4,2023-10-31 11:00:00,655.41225,ARX+GARCH,451.47765533387565
Origen 4,2023-10-31 12:00:00,655.41225,ARX+GARCH,698.6181140939655
Origen 4,2023-10-31 13:00:00,655.69325,ARX+GARCH,697.8438148642525
Origen 4,2023-10-31 14:00:00,710.41225,ARX+GARCH,734.9753999771119
Origen 4,2023-10-31 15:00:00,710.41225,ARX+GARCH,734.4602452805112
Origen 4,2023-10-31 16:00:00,710.41225,ARX+GARCH,734.1282796026106
Origen 4,2023-10-31 17:00:00,710.41225,ARX+GARCH,733.9851681861924
Origen 4,2023-10-31 18:00:00,1018.72925,ARX+GARCH,734.0238520998122
Origen 4,2023-10-31 19:00:00,1006.41225,ARX+GARCH,734.2250173655361
Origen 4,2023-10-31 20:00:00,655.69325,ARX+GARCH,734.558366747502
Origen 4,2023-10-31 21:00:00,555.41225,ARX+GARCH,547.1158800465314
Origen 4,2023-10-31 22:00:00,308.74025,ARX+GARCH,450.29748940190416
Origen 4,2023-10-31 23:00:00,296.54325,ARX+GARCH,450.5863640402543
Origen 4,2023-11-01 00:00:00,110.02194,ARX+GARCH,106.79498446570268
Origen 4,2023-11-01 01:00:00,110.02394,ARX+GARCH,106.84699674545324
Origen 4,2023-11-01 02:00:00,110.02394,ARX+GARCH,265.85194900871727
Origen 4,2023-11-01 03:00:00,110.02394,ARX+GARCH,232.43422053165136
Origen 4,2023-11-01 04:00:00,110.02394,ARX+GARCH,274.6624513172682
Origen 4,2023-11-01 05:00:00,110.02394,ARX+GARCH,274.54517514399134
Origen 4,2023-11-01 06:00:00,110.02394,ARX+GARCH,274.3599920393723
Origen 4,2023-11-01 07:00:00,245.88394,ARX+GARCH,449.49771308532416
Origen 4,2023-11-01 08:00:00,314.23194,ARX+GARCH,449.0143379244318
Origen 4,2023-11-01 09:00:00,715.90394,ARX+GARCH,448.4748788900579
Origen 4,2023-11-01 10:00:00,715.90394,ARX+GARCH,640.4730413479693
Origen 4,2023-11-01 11:00:00,715.90394,ARX+GARCH,639.6644121878385
Origen 4,2023-11-01 12:00:00,618.65694,ARX+GARCH,638.9010017907905
Origen 4,2023-11-01 13:00:00,618.65694,ARX+GARCH,638.4910048751416
Origen 4,2023-11-01 14:00:00,739.66294,ARX+GARCH,690.219671499264
Origen 4,2023-11-01 15:00:00,739.66294,ARX+GARCH,689.7674082610405
