fecha_hora,real,pred_mae,pred_mape,pred_smape
2026-01-01 01:00:00,307.90985,326.5210892920035,326.78264313180676,326.8291595002828
2026-01-01 02:00:00,296.32185,325.9742584108438,326.36795305712485,326.4031042066123
2026-01-01 03:00:00,296.32185,324.85511542072766,325.5482092592789,325.59109628058275
2026-01-01 04:00:00,296.32185,324.51218660174555,325.3551815494114,325.39398092772876
2026-01-01 05:00:00,296.32185,323.3275079771951,324.0217152468477,324.0738563068685
2026-01-01 06:00:00,296.32185,294.1793168860738,287.18480762166195,289.5070567261913
2026-01-01 07:00:00,296.32185,297.02165930749425,290.16753100947585,292.4904823037806
2026-01-01 08:00:00,272.90985,298.0379914125267,291.41735408930487,293.7811659492778
2026-01-01 09:00:00,104.99185,297.9427877151043,291.53674119134524,293.9683093605015
2026-01-01 10:00:00,103.53785,302.11572901559833,295.6175719458928,298.05095730576477
2026-01-01 11:00:00,244.80985,299.18579970604196,293.3949445384783,296.01413562768425
2026-01-01 12:00:00,272.90985,296.27850240617784,293.32165246051443,294.4547692230348
2026-01-01 13:00:00,292.90985,296.5448475479818,293.59308683551404,294.92121181764634
2026-01-01 14:00:00,296.32185,297.20153546676,294.8828357739897,295.9294188467495
2026-01-01 15:00:00,296.32185,298.6835099839833,296.4430773881591,297.5496178846227
2026-01-01 16:00:00,296.32185,302.2581338939304,299.383587411938,300.80616781462
2026-01-01 17:00:00,327.90985,308.6164529614772,305.0328249299362,306.7844676804542
2026-01-01 18:00:00,332.90985,320.2981352919913,318.3108640958272,318.756255645195
2026-01-01 19:00:00,332.90985,318.5310059663231,316.0224605588872,316.5473306678381
2026-01-01 20:00:00,332.90985,317.0585067170278,314.7019067862599,315.2108281144856
2026-01-01 21:00:00,332.90985,314.7574032694621,313.0432741290214,313.2910270710529
2026-01-01 22:00:00,332.90985,313.49393419129666,311.81391758318244,311.4237165773121
2026-01-01 23:00:00,327.90985,310.30618938278974,307.19546911851756,306.85782334458656
2026-01-02 00:00:00,329.20101,320.8587665452999,320.69290588313936,320.749328080552
2026-01-02 01:00:00,326.20101,328.7934520956019,328.84705908811344,328.84493200148694
2026-01-02 02:00:00,326.20101,328.57052679901494,328.71852228411524,328.683476539146
2026-01-02 03:00:00,329.20101,328.18281498251633,328.51659036965486,328.4228602030144
2026-01-02 04:00:00,326.20101,328.0988195171816,328.46933429706826,328.35653192953856
2026-01-02 05:00:00,329.20101,326.9340322659622,327.23653296633313,327.1472574614156
2026-01-02 06:00:00,329.20101,308.4453798654056,299.4356062703898,305.22905498095884
2026-01-02 07:00:00,329.20101,305.46687193246095,297.075806815826,302.8284126517869
2026-01-02 08:00:00,329.20101,301.212974271143,294.19800344668266,299.31556214326866
2026-01-02 09:00:00,326.20101,270.6131260041289,272.17686844046347,272.79259267612326
2026-01-02 10:00:00,326.20101,270.88695552824225,272.71988772788694,273.28686885640565
2026-01-02 11:00:00,329.20101,294.5417127573454,289.79601551027895,294.10275014145634
2026-01-02 12:00:00,329.20101,305.16654780777753,302.10506753916246,303.9459142785787
2026-01-02 13:00:00,329.20101,312.73339142825307,309.1186593468826,311.05237570615157
2026-01-02 14:00:00,329.20101,316.85955339274034,313.2959528835613,315.38795042096507
2026-01-02 15:00:00,331.20101,318.1978320171828,314.8700776965987,316.97153016039204
2026-01-02 16:00:00,331.20101,320.56068695921687,317.72996174428516,320.08074324668803
2026-01-02 17:00:00,352.17901,328.72867158378443,324.25224122358003,326.0370145001028
2026-01-02 18:00:00,352.17901,345.88443290499106,346.71264446100105,348.2980836892999
2026-01-02 19:00:00,352.17901,347.0557721937095,348.21316734291776,349.7839275080356
2026-01-02 20:00:00,352.17901,344.9816050674991,344.02714074402024,345.7551762695831
2026-01-02 21:00:00,352.17901,344.6229455714233,343.084204557849,344.80347211129896
2026-01-02 22:00:00,352.17901,344.5737149681188,343.46600607069365,345.11233164927427
2026-01-02 23:00:00,331.20101,339.65443874208563,337.40154099300975,339.1189103100106
2026-01-03 00:00:00,342.48147,312.7845362332503,312.1037829536361,312.19361124289594
2026-01-03 01:00:00,342.48147,342.3897419715979,342.32542080862635,342.40118015359394
2026-01-03 02:00:00,327.48147,342.3452206290618,342.30192364239247,342.3805341156575
2026-01-03 03:00:00,327.48147,342.1728724109944,342.11836090233396,342.1951333602043
2026-01-03 04:00:00,327.48147,342.3265362249497,342.26461055096166,342.33450961134827
2026-01-03 05:00:00,327.48147,341.58051958694125,341.5094172344408,341.5707896568605
2026-01-03 06:00:00,327.48147,322.81690468295443,317.4887692338029,321.25707727759664
2026-01-03 07:00:00,327.48147,322.0337928478353,316.7220143980214,320.43236049788027
2026-01-03 08:00:00,327.48147,323.7785702761224,318.2561763453286,321.899058758368
2026-01-03 09:00:00,327.48147,320.56752113905463,315.7182215009756,319.4725690063948
2026-01-03 10:00:00,327.48147,320.36284917749407,315.6100910372006,319.3933100203118
2026-01-03 11:00:00,327.48147,324.20175801913354,318.79489766503684,322.5138592278897
2026-01-03 12:00:00,327.48147,329.8541073336943,326.0408110601904,327.2612882706845
2026-01-03 13:00:00,327.48147,333.1652536388519,329.1720659702034,330.4772872684185
2026-01-03 14:00:00,332.48147,334.4599548783084,330.3118717924371,331.7602427692279
2026-01-03 15:00:00,342.48147,337.5061449409059,333.1683311035346,334.6324095937146
2026-01-03 16:00:00,352.07947,342.19537815519425,337.4095497041257,339.1037983621476
2026-01-03 17:00:00,354.48147,351.9080221247656,346.37108624089007,348.07086085663246
2026-01-03 18:00:00,354.48147,368.143137509283,363.1203621513418,364.86879447959825
2026-01-03 19:00:00,354.48147,366.0385526979824,360.41160249661766,362.2434061906208
2026-01-03 20:00:00,354.48147,361.5114159501749,355.5581977323192,357.380219173456
2026-01-03 21:00:00,354.48147,362.8937488591659,357.4157614204941,359.1191535534508
2026-01-03 22:00:00,352.07947,363.5492731093234,358.1033389430358,359.7057890241066
2026-01-03 23:00:00,352.07947,355.5381427869516,349.76239732657706,351.12452422226966
2026-01-04 00:00:00,282.47952,343.37464323788373,343.1039655855823,343.225782087958
2026-01-04 01:00:00,282.47952,282.37939680681507,282.3339332470995,282.38847819167347
2026-01-04 02:00:00,282.47952,282.3846879772795,282.34749426437804,282.40609726882496
2026-01-04 03:00:00,282.47952,282.4155475979682,282.36618082488684,282.42451806601855
2026-01-04 04:00:00,282.47952,282.52426634232273,282.41402008473966,282.4610620899181
2026-01-04 05:00:00,282.47952,283.84871935842114,283.72264229431835,283.76303229750454
2026-01-04 06:00:00,282.47952,272.89232745765054,269.1682650463109,272.7176480835551
2026-01-04 07:00:00,282.47952,273.98115372957653,270.29196092351293,273.8869325442889
2026-01-04 08:00:00,282.47952,274.75838672329655,271.190755490155,274.8638965604313
2026-01-04 09:00:00,268.11152,273.8855006798543,271.15377763710944,275.06553075366253
2026-01-04 10:00:00,268.11152,277.9559155889745,275.0399545053357,278.9812730497965
2026-01-04 11:00:00,282.47952,276.4391355302577,274.3236854647671,278.5170311188724
