fecha,valor
2020-10-03,11649381800.0
2020-10-04,11725144400.0
2020-10-05,11726060300.0
2020-10-06,11759633300.0
2020-10-07,11733276800.0
2020-10-08,11732474700.0
2020-10-09,11732281900.0
2020-10-10,11709901600.0
2020-10-11,11671670700.0
2020-10-12,11655512400.0
2020-10-13,11667256200.0
2020-10-14,11675581100.0
2020-10-15,11647996400.0
2020-10-16,11615358900.0
2020-10-17,11575339400.0
2020-10-18,11572090700.0
2020-10-19,11556592300.0
2020-10-20,11517431300.0
2020-10-21,11483559200.0
2020-10-22,11497870100.0
2020-10-23,11483428600.0
2020-10-24,11536975300.0
2020-10-25,11536361700.0
2020-10-26,11517594200.0
2020-10-27,11472944600.0
2020-10-28,11454777300.0
2020-10-29,11431772800.0
2020-10-30,11389142700.0
2020-10-31,11498831000.0
2020-11-01,11676045000.0
2020-11-02,11702859500.0
2020-11-03,11714768600.0
2020-11-04,11703602800.0
2020-11-05,11718728300.0
2020-11-06,11753286600.0
2020-11-07,11757091200.0
2020-11-08,11791355900.0
2020-11-09,11786934300.0
2020-11-10,11842220800.0
2020-11-11,12022020200.0
2020-11-12,12102760100.0
2020-11-13,12306993200.0
2020-11-14,12441919900.0
2020-11-15,12535272000.0
2020-11-16,12646015000.0
2020-11-17,12719178900.0
2020-11-18,12823648300.0
2020-11-19,12869123900.0
2020-11-20,12869525700.0
2020-11-21,12905680200.0
2020-11-22,12924859800.0
2020-11-23,12910292100.0
2020-11-24,12900196800.0
2020-11-25,12872504300.0
2020-11-26,12860939200.0
2020-11-27,12791897300.0
2020-11-28,12929555600.0
2020-11-29,12993958900.0
2020-11-30,12971922100.0
2020-12-01,12961778700.0
2020-12-02,12966947700.0
2020-12-03,13035773900.0
2020-12-04,13020341300.0
2020-12-05,12994430400.0
2020-12-06,13007256800.0
2020-12-07,12981152000.0
2020-12-08,12959186200.0
2020-12-09,12884375000.0
2020-12-10,12850088800.0
2020-12-11,12768674600.0
2020-12-12,12707059900.0
2020-12-13,12665101200.0
2020-12-14,12600925500.0
2020-12-15,12561372500.0
2020-12-16,12509228800.0
2020-12-17,12454254000.0
2020-12-18,12407537100.0
2020-12-19,12372511000.0
2020-12-20,12364250200.0
2020-12-21,12273286600.0
2020-12-22,12276929000.0
2020-12-23,12226734500.0
2020-12-24,12212373400.0
2020-12-25,12259422700.0
2020-12-26,12278883800.0
2020-12-27,12265948600.0
2020-12-28,12246116100.0
2020-12-29,12212356700.0
2020-12-30,12180214100.0
2020-12-31,12165376700.0
2021-01-01,12171761700.0
2021-01-02,12162106100.0
2021-01-03,12162884000.0
2021-01-04,12119595700.0
2021-01-05,12072113100.0
2021-01-06,12020454700.0
2021-01-07,11979108800.0
2021-01-08,11965869800.0
