fecha_hora,precio_bolsa,demanda,generacion,volumen_embalses,aportes_hidricos,es_pandemia,anio,mes,oni,precio_lag24h,precio_lag168h,precio_media_24h,precio_media_7d,precio_media_30d,hora,hora_sin,hora_cos,dia_semana,dia_semana_sin,dia_semana_cos,dia_anio,dia_anio_sin,dia_anio_cos,volumen_embalses_delta_1d,volumen_embalses_delta_7d,volumen_embalses_media_7d,volumen_embalses_media_30d,volumen_embalses_vs_media30d,aportes_hidricos_delta_1d,aportes_hidricos_delta_7d,aportes_hidricos_media_7d,aportes_hidricos_media_30d,aportes_hidricos_vs_media30d,precio_std_24h,precio_std_7d,precio_rango_24h,ratio_volatilidad,demanda_lag24h,demanda_lag48h,demanda_lag72h,demanda_media_24h
2026-06-06 22:00:00,711.8563,9294962.88,9479716.77,11927568100.0,315474764.85,0,2026,6,1.4,691.29214,338.71689,640.2418404166666,494.79059,564.4515859583333,22,-0.5000000000000004,0.8660254037844384,5,-0.9749279121818236,-0.2225209339563146,157,0.42667408318992467,-0.9044054548343001,126597500.0,340943300.0,11751343575.595238,11247638867.36111,1.0604508413416383,92599312.38000003,7427424.350000024,230531059.65934527,212913635.12358335,1.4817029668714556,184.91149937981652,207.22032812106414,480.0,0.8923424697589797,10125555.97,10227144.25,10426795.83,10170239.137083335
2026-06-06 23:00:00,666.8563,8841032.35,9029078.59,11927568100.0,315474764.85,0,2026,6,1.4,666.29214,338.71689,647.8754733333334,496.7531297619047,565.0571496111111,23,-0.25881904510252157,0.9659258262890681,5,-0.9749279121818236,-0.2225209339563146,157,0.42667408318992467,-0.9044054548343001,126597500.0,340943300.0,11753373000.0,11248843140.0,1.0603373121620399,92599312.38000003,7427424.350000024,230575270.51857144,212988390.36900002,1.4811829147280915,181.89866186534888,207.27431285613676,480.0,0.8775745501643496,9575147.79,9604396.7,9796988.36,10169020.4325
2026-06-07 00:00:00,416.49967,8459689.7,8629161.36,12027540600.0,266868502.79,0,2026,6,1.4,382.8563,335.48873,643.77398,497.01586434523807,565.2754039166667,0,0.0,1.0,6,-0.7818314824680299,0.6234898018587334,158,0.4110537546870351,-0.9116111071930239,99972500.0,383540900.0,11755655981.547619,11250193200.277779,1.0690963600254464,-48606262.06000003,33099422.48999998,230772290.8905357,213075168.30527776,1.2524617716488262,186.8602424368244,207.10069358592088,578.4358400000001,0.9022675839533139,9211576.57,9160161.7,9367475.55,10171162.71875
2026-06-07 01:00:00,416.49967,8142366.12,8311718.32,12027540600.0,266868502.79,0,2026,6,1.4,382.8563,310.48873,639.6724866666667,497.2785989285714,565.4573651666667,1,0.25881904510252074,0.9659258262890683,6,-0.7818314824680299,0.6234898018587334,158,0.4110537546870351,-0.9116111071930239,99972500.0,383540900.0,11757938963.095238,11251543260.555555,1.0689680803312425,-48606262.06000003,33099422.48999998,230969311.26250005,213161946.24155554,1.2519518961774916,191.6018525991603,206.92659305157625,578.4358400000001,0.9259411744695557,8896445.58,8751826.01,9040340.46,10177188.534166668
2026-06-07 02:00:00,416.49967,7929342.58,8082765.4,12027540600.0,266868502.79,0,2026,6,1.4,496.8563,260.48873,640.3209933333334,498.6251966071428,565.8339528055556,2,0.49999999999999994,0.8660254037844387,6,-0.7818314824680299,0.6234898018587334,158,0.4110537546870351,-0.9116111071930239,99972500.0,383540900.0,11760221944.642857,11252893320.833334,1.0688398314176233,-48606262.06000003,33099422.48999998,231166331.63446426,213248724.17783335,1.2514424356764349,191.0680784260953,206.17755394130333,578.4358400000001,0.9267161956945635,8698184.06,8647192.03,8811929.47,10179313.202083334
2026-06-07 03:00:00,416.49967,7767744.77,7908473.79,12027540600.0,266868502.79,0,2026,6,1.4,496.8563,260.48873,640.9695,500.02197880952383,566.2105404444444,3,0.7071067811865476,0.7071067811865476,6,-0.7818314824680299,0.6234898018587334,158,0.4110537546870351,-0.9116111071930239,99972500.0,383540900.0,11762504926.190475,11254243381.11111,1.068711613273512,-48606262.06000003,33099422.48999998,231363352.00642854,213335502.11411113,1.2509333896392667,190.53050562874307,205.35948767664794,578.4358400000001,0.9277901293206667,8554927.43,8612947.6,8739220.85,10176895.694999998
2026-06-07 04:00:00,416.49967,7658659.5,7783128.47,12027540600.0,266868502.79,0,2026,6,1.4,496.8563,260.48873,640.32634,501.41876101190473,566.5871280833334,4,0.8660254037844386,0.5000000000000001,6,-0.7818314824680299,0.6234898018587334,158,0.4110537546870351,-0.9116111071930239,99972500.0,383540900.0,11764787907.738094,11255593441.38889,1.0685834258878362,-48606262.06000003,33099422.48999998,231560372.37839285,213422280.05038887,1.250424757560422,191.0092094241326,204.52855361072233,578.4358400000001,0.9338999667874198,8542211.66,8794064.74,8891416.73,10166401.816666666
2026-06-07 05:00:00,376.49967,7573487.57,7683732.01,12027540600.0,266868502.79,0,2026,6,1.4,496.8563,260.48873,639.68318,502.7959479761906,566.9274226666666,5,0.9659258262890683,0.25881904510252074,6,-0.7818314824680299,0.6234898018587334,158,0.4110537546870351,-0.9116111071930239,99972500.0,383540900.0,11767070889.285715,11256943501.666666,1.0684552692495295,-48606262.06000003,33099422.48999998,231757392.75035712,213509057.98666665,1.2499165389351563,191.48446233302388,203.7077197491793,578.4358400000001,0.9399961011236804,8576390.94,9141243.3,9258458.67,10142866.301666666
2026-06-07 06:00:00,376.49967,7470184.58,7526881.8,12027540600.0,266868502.79,0,2026,6,1.4,496.8563,255.48873,639.04002,504.1731349404762,567.3040103055555,6,1.0,6.123233995736766e-17,6,-0.7818314824680299,0.6234898018587334,158,0.4110537546870351,-0.9116111071930239,99972500.0,383540900.0,11769353870.833334,11258293561.944445,1.0683271433475303,-48606262.06000003,33099422.48999998,231954413.12232146,213595835.9229445,1.2494087332595465,191.95628998693888,202.87416032249746,578.4358400000001,0.9461840269938613,8714753.11,9221325.68,9401473.15,10121759.11125
2026-06-07 07:00:00,254.97967,7756079.12,7788645.62,12027540600.0,266868502.79,0,2026,6,1.4,591.8563,255.48873,642.3551933333333,506.1353933333334,567.8125423888888,7,0.9659258262890683,-0.25881904510252063,6,-0.7818314824680299,0.6234898018587334,158,0.4110537546870351,-0.9116111071930239,99972500.0,383540900.0,11771636852.380953,11259643622.222221,1.0681990481707826,-48606262.06000003,33099422.48999998,232151433.49428573,213682613.8592222,1.2489013400304882,190.3524769970136,202.1125319457562,578.4358400000001,0.9418143207869031,9180636.63,9655524.64,9802038.68,10101972.110833334
