fecha_hora,precio_bolsa,demanda,generacion,volumen_embalses,aportes_hidricos,es_pandemia,oni,precio_lag24h,precio_lag168h,precio_media_24h,precio_media_7d,precio_media_30d,hora,hora_sin,hora_cos,dia_semana,dia_semana_sin,dia_semana_cos,dia_anio,dia_anio_sin,dia_anio_cos,volumen_embalses_delta_1d,volumen_embalses_delta_7d,volumen_embalses_media_7d,volumen_embalses_media_30d,volumen_embalses_vs_media30d,aportes_hidricos_delta_1d,aportes_hidricos_delta_7d,aportes_hidricos_media_7d,aportes_hidricos_media_30d,aportes_hidricos_vs_media30d,precio_std_24h,precio_std_7d,precio_rango_24h,ratio_volatilidad,demanda_lag24h,demanda_lag48h,demanda_lag72h,demanda_media_24h,es_festivo,festivo_lag24h,festivo_lag48h,festivo_lag72h,festivo_lag168h,mismatch_festivo_24h,mismatch_festivo_168h
2026-01-01 10:00:00,103.53785,7364735.84,7434687.28,13564549400.0,132489587.33,0,-0.5973118279569892,270.30327,115.41988,292.5638933333334,272.97683839285713,278.41658924999996,10,0.49999999999999994,-0.8660254037844387,3,0.43388373911755823,-0.900968867902419,1,0.017201575418260506,0.9998520419557735,-24469550.0,-289860325.0,13717959082.8125,14097743309.66435,0.9621787758542296,2447995.7366666794,-20251913.944166675,140314758.55783978,180090596.6474311,0.7356829828787725,24.357354406123616,67.31000289749436,57.40392000000003,0.3618682715437876,9372759.95,9983681.6,10028777.87,9544060.771666666,1,0,0,0,1,1,0
2026-01-01 11:00:00,244.80985,7595533.49,7670846.53,13564549400.0,132489587.33,0,-0.5970430107526882,270.30327,115.41988,292.08873,273.105464047619,278.3784241111111,11,0.258819045102521,-0.9659258262890682,3,0.43388373911755823,-0.900968867902419,1,0.017201575418260506,0.9998520419557735,-22721725.0,-289721087.5,13716234552.529762,14096515875.902779,0.9622625561815493,2273138.898333341,-21254741.099583313,140188242.2417708,179886694.64040625,0.7365168813338133,24.687353771575093,67.28396405886369,57.40392000000003,0.36691289101185015,9552358.65,10182620.41,10320582.46,9517799.865,1,0,0,0,1,1,0
2026-01-01 12:00:00,272.90985,7815413.49,7883940.07,13564549400.0,132489587.33,0,-0.5967741935483871,270.30327,121.86188,291.6135666666667,273.23408970238097,278.34442563888894,12,1.2246467991473532e-16,-1.0,3,0.43388373911755823,-0.900968867902419,1,0.017201575418260506,0.9998520419557735,-20973900.0,-289581850.0,13714510851.041666,14095286892.430555,0.9623464569057071,2098282.0600000024,-22257568.25499998,140055756.71644345,179684265.1315104,0.737346629840021,25.00357905127418,67.25766767909562,57.40392000000003,0.3717580450540296,9534333.63,10264898.9,10432129.3,9487359.645416668,1,0,0,0,1,1,0
2026-01-01 13:00:00,292.90985,7914569.58,8006441.84,13564549400.0,132489587.33,0,-0.596505376344086,271.30327,190.85788,291.18007,273.3686677380952,278.3076493888889,13,-0.2588190451025208,-0.9659258262890683,3,0.43388373911755823,-0.900968867902419,1,0.017201575418260506,0.9998520419557735,-19226075.0,-289442612.5,13712787978.348215,14094056359.247683,0.962430478085874,1923425.2216666788,-23260395.410416648,139917301.98185763,179483308.12074363,0.7381721939338804,25.2715495567403,67.23088523029503,57.40392000000003,0.37589196498267496,9524312.39,10272217.27,10516637.48,9456196.942083333,1,0,0,0,1,1,0
2026-01-01 14:00:00,296.32185,7946810.18,8034652.87,13564549400.0,132489587.33,0,-0.5962365591397849,271.30327,190.85788,289.66319833333336,273.5032457738095,278.2708731388889,14,-0.4999999999999997,-0.8660254037844388,3,0.43388373911755823,-0.900968867902419,1,0.017201575418260506,0.9998520419557735,-17478250.0,-289303375.0,13711065934.449406,14092824276.354166,0.962514619781321,1748568.3833333403,-24263222.565833315,139772878.0380134,179283823.6081059,0.7389935392029969,25.32885004581827,67.20382099754431,57.40392000000003,0.3768959810595265,9440592.36,10395752.08,10661958.36,9416398.620416667,1,0,0,0,1,1,0
2026-01-01 15:00:00,296.32185,7925039.6,8030775.18,13564549400.0,132489587.33,0,-0.5959677419354839,271.30327,190.85788,288.14632666666665,273.6378238095238,278.23409688888887,15,-0.7071067811865471,-0.7071067811865479,3,0.43388373911755823,-0.900968867902419,1,0.017201575418260506,0.9998520419557735,-15730425.0,-289164137.5,13709344719.345238,14091590643.75,0.96259888205142,1573711.5450000018,-25266049.721249983,139622484.88491073,179085811.59359723,0.7398106312892118,25.291267163812414,67.17647464026592,57.40392000000003,0.37648994382704176,9425656.18,10420370.84,10671042.49,9374952.17625,1,0,0,0,1,1,0
2026-01-01 16:00:00,296.32185,7915828.85,8033728.55,13564549400.0,132489587.33,0,-0.5956989247311828,271.30327,210.85788,286.629455,273.7724018452381,278.1875984166667,16,-0.8660254037844385,-0.5000000000000004,3,0.43388373911755823,-0.900968867902419,1,0.017201575418260506,0.9998520419557735,-13982600.0,-289024900.0,13707624333.035715,14090355461.435183,0.9626832649556432,1398854.7066666782,-26268876.87666665,139466122.5225496,178889272.07721758,0.7406234358917333,25.15837568926388,67.14884581377433,57.40392000000003,0.3746657948378781,9464455.04,10345033.36,10623341.09,9338261.412916668,1,0,0,0,1,1,0
2026-01-01 17:00:00,327.90985,8092285.03,8202095.04,13564549400.0,132489587.33,0,-0.5954301075268817,285.30327,253.85788,284.90429166666667,273.1569798809524,278.16054438888887,17,-0.9659258262890683,-0.25881904510252063,3,0.43388373911755823,-0.900968867902419,1,0.017201575418260506,0.9998520419557735,-12234775.0,-288885662.5,13705904775.520834,14089118729.409721,0.9627677685535624,1223997.8683333397,-27271704.032083318,139303790.95093006,178694205.05896702,0.7414319187702811,23.665985816827323,66.56048948122877,57.40392000000003,0.3555560663883271,9638900.41,10303613.93,10531787.45,9310565.016250001,1,0,0,0,1,1,0
2026-01-01 18:00:00,332.90985,8897589.72,9069383.5,13564549400.0,132489587.33,0,-0.5951612903225806,285.30327,340.85788,283.1374616666667,272.54155791666665,278.1334903611111,18,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,1,0.017201575418260506,0.9998520419557735,-10486950.0,-288746425.0,13704186046.800594,14087880447.67361,0.962852392904851,1049141.0300000012,-28274531.187499985,139135490.17005208,178500610.53884548,0.742236045748244,21.844275847257375,65.96110976622991,57.40392000000003,0.33116901648069275,10362998.88,10899963.96,11094656.52,9288191.47125,1,0,0,0,1,1,0
2026-01-01 19:00:00,332.90985,9206212.69,9384805.26,13564549400.0,132489587.33,0,-0.5948924731182795,285.30327,340.85788,281.37063166666667,271.92613595238095,278.10643633333336,19,-0.9659258262890684,0.2588190451025203,3,0.43388373911755823,-0.900968867902419,1,0.017201575418260506,0.9998520419557735,-8739125.0,-288607187.5,13702468146.875,14086640616.22685,0.9629371380692827,874284.1916666627,-29277358.342916653,138961220.17991567,178308488.516853,0.7430357827158498,19.69139563997416,65.35040335726805,57.40392000000003,0.3013201851612466,10409853.6,10940506.24,11115651.6,9266080.944583332,1,0,0,0,1,1,0
